"","cutoff","2.5%_excl","5%_excl","50%_excl","95%_excl","97.5%_excl","2.5%_incl","5%_incl","50%_incl","95%_incl","97.5%_incl","obs","zone","povline"
"71","65","0.0769230769230769","0.0832207207207207","0.119047619047619","0.131578947368421","0.135135135135135","0.403470715835141","0.406113537117904","0.418300653594771","0.430131004366812","0.431372549019608","500","urban","poor_npl1"
"72","70","0.0769230769230769","0.0832207207207207","0.119047619047619","0.131578947368421","0.135135135135135","0.506521739130435","0.508733624454148","0.520787746170678","0.532608695652174","0.534934497816594","500","urban","poor_npl1"
"73","75","0.0476190476190476","0.0487804878048781","0.0731707317073171","0.0810810810810811","0.0810810810810811","0.647826086956522","0.65","0.661572052401747","0.672522637478969","0.674688793739012","500","urban","poor_npl1"
"74","80","0","0","0.025","0.027027027027027","0.0277777777777778","0.747263602410661","0.748881537193684","0.758169934640523","0.769565217391304","0.771556409295352","500","urban","poor_npl1"
"75","85","0","0","0","0","0","0.852494577006508","0.854030501089325","0.86117136659436","0.86957936433085","0.871739130434783","500","urban","poor_npl1"
"76","90","0","0","0","0","0","0.932461873638344","0.932754880694143","0.938864628820961","0.943722943722944","0.945652173913043","500","urban","poor_npl1"
"77","95","0","0","0","0","0","0.975929978118162","0.975982532751092","0.978213507625272","0.982570806100218","0.982646420824295","500","urban","poor_npl1"
"78","5","0.916666666666667","0.9375","1","1","1","0","0","0","0","0","100","full","poor_npl1"
"79","10","0.894736842105263","0.909090909090909","1","1","1","0","0","0","0.0126582278481013","0.012987012987013","100","full","poor_npl1"
"80","15","0.703703703703704","0.730769230769231","0.857142857142857","0.968333333333332","1","0","0","0.0121951219512195","0.0357142857142857","0.038474025974026","100","full","poor_npl1"
"81","20","0.599772727272727","0.625","0.777777777777778","0.91304347826087","0.941176470588235","0","0.0119047619047619","0.0379746835443038","0.0779220779220779","0.0875","100","full","poor_npl1"
"82","25","0.409090909090909","0.428571428571429","0.6","0.772979797979798","0.81831550802139","0.0365853658536585","0.0394736842105263","0.0886075949367089","0.142857142857143","0.152941176470588","100","full","poor_npl1"
"83","30","0.235180995475113","0.272727272727273","0.44","0.619047619047619","0.636454545454545","0.112465277777778","0.120457831325301","0.181818181818182","0.256410256410256","0.272727272727273","100","full","poor_npl1"
"84","35","0.117483660130719","0.142857142857143","0.304347826086957","0.5","0.526315789473684","0.179487179487179","0.193161281489595","0.267441860465116","0.35","0.369068003913894","100","full","poor_npl1"
"85","40","0.05","0.0666666666666667","0.217391304347826","0.380952380952381","0.421052631578947","0.268292682926829","0.283783783783784","0.36144578313253","0.450035211267606","0.467572550905884","100","full","poor_npl1"
"86","45","0","0","0.117647058823529","0.25","0.272853535353535","0.34515977443609","0.358974358974359","0.447368421052632","0.536631097560976","0.555555555555556","100","full","poor_npl1"
"87","50","0","0","0.08","0.192307692307692","0.214363354037267","0.434210526315789","0.451219512195122","0.535714285714286","0.62962962962963","0.643898262612763","100","full","poor_npl1"
"88","55","0","0","0.0454545454545455","0.133333333333333","0.15","0.517526395173454","0.52699146514936","0.6125","0.705882352941177","0.725029761904762","100","full","poor_npl1"
"89","60","0","0","0","0.1","0.117647058823529","0.569620253164557","0.589041095890411","0.677123552123552","0.7625","0.776503267973856","100","full","poor_npl1"
"90","65","0","0","0","0.0588235294117647","0.0714285714285714","0.65325","0.662790697674419","0.75","0.826691358024691","0.83787954621288","100","full","poor_npl1"
"91","70","0","0","0","0.0588235294117647","0.0714285714285714","0.712291632282555","0.729713831478537","0.804878048780488","0.875","0.883116883116883","100","full","poor_npl1"
"92","75","0","0","0","0.0527777777777776","0.0625","0.783132530120482","0.797191468577011","0.8625","0.917863754165124","0.933355263157895","100","full","poor_npl1"
"93","80","0","0","0","0.037037037037037","0.05","0.835443037974684","0.847222222222222","0.904761904761905","0.952380952380952","0.962025316455696","100","full","poor_npl1"
"94","85","0","0","0","0","0","0.896103896103896","0.903614457831325","0.948717948717949","0.987021312021312","0.987951807228916","100","full","poor_npl1"
"95","90","0","0","0","0","0","0.938252314814815","0.946630630630631","0.975609756097561","1","1","100","full","poor_npl1"
"96","95","0","0","0","0","0","0.963855421686747","0.974025974025974","1","1","1","100","full","poor_npl1"
"97","5","0.964601769911504","0.967741935483871","0.989130434782609","1","1","0","0","0","0","0","500","full","poor_npl1"
"98","10","0.949989495798319","0.954022988505747","0.978494623655914","1","1","0","0","0","0.0050125313283208","0.00506361241405899","500","full","poor_npl1"
"99","15","0.80387847446671","0.8105","0.860215053763441","0.907439335887612","0.916666666666667","0.00474310391259185","0.00497450711702036","0.0124069478908189","0.0200025062656642","0.0206198886491382","500","full","poor_npl1"
"100","20","0.70237462006079","0.714285714285714","0.775510204081633","0.833333333333333","0.842621527777778","0.0249938118811881","0.0275654761904762","0.0402010050251256","0.0537084398976982","0.0569342247500184","500","full","poor_npl1"
"101","25","0.520408163265306","0.532710280373832","0.601732413379331","0.666815476190476","0.68","0.0651588345864662","0.0710524903392014","0.0893300248138958","0.109428714233785","0.114434994603045","500","full","poor_npl1"
"102","30","0.364679144385027","0.380952380952381","0.447619047619048","0.514866486648665","0.524791558103179","0.152489046391753","0.157248157248157","0.182741116751269","0.208966646360037","0.212878452318916","500","full","poor_npl1"
"103","35","0.239572010869565","0.247417137789602","0.310924369747899","0.377562358276644","0.388888888888889","0.233807859436992","0.237487244897959","0.267726585244833","0.297766749379653","0.3025682382134","500","full","poor_npl1"
