"","Score","poor_npl1"
"1",0,0.822647739368888
"2",1,0.813291619925114
"3",2,0.803559784940296
"4",3,0.793449522350481
"5",4,0.782959456629758
"6",5,0.772089662042741
"7",6,0.760841770904728
"8",7,0.749219074703026
"9",8,0.737226615823835
"10",9,0.724871267565102
"11",10,0.712161800105386
"12",11,0.699108930149834
"13",12,0.685725352093118
"14",13,0.672025748730052
"15",14,0.658026779809527
"16",15,0.643747047065371
"17",16,0.629207034764656
"18",17,0.614429025282023
"19",18,0.599436989726895
"20",19,0.584256454204499
"21",20,0.568914342864432
"22",21,0.553438799462708
"23",22,0.537858989714304
"24",23,0.522204887222145
"25",24,0.506507046215247
"26",25,0.490796364694889
"27",26,0.475103841858007
"28",27,0.459460333829832
"29",28,0.443896311786123
"30",29,0.428441626477075
"31",30,0.413125282983051
"32",31,0.397975229244604
"33",32,0.383018161528047
"34",33,0.36827934952904
"35",34,0.353782483299006
"36",35,0.339549543623035
"37",36,0.325600696904125
"38",37,0.311954215037774
"39",38,0.298626420211787
"40",39,0.285631654055649
"41",40,0.272982270105484
"42",41,0.260688648155158
"43",42,0.248759228738413
"44",43,0.237200565734731
"45",44,0.226017394913385
"46",45,0.215212716123316
"47",46,0.204787886796528
"48",47,0.194742724452781
"49",48,0.185075615965768
"50",49,0.175783631466854
"51",50,0.16686264091291
"52",51,0.158307431520919
"53",52,0.150111824465392
"54",53,0.14226878943754
"55",54,0.134770555870838
"56",55,0.127608719840169
"57",56,0.120774345836593
"58",57,0.114258062802975
"59",58,0.108050153984793
"60",59,0.102140640303314
"61",60,0.0965193570941544
"62",61,0.0911760241725046
"63",62,0.0861003092873247
"64",63,0.0812818851111033
"65",64,0.0767104799804227
"66",65,0.0723759226566892
"67",66,0.0682681814173824
"68",67,0.0643773978174605
"69",68,0.0606939154796012
"70",69,0.0572083042821662
"71",70,0.0539113803165359
"72",71,0.0507942219820303
"73",72,0.0478481825781918
"74",73,0.0450648997418045
"75",74,0.0424363020606063
"76",75,0.0399546131780286
"77",76,0.0376123536841796
"78",77,0.0354023410682706
"79",78,0.0333176879872671
"80",79,0.0313517990851359
"81",80,0.0294983665769815
"82",81,0.0277513647928839
"83",82,0.0261050438575477
"84",83,0.0245539226641033
"85",84,0.0230927812836555
"86",85,0.0217166529365116
"87",86,0.020420815636476
"88",87,0.0192007836061668
"89",88,0.0180522985489843
"90",89,0.0169713208521058
"91",90,0.0159540207846585
"92",91,0.0149967697459753
"93",92,0.01409613161052
"94",93,0.0132488542086139
"95",94,0.0124518609754442
"96",95,0.0117022427949289
"97",96,0.0109972500597899
"98",97,0.0103342849645869
"99",98,0.00971089404443832
"100",99,0.00912476096864003
"101",100,0.00857369959534952
