"household_id","household_id2","rural","pw_w3","ea_id","ea_id2","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s14q00","hh_s14q02_a","hh_s14q02_b","hh_s14q03_a","hh_s14q03_b","hh_s14q04","hh_s14q05_a","hh_s14q05_b","hh_s14q05b","hh_s14q06","hh_s14q07_a","hh_s14q07_b","hh_s14q08_a","hh_s14q08_b","hh_s14q08_c"
"04100903605130","041009088803605130",1,15875.5830078125,"04100903605","041009088803605",4,10,9,8,88,36,5,130,3,"**CONFIDENTIAL**",1,1,2,2,11,2007,8,1,,,700,0,700
"04100903605130","041009088803605130",1,15875.5830078125,"04100903605","041009088803605",4,10,9,8,88,36,5,130,4,"**CONFIDENTIAL**",1,1,2,2,12,2007,8,1,,,700,0,700
"04100903605145","041009088803605145",1,15875.5830078125,"04100903605","041009088803605",4,10,9,8,88,36,5,145,1,"**CONFIDENTIAL**",1,1,2,1,5,2008,7,2,8,2008,5000,0,5000
"04100903605145","041009088803605145",1,15875.5830078125,"04100903605","041009088803605",4,10,9,8,88,36,5,145,2,"**CONFIDENTIAL**",3,1,2,7,10,2008,7,2,7,2008,1000,200,1200
"04101600104040","041016088800104040",2,5972.0390625,"04101600104","041016088800104",4,10,16,8,88,1,4,40,1,"**CONFIDENTIAL**",7,2,,7,3,2007,3,1,,,7116,1255,8371
"04110401304004","041104088801304004",1,6767.27978515625,"04110401304","041104088801304",4,11,4,8,88,13,4,4,1,"**CONFIDENTIAL**",1,2,,7,4,2008,8,1,,,400,0,400
"04110401304040","041104088801304040",1,6767.27978515625,"04110401304","041104088801304",4,11,4,8,88,13,4,40,1,"**CONFIDENTIAL**",1,2,1,4,4,2008,3,1,,,1500,0,1500
"04110401304074","041104088801304074",1,6767.27978515625,"04110401304","041104088801304",4,11,4,8,88,13,4,74,1,"**CONFIDENTIAL**",1,1,,3,5,2008,7,1,,,900,0,900
"04110401304095","041104088801304095",1,6767.27978515625,"04110401304","041104088801304",4,11,4,8,88,13,4,95,1,"**CONFIDENTIAL**",7,1,2,3,9,2007,6,2,11,2008,5000,500,5500
"04110401304167","041104088801304167",1,6767.27978515625,"04110401304","041104088801304",4,11,4,8,88,13,4,167,1,"**CONFIDENTIAL**",1,1,2,2,4,2008,6,1,,,1400,0,1400
"04110401304185","041104088801304185",1,6767.27978515625,"04110401304","041104088801304",4,11,4,8,88,13,4,185,1,"**CONFIDENTIAL**",10,1,,3,5,2008,3,2,6,2008,4000,400,4400
"04110801402004","041108088801402004",1,8612.818359375,"04110801402","041108088801402",4,11,8,8,88,14,2,4,1,"**CONFIDENTIAL**",1,3,,7,5,2008,7,1,,,700,0,700
"04110801402040","041108088801402040",1,8612.818359375,"04110801402","041108088801402",4,11,8,8,88,14,2,40,1,"**CONFIDENTIAL**",2,1,,7,2,2007,7,1,,,500,0,500
"04110801402076","041108088801402076",1,8612.818359375,"04110801402","041108088801402",4,11,8,8,88,14,2,76,1,"**CONFIDENTIAL**",2,1,,7,5,2008,7,1,,,2000,0,2000
"04110801402094","041108088801402094",1,8612.818359375,"04110801402","041108088801402",4,11,8,8,88,14,2,94,1,"**CONFIDENTIAL**",2,1,,7,9,2007,7,1,,,3000,0,3000
"04110801402150","041108088801402150",1,8612.818359375,"04110801402","041108088801402",4,11,8,8,88,14,2,150,1,"**CONFIDENTIAL**",2,2,,7,5,2008,8,1,,,2000,0,2000
"04111200402124","041112088800402124",1,7483.08740234375,"04111200402","041112088800402",4,11,12,8,88,4,2,124,1,"**CONFIDENTIAL**",2,1,,2,5,2008,7,1,,,500,0,500
"04111200402220","041112088800402220",1,7483.08740234375,"04111200402","041112088800402",4,11,12,8,88,4,2,220,1,"**CONFIDENTIAL**",1,1,,7,9,2007,7,1,,,500,0,500
"04111601404102","041116088801404102",1,7362.7822265625,"04111601404","041116088801404",4,11,16,8,88,14,4,102,1,"**CONFIDENTIAL**",7,2,1,7,7,2007,6,2,7,2008,3000,360,3360
"04111900317088","041119010100317088",3,3891.3984375,"04111900317","041119010100317",4,11,19,1,1,3,17,88,1,"**CONFIDENTIAL**",1,1,,7,5,2008,2,1,,,500,0,500
"04111900317121","041119010100317121",3,3891.3984375,"04111900317","041119010100317",4,11,19,1,1,3,17,121,1,"**CONFIDENTIAL**",1,1,2,7,5,2008,3,1,,,1000,0,1000
"04121600101004","041216088800101004",1,7334.26220703125,"04121600101","041216088800101",4,12,16,8,88,1,1,4,1,"**CONFIDENTIAL**",1,1,,7,1,2008,8,1,,,500,0,500
"04121600101027","041216088800101027",1,827.172485351563,"04121600101","041216088800101",4,12,16,8,88,1,1,27,1,"**CONFIDENTIAL**",1,1,,7,1,2008,8,1,,,300,0,300
"04121600101029","041216088800101029",1,7334.26220703125,"04121600101","041216088800101",4,12,16,8,88,1,1,29,1,"**CONFIDENTIAL**",1,1,,7,11,2007,8,1,,,450,0,450
"04121600101041","041216088800101041",1,7334.26220703125,"04121600101","041216088800101",4,12,16,8,88,1,1,41,1,"**CONFIDENTIAL**",1,1,,7,11,2007,8,1,,,550,0,550
"04121600101053","041216088800101053",1,7334.26220703125,"04121600101","041216088800101",4,12,16,8,88,1,1,53,1,"**CONFIDENTIAL**",1,1,,7,9,2007,8,1,,,700,0,700
"04121600101065","041216088800101065",1,7334.26220703125,"04121600101","041216088800101",4,12,16,8,88,1,1,65,1,"**CONFIDENTIAL**",1,1,,7,7,2007,8,1,,,350,0,350
"04130201103037","041302088801103037",1,3573.77612304688,"04130201103","041302088801103",4,13,2,8,88,11,3,37,1,"**CONFIDENTIAL**",1,2,,1,4,2008,4,2,11,2008,6000,0,6000
"04130201103111","041302088801103111",1,7820.263671875,"04130201103","041302088801103",4,13,2,8,88,11,3,111,1,"**CONFIDENTIAL**",1,1,,2,10,2007,6,2,12,2008,800,200,1000
"04130201103183","041302088801103183",1,7820.263671875,"04130201103","041302088801103",4,13,2,8,88,11,3,183,1,"**CONFIDENTIAL**",7,1,,2,5,2007,6,2,8,2008,3500,750,4250
"04130500102193","041305010100102193",2,5803.1455078125,"04130500102","041305010100102",4,13,5,1,1,1,2,193,1,"**CONFIDENTIAL**",1,1,,4,2,2008,3,2,12,2008,5000,1500,6500
"04130901003014","041309088801003014",1,9283.5576171875,"04130901003","041309088801003",4,13,9,8,88,10,3,14,1,"**CONFIDENTIAL**",1,1,2,2,10,2007,7,1,,,250,0,250
"04130901003034","041309088801003034",1,9283.5576171875,"04130901003","041309088801003",4,13,9,8,88,10,3,34,1,"**CONFIDENTIAL**",1,1,2,2,2,2007,8,1,,,1200,0,1200
"04130901003049","041309088801003049",1,9283.5576171875,"04130901003","041309088801003",4,13,9,8,88,10,3,49,1,"**CONFIDENTIAL**",1,1,2,2,10,2007,8,1,,,300,0,300
"04130901003049","041309088801003049",1,9283.5576171875,"04130901003","041309088801003",4,13,9,8,88,10,3,49,2,"**CONFIDENTIAL**",2,1,2,2,10,2007,8,1,,,450,0,450
"04130901003064","041309088801003064",1,9283.5576171875,"04130901003","041309088801003",4,13,9,8,88,10,3,64,1,"**CONFIDENTIAL**",2,2,,4,10,2007,8,1,,,380,0,380
"04140202701137","041402088802701137",1,8267.568359375,"04140202701","041402088802701",4,14,2,8,88,27,1,137,1,"**CONFIDENTIAL**",1,1,,2,10,2007,4,1,,,500,,
"04140501906123","041405088801906123",1,7351.91748046875,"04140501906","041405088801906",4,14,5,8,88,19,6,123,1,"**CONFIDENTIAL**",2,1,,6,12,2007,8,2,10,2008,360,0,360
"04140501906138","041405088801906138",1,7351.91748046875,"04140501906","041405088801906",4,14,5,8,88,19,6,138,1,"**CONFIDENTIAL**",1,1,,7,5,2008,8,2,8,2008,400,0,400
"04150100331101","041501010100331101",3,2936.17114257813,"04150100331","041501010100331",4,15,1,1,1,3,31,101,1,"**CONFIDENTIAL**",8,1,,4,2,2007,5,2,2,2012,2000000,0,2000000
"04150100331126","041501010100331126",3,2936.17114257813,"04150100331","041501010100331",4,15,1,1,1,3,31,126,1,"**CONFIDENTIAL**",9,1,,7,6,2007,3,2,7,2008,2000,,
"04150100331276","041501010100331276",3,2936.17114257813,"04150100331","041501010100331",4,15,1,1,1,3,31,276,1,"**CONFIDENTIAL**",1,1,,7,9,2007,2,1,,,3500,0,3500
"04150100524114","041501010100524114",3,2154.63891601563,"04150100524","041501010100524",4,15,1,1,1,5,24,114,1,"**CONFIDENTIAL**",1,1,,4,2,2008,3,2,2,2009,3000,450,3450
"04150101124052","041501010101124052",3,1921.24084472656,"04150101124","041501010101124",4,15,1,1,1,11,24,52,1,"**CONFIDENTIAL**",2,2,,6,2,2008,8,2,5,2008,340,0,340
"04150101124143","041501010101124143",3,1921.24084472656,"04150101124","041501010101124",4,15,1,1,1,11,24,143,1,"**CONFIDENTIAL**",1,1,,7,5,2008,8,2,6,2008,3000,0,3000
"04150101430009","041501010101430009",3,1522.44152832031,"04150101430","041501010101430",4,15,1,1,1,14,30,9,1,"**CONFIDENTIAL**",2,1,,2,6,2008,8,2,12,2008,400,0,400
"04150101430020","041501010101430020",3,1522.44152832031,"04150101430","041501010101430",4,15,1,1,1,14,30,20,1,"**CONFIDENTIAL**",1,1,,6,5,2008,2,2,9,2008,5000,0,5000
"04150101430086","041501010101430086",3,1522.44152832031,"04150101430","041501010101430",4,15,1,1,1,14,30,86,1,"**CONFIDENTIAL**",11,2,,5,11,2007,3,2,4,2009,1000,1500,2500
"04160101109017","041601010101109017",3,948.273254394531,"04160101109","041601010101109",4,16,1,1,1,11,9,17,1,"**CONFIDENTIAL**",1,1,,4,3,2008,3,2,1,2010,4300,0,4300
"04160101109081","041601010101109081",3,948.273254394531,"04160101109","041601010101109",4,16,1,1,1,11,9,81,1,"**CONFIDENTIAL**",8,1,2,5,10,2007,3,2,10,2011,20000000,2800000,22800000
"04160101109081","041601010101109081",3,948.273254394531,"04160101109","041601010101109",4,16,1,1,1,11,9,81,2,"**CONFIDENTIAL**",8,1,2,5,1,2008,3,2,1,2012,10000000,1400000,11400000
"04170600124108","041706010100124108",3,12037.0107421875,"04170600124","041706010100124",4,17,6,1,1,1,24,108,1,"**CONFIDENTIAL**",1,1,,7,4,2007,7,1,,,700,0,700
"04170600124127","041706010100124127",3,12037.0107421875,"04170600124","041706010100124",4,17,6,1,1,1,24,127,1,"**CONFIDENTIAL**",1,2,,7,6,2007,7,1,,,200,0,200
"04170600124222","041706010100124222",3,12037.0107421875,"04170600124","041706010100124",4,17,6,1,1,1,24,222,1,"**CONFIDENTIAL**",1,1,,7,10,2007,7,1,,,200,0,200
"04170600124279","041706010100124279",3,12037.0107421875,"04170600124","041706010100124",4,17,6,1,1,1,24,279,1,"**CONFIDENTIAL**",1,1,,2,9,2007,7,1,,,1500,0,1500
"04170700204004","041707088800204004",1,11831.58203125,"04170700204","041707088800204",4,17,7,8,88,2,4,4,1,"**CONFIDENTIAL**",1,1,,7,5,2008,2,1,,,1000,0,1000
"04170700204034","041707088800204034",1,11831.58203125,"04170700204","041707088800204",4,17,7,8,88,2,4,34,1,"**CONFIDENTIAL**",1,1,,7,12,2007,7,1,,,4000,0,4000
"04170700204072","041707088800204072",1,758.434753417969,"04170700204","041707088800204",4,17,7,8,88,2,4,72,1,"**CONFIDENTIAL**",1,1,,7,10,2007,8,1,,,250,0,250
"04170700204080","041707088800204080",1,11831.58203125,"04170700204","041707088800204",4,17,7,8,88,2,4,80,1,"**CONFIDENTIAL**",1,1,2,7,1,2008,7,1,,,1000,0,1000
"04170700204111","041707088800204111",1,11831.58203125,"04170700204","041707088800204",4,17,7,8,88,2,4,111,1,"**CONFIDENTIAL**",2,1,,7,1,2008,7,1,,,500,0,500
"04170700204141","041707088800204141",1,11831.58203125,"04170700204","041707088800204",4,17,7,8,88,2,4,141,1,"**CONFIDENTIAL**",2,1,,7,9,2007,7,1,,,450,100,550
"04171100202537","041711010100202537",3,3625.83203125,"04171100202","041711010100202",4,17,11,1,1,2,2,537,1,"**CONFIDENTIAL**",7,5,,4,3,2008,3,2,2,2009,6000,450,6450
"04171100511058","041711010100511058",3,1226.3798828125,"04171100511","041711010100511",4,17,11,1,1,5,11,58,1,"**CONFIDENTIAL**",8,1,,4,7,2007,3,1,,,100000,30000,130000
"04180301004010","041803088801004010",1,4874.33740234375,"04180301004","041803088801004",4,18,3,8,88,10,4,10,1,"**CONFIDENTIAL**",1,1,,7,1,2008,4,1,,,300,0,300
"04180301004022","041803088801004022",1,4874.33740234375,"04180301004","041803088801004",4,18,3,8,88,10,4,22,1,"**CONFIDENTIAL**",1,1,,7,5,2008,4,2,7,2008,700,0,700
"04180301004026","041803088801004026",1,4874.33740234375,"04180301004","041803088801004",4,18,3,8,88,10,4,26,1,"**CONFIDENTIAL**",1,1,,7,5,2008,4,2,8,2008,2000,0,2000
"04180301004086","041803088801004086",1,4874.33740234375,"04180301004","041803088801004",4,18,3,8,88,10,4,86,1,"**CONFIDENTIAL**",1,1,,7,2,2008,5,1,,,500,0,500
"04180701106002","041807088801106002",1,4440.45849609375,"04180701106","041807088801106",4,18,7,8,88,11,6,2,1,"**CONFIDENTIAL**",11,2,1,2,8,2007,6,2,8,2008,2000,340,2340
"04180701106023","041807088801106023",1,4440.45849609375,"04180701106","041807088801106",4,18,7,8,88,11,6,23,1,"**CONFIDENTIAL**",10,1,2,2,12,2007,6,2,10,2008,1000,120,1120
"04180701106065","041807088801106065",1,4440.45849609375,"04180701106","041807088801106",4,18,7,8,88,11,6,65,1,"**CONFIDENTIAL**",11,1,2,3,7,2007,6,2,7,2008,4000,750,4750
"04180701106132","041807088801106132",1,216.128509521484,"04180701106","041807088801106",4,18,7,8,88,11,6,132,1,"**CONFIDENTIAL**",1,2,,2,10,2007,8,1,,,2000,0,2000
"04180701106150","041807088801106150",1,4440.45849609375,"04180701106","041807088801106",4,18,7,8,88,11,6,150,1,"**CONFIDENTIAL**",1,1,,2,2,2008,7,1,,,6,2008,500
"04180701106192","041807088801106192",1,4440.45849609375,"04180701106","041807088801106",4,18,7,8,88,11,6,192,1,"**CONFIDENTIAL**",7,1,,2,6,2007,6,2,6,2008,4000,680,4680
"04190100103002","041901088800103002",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,2,1,"**CONFIDENTIAL**",2,1,,7,4,2008,3,1,,,300,0,300
"04190100103017","041901088800103017",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,17,1,"**CONFIDENTIAL**",7,1,,2,7,2007,6,2,7,2008,5000,1200,6200
"04190100103027","041901088800103027",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,27,1,"**CONFIDENTIAL**",3,2,,7,12,2007,7,1,,,400,,400
"04190100103032","041901088800103032",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,32,1,"**CONFIDENTIAL**",1,1,,7,7,2007,7,1,,,500,0,500
"04190100103062","041901088800103062",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,62,1,"**CONFIDENTIAL**",1,3,4,3,10,2007,3,1,,,650,0,650
"04190100103077","041901088800103077",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,77,1,"**CONFIDENTIAL**",1,1,,2,8,2007,7,2,5,2008,500,0,500
"04190100103077","041901088800103077",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,77,2,"**CONFIDENTIAL**",1,2,,5,1,2008,7,2,6,2008,700,0,700
"04190100103092","041901088800103092",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,92,1,"**CONFIDENTIAL**",7,2,,2,8,2007,6,2,8,2008,3500,840,4340
"04190100103137","041901088800103137",1,3895.69604492188,"04190100103","041901088800103",4,19,1,8,88,1,3,137,1,"**CONFIDENTIAL**",3,5,1,2,5,2008,3,2,9,2008,700,0,700
"04190400101034","041904088800101034",1,4982.833984375,"04190400101","041904088800101",4,19,4,8,88,1,1,34,1,"**CONFIDENTIAL**",1,1,,3,10,2007,6,1,,,1000,0,1000
"04190400101050","041904088800101050",1,4982.833984375,"04190400101","041904088800101",4,19,4,8,88,1,1,50,1,"**CONFIDENTIAL**",7,1,,3,7,2007,6,2,7,2008,4500,200,4700
"04190400101050","041904088800101050",1,4982.833984375,"04190400101","041904088800101",4,19,4,8,88,1,1,50,2,"**CONFIDENTIAL**",11,2,,3,7,2007,6,2,7,2008,4500,200,4700
"04190400101080","041904088800101080",1,4982.833984375,"04190400101","041904088800101",4,19,4,8,88,1,1,80,1,"**CONFIDENTIAL**",1,1,,4,4,2008,8,2,8,2008,60000,0,60000
"04190400101110","041904088800101110",1,4982.833984375,"04190400101","041904088800101",4,19,4,8,88,1,1,110,1,"**CONFIDENTIAL**",1,2,,5,1,2008,8,2,9,2008,600,0,600
"04190400101110","041904088800101110",1,4982.833984375,"04190400101","041904088800101",4,19,4,8,88,1,1,110,2,"**CONFIDENTIAL**",9,2,,5,3,2008,8,2,10,2008,400,120,520
"04190800704084","041908088800704084",1,1001.00415039063,"04190800704","041908088800704",4,19,8,8,88,7,4,84,1,"**CONFIDENTIAL**",1,1,,5,1,2008,7,1,,,250,0,250
"05010100902002","050101088800902002",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,2,1,"**CONFIDENTIAL**",2,2,1,2,11,2007,8,1,,,400,0,400
"05010100902008","050101088800902008",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,8,1,"**CONFIDENTIAL**",3,1,2,2,4,2008,3,2,7,2008,500,0,500
"05010100902008","050101088800902008",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,8,2,"**CONFIDENTIAL**",2,2,,2,11,2007,8,1,,,1100,0,1100
"05010100902020","050101088800902020",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,20,1,"**CONFIDENTIAL**",1,1,,2,6,2008,8,1,,,80,0,80
"05010100902020","050101088800902020",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,20,2,"**CONFIDENTIAL**",3,1,2,2,11,2007,8,1,,,190,0,190
"05010100902027","050101088800902027",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,27,1,"**CONFIDENTIAL**",2,1,2,2,2,2008,8,1,,,200,0,200
"05010100902055","050101088800902055",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,55,1,"**CONFIDENTIAL**",1,2,,2,8,2007,8,2,8,2008,400,0,400
"05010100902055","050101088800902055",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,55,2,"**CONFIDENTIAL**",3,1,2,2,2,2008,3,1,,,250,0,250
"05010100902061","050101088800902061",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,61,1,"**CONFIDENTIAL**",1,1,,2,2,2008,8,1,,,300,0,300
"05010100902061","050101088800902061",1,307.134521484375,"05010100902","050101088800902",5,1,1,8,88,9,2,61,2,"**CONFIDENTIAL**",3,1,2,2,10,2007,4,1,,,700,0,700
"05010200101004","050102010100101004",2,956.449768066406,"05010200101","050102010100101",5,1,2,1,1,1,1,4,1,"**CONFIDENTIAL**",3,2,,7,5,2008,3,2,6,2008,800,0,800
"05010200101028","050102010100101028",2,956.449768066406,"05010200101","050102010100101",5,1,2,1,1,1,1,28,1,"**CONFIDENTIAL**",1,1,,7,5,2007,8,2,4,2008,2200,0,2200
"05010200101040","050102010100101040",2,956.449768066406,"05010200101","050102010100101",5,1,2,1,1,1,1,40,1,"**CONFIDENTIAL**",1,1,,4,4,2007,8,2,5,2010,7500,0,7500
"05010200101112","050102010100101112",2,956.449768066406,"05010200101","050102010100101",5,1,2,1,1,1,1,112,1,"**CONFIDENTIAL**",3,2,,7,4,2008,3,1,,,750,0,750
"05010200101136","050102010100101136",2,956.449768066406,"05010200101","050102010100101",5,1,2,1,1,1,1,136,1,"**CONFIDENTIAL**",3,2,,7,5,2008,3,1,,,470,0,470
"05010301101002","050103088801101002",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,2,1,"**CONFIDENTIAL**",3,1,,2,2,2008,5,2,4,2009,1300,0,1300
"05010301101002","050103088801101002",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,2,2,"**CONFIDENTIAL**",2,1,2,2,9,2007,3,1,,,450,0,450
"05010301101014","050103088801101014",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,14,1,"**CONFIDENTIAL**",3,1,,2,2,2008,8,2,12,2008,1500,0,1500
"05010301101015","050103088801101015",1,43.821662902832,"05010301101","050103088801101",5,1,3,8,88,11,1,15,1,"**CONFIDENTIAL**",3,1,,2,3,2008,8,2,9,2008,1500,0,1500
"05010301101027","050103088801101027",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,27,1,"**CONFIDENTIAL**",3,1,2,2,3,2008,4,2,7,2008,250,0,250
"05010301101040","050103088801101040",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,40,1,"**CONFIDENTIAL**",2,2,,2,9,2007,5,1,,,460,0,460
"05010301101040","050103088801101040",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,40,2,"**CONFIDENTIAL**",1,2,1,2,2,2008,4,2,12,2008,280,0,280
"05010301101052","050103088801101052",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,52,1,"**CONFIDENTIAL**",3,1,2,2,9,2007,7,1,,,370,0,370
"05010301101052","050103088801101052",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,52,2,"**CONFIDENTIAL**",3,1,2,2,3,2008,8,2,3,2009,650,0,650
"05010301101089","050103088801101089",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,89,1,"**CONFIDENTIAL**",1,2,,2,9,2007,5,1,,,120,0,120
"05010301101089","050103088801101089",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,89,2,"**CONFIDENTIAL**",3,1,,2,3,2008,3,2,11,2008,500,0,500
"05010301101101","050103088801101101",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,101,1,"**CONFIDENTIAL**",3,2,,2,6,2007,6,1,,,800,0,800
"05010301101101","050103088801101101",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,101,2,"**CONFIDENTIAL**",2,1,2,2,10,2007,8,2,8,2008,250,0,250
"05010301101114","050103088801101114",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,114,1,"**CONFIDENTIAL**",3,2,,2,8,2007,4,1,,,380,0,380
"05010301101114","050103088801101114",1,297.9873046875,"05010301101","050103088801101",5,1,3,8,88,11,1,114,2,"**CONFIDENTIAL**",3,4,9,2,1,2008,8,2,10,2008,1660,0,1660
"05010401102057","050104088801102057",1,263.794097900391,"05010401102","050104088801102",5,1,4,8,88,11,2,57,1,"**CONFIDENTIAL**",2,2,,2,1,2008,7,1,,,2800,0,2800
"05010401102057","050104088801102057",1,263.794097900391,"05010401102","050104088801102",5,1,4,8,88,11,2,57,2,"**CONFIDENTIAL**",1,1,,7,3,2008,7,1,,,300,0,300
"05010401102057","050104088801102057",1,263.794097900391,"05010401102","050104088801102",5,1,4,8,88,11,2,57,3,"**CONFIDENTIAL**",2,2,,5,6,2008,7,2,8,2008,1500,0,1500
"05010401102088","050104088801102088",1,263.794097900391,"05010401102","050104088801102",5,1,4,8,88,11,2,88,1,"**CONFIDENTIAL**",3,2,,1,5,2008,6,2,1,2009,1000,0,1000
"05010401102148","050104088801102148",1,263.794097900391,"05010401102","050104088801102",5,1,4,8,88,11,2,148,1,"**CONFIDENTIAL**",1,6,,4,3,2008,2,1,,,600,0,600
"05010401102152","050104088801102152",1,126.733818054199,"05010401102","050104088801102",5,1,4,8,88,11,2,152,1,"**CONFIDENTIAL**",3,1,,2,9,2007,6,2,9,2008,1000,0,1000
"05010401102214","050104088801102214",1,263.794097900391,"05010401102","050104088801102",5,1,4,8,88,11,2,214,1,"**CONFIDENTIAL**",3,1,,7,5,2008,5,2,11,2008,3000,0,3000
"05010401102214","050104088801102214",1,263.794097900391,"05010401102","050104088801102",5,1,4,8,88,11,2,214,2,"**CONFIDENTIAL**",3,1,,2,3,2008,4,2,8,2008,500,0,500
"05010401102226","050104088801102226",1,126.733818054199,"05010401102","050104088801102",5,1,4,8,88,11,2,226,1,"**CONFIDENTIAL**",1,3,,6,1,2008,7,2,11,2008,5000,0,5000
"05010401102243","050104088801102243",1,263.794097900391,"05010401102","050104088801102",5,1,4,8,88,11,2,243,1,"**CONFIDENTIAL**",3,1,,2,5,2008,4,2,7,2008,300,0,300
"05010401701147","050104088801701147",1,357.167083740234,"05010401701","050104088801701",5,1,4,8,88,17,1,147,1,"**CONFIDENTIAL**",2,1,,2,2,2008,8,2,7,2008,200,0,200
"05010401701169","050104088801701169",1,357.167083740234,"05010401701","050104088801701",5,1,4,8,88,17,1,169,1,"**CONFIDENTIAL**",3,1,,2,3,2008,8,2,9,2008,300,0,300
"05020200102032","050202088800102032",2,1104.07568359375,"05020200102","050202088800102",5,2,2,8,88,1,2,32,1,"**CONFIDENTIAL**",1,2,,4,5,2008,2,2,7,2008,1500,0,1500
"05020200102089","050202088800102089",2,1104.07568359375,"05020200102","050202088800102",5,2,2,8,88,1,2,89,1,"**CONFIDENTIAL**",1,1,,4,1,2008,3,2,10,2008,5000,100,5100
"05020200102127","050202088800102127",2,1104.07568359375,"05020200102","050202088800102",5,2,2,8,88,1,2,127,1,"**CONFIDENTIAL**",1,1,,4,3,2008,3,2,7,2008,5000,0,5000
"05020200102165","050202088800102165",2,1104.07568359375,"05020200102","050202088800102",5,2,2,8,88,1,2,165,1,"**CONFIDENTIAL**",3,1,,3,3,2008,7,1,,,2000,0,2000
"05020201001002","050202088801001002",1,1808.38513183594,"05020201001","050202088801001",5,2,2,8,88,10,1,2,1,"**CONFIDENTIAL**",1,1,,7,4,2008,7,1,,,1000,0,1000
"05020408901013","050204088808901013",1,3159.33374023438,"05020408901","050204088808901",5,2,4,8,88,89,1,13,1,"**CONFIDENTIAL**",3,2,3,2,4,,5,2,,,1000,0,1000
"05020408901019","050204088808901019",1,3159.33374023438,"05020408901","050204088808901",5,2,4,8,88,89,1,19,1,"**CONFIDENTIAL**",1,1,,7,4,2008,7,2,8,2008,11000,0,11000
"05020408901031","050204088808901031",1,3159.33374023438,"05020408901","050204088808901",5,2,4,8,88,89,1,31,1,"**CONFIDENTIAL**",2,1,2,2,3,2008,6,2,9,2008,280,0,280
"05020408901055","050204088808901055",1,3159.33374023438,"05020408901","050204088808901",5,2,4,8,88,89,1,55,1,"**CONFIDENTIAL**",3,1,2,2,3,2008,8,2,9,2008,400,0,400
"05020600202076","050206010100202076",3,2427.87622070313,"05020600202","050206010100202",5,2,6,1,1,2,2,76,1,"**CONFIDENTIAL**",1,1,,6,4,2008,8,2,10,2008,1500,0,1500
"05020602801102","050206088802801102",1,2489.52587890625,"05020602801","050206088802801",5,2,6,8,88,28,1,102,1,"**CONFIDENTIAL**",1,1,,2,2,2007,7,2,12,2008,2000,0,2000
"05020709201021","050207088809201021",1,907.113525390625,"05020709201","050207088809201",5,2,7,8,88,92,1,21,1,"**CONFIDENTIAL**",1,1,,7,12,2007,7,2,8,2008,1000,0,1000
"05020709201052","050207088809201052",1,907.113525390625,"05020709201","050207088809201",5,2,7,8,88,92,1,52,1,"**CONFIDENTIAL**",1,1,,6,1,2007,7,1,,,500,0,500
"05020709201059","050207088809201059",1,907.113525390625,"05020709201","050207088809201",5,2,7,8,88,92,1,59,1,"**CONFIDENTIAL**",1,1,,,11,2007,3,1,,,5000,0,5000
"05020709201065","050207088809201065",1,907.113525390625,"05020709201","050207088809201",5,2,7,8,88,92,1,65,1,"**CONFIDENTIAL**",1,1,,7,1,2007,8,2,10,2008,1800,0,1800
