"household_id","household_id2","rural","pw_w3","ea_id","ea_id2","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s14q00","hh_s14q02_a","hh_s14q02_b","hh_s14q03_a","hh_s14q03_b","hh_s14q04","hh_s14q05_a","hh_s14q05_b","hh_s14q05b","hh_s14q06","hh_s14q07_a","hh_s14q07_b","hh_s14q08_a","hh_s14q08_b","hh_s14q08_c"
"03030701002040","030307088801002040",1,3184.83251953125,"03030701002","030307088801002",3,3,7,8,88,10,2,40,1,"**CONFIDENTIAL**",7,1,3,5,4,2008,6,2,4,2009,8000,1300,9300
"03030701002081","030307088801002081",1,6107.38427734375,"03030701002","030307088801002",3,3,7,8,88,10,2,81,1,"**CONFIDENTIAL**",7,1,,7,4,2008,3,2,4,2009,7000,1200,8200
"03030701002100","030307088801002100",1,6107.38427734375,"03030701002","030307088801002",3,3,7,8,88,10,2,100,1,"**CONFIDENTIAL**",7,1,2,4,8,2007,6,2,8,2008,6000,980,6980
"03030701002156","030307088801002156",1,6107.38427734375,"03030701002","030307088801002",3,3,7,8,88,10,2,156,1,"**CONFIDENTIAL**",7,1,2,7,4,2008,6,2,4,2009,6000,980,6980
"03030701002174","030307088801002174",1,6107.38427734375,"03030701002","030307088801002",3,3,7,8,88,10,2,174,1,"**CONFIDENTIAL**",7,1,2,3,4,2008,6,2,4,2009,5000,980,5980
"03030801617018","030308088801617018",1,5348.39794921875,"03030801617","030308088801617",3,3,8,8,88,16,17,18,1,"**CONFIDENTIAL**",8,2,,6,9,2007,6,2,9,2008,6000,1080,7080
"03030801617047","030308088801617047",1,5348.39794921875,"03030801617","030308088801617",3,3,8,8,88,16,17,47,1,"**CONFIDENTIAL**",1,1,6,2,1,2008,7,1,,,1000,60,1060
"03030801617076","030308088801617076",1,5348.39794921875,"03030801617","030308088801617",3,3,8,8,88,16,17,76,1,"**CONFIDENTIAL**",8,1,2,6,5,2007,6,1,,,5000,1000,6000
"03030900308086","030309010100308086",3,3080.03662109375,"03030900308","030309010100308",3,3,9,1,1,3,8,86,1,"**CONFIDENTIAL**",7,1,,2,11,2007,3,2,11,2008,8000,760,8760
"03031001701157","030310088801701157",1,5395.47314453125,"03031001701","030310088801701",3,3,10,8,88,17,1,157,1,"**CONFIDENTIAL**",7,2,,4,9,2007,6,2,9,2008,2000,200,2200
"03031001701157","030310088801701157",1,5395.47314453125,"03031001701","030310088801701",3,3,10,8,88,17,1,157,3,"**CONFIDENTIAL**",7,2,,4,9,2007,6,2,9,2008,2000,200,2200
"03040301401004","030403088801401004",1,10250.4267578125,"03040301401","030403088801401",3,4,3,8,88,14,1,4,1,"**CONFIDENTIAL**",1,1,,2,5,2008,7,1,,,500,0,500
"03040301401014","030403088801401014",1,10250.4267578125,"03040301401","030403088801401",3,4,3,8,88,14,1,14,1,"**CONFIDENTIAL**",3,1,4,2,1,2008,7,1,,,1000,0,1000
"03040301401110","030403088801401110",1,10250.4267578125,"03040301401","030403088801401",3,4,3,8,88,14,1,110,1,"**CONFIDENTIAL**",1,1,2,2,1,2008,8,1,,,850,0,850
"03040301401125","030403088801401125",1,10250.4267578125,"03040301401","030403088801401",3,4,3,8,88,14,1,125,1,"**CONFIDENTIAL**",1,1,,2,11,2007,3,1,,,250,0,250
"03040301401140","030403088801401140",1,10250.4267578125,"03040301401","030403088801401",3,4,3,8,88,14,1,140,1,"**CONFIDENTIAL**",1,1,,2,10,2007,7,1,,,450,0,450
"03040600801016","030406088800801016",1,10324.451171875,"03040600801","030406088800801",3,4,6,8,88,8,1,16,1,"**CONFIDENTIAL**",10,1,,2,5,2007,6,1,,,5000,500,5500
"03040901203077","030409088801203077",1,9251.3330078125,"03040901203","030409088801203",3,4,9,8,88,12,3,77,1,"**CONFIDENTIAL**",10,1,,7,11,2007,3,1,,,2500,0,2500
"03040901203150","030409088801203150",1,9385.41015625,"03040901203","030409088801203",3,4,9,8,88,12,3,150,1,"**CONFIDENTIAL**",1,2,,4,5,2008,8,2,5,2009,1000,0,1000
"03041200105028","030412010100105028",2,3101.9599609375,"03041200105","030412010100105",3,4,12,1,1,1,5,28,1,"**CONFIDENTIAL**",1,1,2,1,10,2007,5,2,10,2009,2000,0,2000
"03041200105042","030412010100105042",2,3101.9599609375,"03041200105","030412010100105",3,4,12,1,1,1,5,42,1,"**CONFIDENTIAL**",7,1,,5,4,2008,3,2,5,2010,12000,6840,18840
"03041600204062","030416088800204062",1,8303.3232421875,"03041600204","030416088800204",3,4,16,8,88,2,4,62,1,"**CONFIDENTIAL**",1,1,,2,11,2007,8,1,,,1300,0,1300
"03041800309021","030418010100309021",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,21,1,"**CONFIDENTIAL**",1,2,,7,4,2008,8,1,,,1200,0,1200
"03041800309069","030418010100309069",3,793.343933105469,"03041800309","030418010100309",3,4,18,1,1,3,9,69,2,"**CONFIDENTIAL**",9,2,,4,6,2008,3,2,6,2010,8000,0,8000
"03041800807009","030418010100807009",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,9,1,"**CONFIDENTIAL**",1,1,,2,11,2007,2,1,,,1000,0,1000
"03041800807042","030418010100807042",3,1804.19555664063,"03041800807","030418010100807",3,4,18,1,1,8,7,42,2,"**CONFIDENTIAL**",9,1,2,4,1,2007,3,2,10,2008,100000,15000,115000
"03050101504069","030501088801504069",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,69,1,"**CONFIDENTIAL**",7,1,2,2,7,2007,3,2,7,2008,5000,800,5800
"03050101504090","030501088801504090",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,90,1,"**CONFIDENTIAL**",7,1,2,2,9,2007,4,2,9,2008,2000,365,2365
"03050101504159","030501088801504159",1,1210.51257324219,"03050101504","030501088801504",3,5,1,8,88,15,4,159,1,"**CONFIDENTIAL**",7,1,,2,9,2007,3,2,9,2008,3000,590,3590
"03050101504196","030501088801504196",1,6536.767578125,"03050101504","030501088801504",3,5,1,8,88,15,4,196,1,"**CONFIDENTIAL**",7,1,2,2,9,2007,4,2,9,2008,2000,365,2365
"03050900104171","030509020100104171",2,1589.3095703125,"03050900104","030509020100104",3,5,9,2,1,1,4,171,1,"**CONFIDENTIAL**",1,2,,5,4,2008,8,2,7,2008,5000,0,5000
"03051100307126","030511088800307126",1,5294.03662109375,"03051100307","030511088800307",3,5,11,8,88,3,7,126,1,"**CONFIDENTIAL**",1,1,,3,4,2008,3,1,,,300,0,300
"03051300702017","030513088800702017",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,17,1,"**CONFIDENTIAL**",2,6,,2,4,2008,7,2,8,2008,2250,0,2250
"03051300702024","030513088800702024",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,24,1,"**CONFIDENTIAL**",3,3,,1,5,2008,8,2,6,2008,2000,200,2200
"03051300702150","030513088800702150",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,150,1,"**CONFIDENTIAL**",7,1,2,3,3,2007,3,2,4,2009,8000,860,8860
"03051300702192","030513088800702192",1,4330.04931640625,"03051300702","030513088800702",3,5,13,8,88,7,2,192,1,"**CONFIDENTIAL**",1,1,,2,2,2008,7,1,,,250,0,250
"03051500703056","030515088800703056",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,56,1,"**CONFIDENTIAL**",7,1,,4,4,2008,6,2,4,2009,10000,1800,11800
"03051500703100","030515088800703100",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,100,1,"**CONFIDENTIAL**",7,2,,6,4,2008,6,2,4,2009,8000,1470,9470
"03051500703136","030515088800703136",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,136,1,"**CONFIDENTIAL**",10,1,,2,11,2007,5,2,8,2008,1300,107,1407
"03051500703154","030515088800703154",1,6841.4658203125,"03051500703","030515088800703",3,5,15,8,88,7,3,154,1,"**CONFIDENTIAL**",10,1,,3,10,2007,5,1,,,1365,35,1400
"03052100808003","030521088800808003",1,6962.7998046875,"03052100808","030521088800808",3,5,21,8,88,8,8,3,1,"**CONFIDENTIAL**",1,1,,3,11,2007,7,1,,,250,0,250
"03052100808035","030521088800808035",1,6962.7998046875,"03052100808","030521088800808",3,5,21,8,88,8,8,35,1,"**CONFIDENTIAL**",2,1,,3,1,2008,7,1,,,150,0,150
"03052100808035","030521088800808035",1,6962.7998046875,"03052100808","030521088800808",3,5,21,8,88,8,8,35,2,"**CONFIDENTIAL**",1,1,,3,1,2008,7,1,,,150,0,150
"03052100808053","030521088800808053",1,6962.7998046875,"03052100808","030521088800808",3,5,21,8,88,8,8,53,1,"**CONFIDENTIAL**",1,1,,7,5,2008,7,2,6,2008,200,0,200
"03052100808085","030521088800808085",1,6962.7998046875,"03052100808","030521088800808",3,5,21,8,88,8,8,85,1,"**CONFIDENTIAL**",1,1,,7,1,2008,2,1,,,300,0,300
"03060202603017","030602088802603017",1,9933.0048828125,"03060202603","030602088802603",3,6,2,8,88,26,3,17,1,"**CONFIDENTIAL**",1,1,2,7,3,2008,8,2,6,2008,200,0,200
"03060202603048","030602088802603048",1,9933.0048828125,"03060202603","030602088802603",3,6,2,8,88,26,3,48,1,"**CONFIDENTIAL**",1,1,,4,2,2008,6,1,,,4000,2000,6000
"03060202603123","030602088802603123",1,9933.0048828125,"03060202603","030602088802603",3,6,2,8,88,26,3,123,1,"**CONFIDENTIAL**",1,1,2,1,3,2008,8,2,6,2008,1000,0,1000
"03060400202189","030604010100202189",3,15901.16015625,"03060400202","030604010100202",3,6,4,1,1,2,2,189,1,"**CONFIDENTIAL**",1,1,,7,3,2008,8,1,,,300,0,300
"03060400202211","030604010100202211",3,15901.16015625,"03060400202","030604010100202",3,6,4,1,1,2,2,211,1,"**CONFIDENTIAL**",1,2,,7,6,2008,8,1,,,1000,0,1000
"03060400202255","030604010100202255",3,15901.16015625,"03060400202","030604010100202",3,6,4,1,1,2,2,255,1,"**CONFIDENTIAL**",10,1,,5,2,2007,8,2,10,2008,400,300,700
"03060402001055","030604088802001055",1,7353.31396484375,"03060402001","030604088802001",3,6,4,8,88,20,1,55,1,"**CONFIDENTIAL**",7,1,2,7,6,2007,7,2,8,2008,6000,1060,7060
"03060402001109","030604088802001109",1,7353.31396484375,"03060402001","030604088802001",3,6,4,8,88,20,1,109,1,"**CONFIDENTIAL**",7,1,2,5,6,2007,6,2,6,2008,4000,800,4800
"03060402001127","030604088802001127",1,7353.31396484375,"03060402001","030604088802001",3,6,4,8,88,20,1,127,1,"**CONFIDENTIAL**",7,1,2,7,6,2007,7,2,7,2008,7000,1200,8200
"03060402001145","030604088802001145",1,7353.31396484375,"03060402001","030604088802001",3,6,4,8,88,20,1,145,1,,9,1,2,2,1,2008,7,2,6,2008,2200,800,3000
"03060402001163","030604088802001163",1,7353.31396484375,"03060402001","030604088802001",3,6,4,8,88,20,1,163,1,,9,1,2,2,8,2007,6,1,,,1200,300,1500
"03060602103041","030606088802103041",1,8527.62890625,"03060602103","030606088802103",3,6,6,8,88,21,3,41,1,"**CONFIDENTIAL**",6,1,,2,10,2007,7,1,,,800,70,870
"03060602103077","030606088802103077",1,8527.62890625,"03060602103","030606088802103",3,6,6,8,88,21,3,77,1,"**CONFIDENTIAL**",6,2,,2,10,2007,7,1,,,300,35,335
"03060602103097","030606088802103097",1,8527.62890625,"03060602103","030606088802103",3,6,6,8,88,21,3,97,1,"**CONFIDENTIAL**",6,1,,2,1,2008,7,1,,,800,90,890
"03060602103117","030606088802103117",1,8527.62890625,"03060602103","030606088802103",3,6,6,8,88,21,3,117,1,"**CONFIDENTIAL**",6,1,,2,11,2007,7,1,,,700,100,800
"03060602103135","030606088802103135",1,8527.62890625,"03060602103","030606088802103",3,6,6,8,88,21,3,135,1,"**CONFIDENTIAL**",6,2,,3,10,2007,7,1,,,800,20,820
"03060602103154","030606088802103154",1,8527.62890625,"03060602103","030606088802103",3,6,6,8,88,21,3,154,1,"**CONFIDENTIAL**",6,1,,2,10,2007,6,1,,,300,15,315
"03060602103172","030606088802103172",1,8527.62890625,"03060602103","030606088802103",3,6,6,8,88,21,3,172,1,"**CONFIDENTIAL**",6,1,,2,10,2008,6,1,,,600,100,700
"03060602103172","030606088802103172",1,8527.62890625,"03060602103","030606088802103",3,6,6,8,88,21,3,172,2,"**CONFIDENTIAL**",10,1,2,2,8,2008,6,2,9,2008,3000,700,3700
"03060901807019","030609088801807019",1,10335.60546875,"03060901807","030609088801807",3,6,9,8,88,18,7,19,1,"**CONFIDENTIAL**",10,1,,2,1,2008,7,1,,,500,100,600
"03060901807081","030609088801807081",1,10335.60546875,"03060901807","030609088801807",3,6,9,8,88,18,7,81,1,"**CONFIDENTIAL**",7,1,2,4,2,2008,6,2,2,2009,300,0,300
"03060901807143","030609088801807143",1,10335.60546875,"03060901807","030609088801807",3,6,9,8,88,18,7,143,1,"**CONFIDENTIAL**",7,1,2,2,11,2007,5,1,,,730,73,803
"03061102207013","030611088802207013",1,11540.9443359375,"03061102207","030611088802207",3,6,11,8,88,22,7,13,1,"**CONFIDENTIAL**",1,1,2,2,10,2007,6,1,,,1000,500,1500
"03061102207048","030611088802207048",1,11540.9443359375,"03061102207","030611088802207",3,6,11,8,88,22,7,48,1,"**CONFIDENTIAL**",1,1,,2,10,2007,5,1,,,400,100,500
"03061102207093","030611088802207093",1,11540.9443359375,"03061102207","030611088802207",3,6,11,8,88,22,7,93,1,"**CONFIDENTIAL**",7,1,2,2,6,2007,6,1,,,4500,750,5250
"03061102207123","030611088802207123",1,674.909057617188,"03061102207","030611088802207",3,6,11,8,88,22,7,123,1,"**CONFIDENTIAL**",1,2,,2,11,2007,8,1,,,200,60,260
"03061400105084","030614010100105084",2,3548.22094726563,"03061400105","030614010100105",3,6,14,1,1,1,5,84,1,"**CONFIDENTIAL**",1,1,,1,5,2007,3,2,12,2009,6000,1200,7200
"03061400105108","030614010100105108",2,3548.22094726563,"03061400105","030614010100105",3,6,14,1,1,1,5,108,1,"**CONFIDENTIAL**",7,1,2,1,7,2007,3,2,7,2010,34000,6000,40000
"03061601207091","030616088801207091",1,8455.56640625,"03061601207","030616088801207",3,6,16,8,88,12,7,91,1,"**CONFIDENTIAL**",6,1,,4,4,2008,8,2,6,2008,3000,240,3240
"03070101406022","030701088801406022",1,7945.5009765625,"03070101406","030701088801406",3,7,1,8,88,14,6,22,1,"**CONFIDENTIAL**",7,1,,2,8,2007,7,2,8,2008,3000,700,3700
"03070101406040","030701088801406040",1,7945.5009765625,"03070101406","030701088801406",3,7,1,8,88,14,6,40,1,"**CONFIDENTIAL**",7,1,2,3,7,2008,7,2,7,2008,5000,1000,6000
"03070101406058","030701088801406058",1,7945.5009765625,"03070101406","030701088801406",3,7,1,8,88,14,6,58,1,"**CONFIDENTIAL**",7,2,1,2,9,2007,7,2,9,2008,3000,1000,4000
"03070101406142","030701088801406142",1,452.852386474609,"03070101406","030701088801406",3,7,1,8,88,14,6,142,1,"**CONFIDENTIAL**",6,1,,5,1,2008,5,2,7,2008,500,100,600
"03070101406142","030701088801406142",1,452.852386474609,"03070101406","030701088801406",3,7,1,8,88,14,6,142,2,"**CONFIDENTIAL**",1,1,,7,4,2008,8,2,7,2008,200,30,230
"03070101406149","030701088801406149",1,7945.5009765625,"03070101406","030701088801406",3,7,1,8,88,14,6,149,1,"**CONFIDENTIAL**",7,1,2,4,5,2008,7,2,5,2009,5400,600,6000
"03070101406167","030701088801406167",1,7945.5009765625,"03070101406","030701088801406",3,7,1,8,88,14,6,167,1,"**CONFIDENTIAL**",1,2,,7,4,2008,8,2,7,2008,200,0,200
"03070300105020","030703088800105020",1,8399.9189453125,"03070300105","030703088800105",3,7,3,8,88,1,5,20,1,"**CONFIDENTIAL**",7,1,2,7,7,2007,6,2,7,2008,8000,1040,9040
"03070300105059","030703088800105059",1,8399.9189453125,"03070300105","030703088800105",3,7,3,8,88,1,5,59,1,"**CONFIDENTIAL**",7,1,2,2,7,2007,6,2,7,2008,7000,910,7910
"03070300105095","030703088800105095",1,8399.9189453125,"03070300105","030703088800105",3,7,3,8,88,1,5,95,1,"**CONFIDENTIAL**",7,1,2,3,8,2007,6,2,8,2008,100000,13000,113000
"03070300105131","030703088800105131",1,8399.9189453125,"03070300105","030703088800105",3,7,3,8,88,1,5,131,1,"**CONFIDENTIAL**",7,1,2,2,7,2007,6,2,7,2008,6000,780,6780
"03070300105149","030703088800105149",1,8399.9189453125,"03070300105","030703088800105",3,7,3,8,88,1,5,149,1,"**CONFIDENTIAL**",6,1,,2,11,2007,7,1,,,200,65,265
"03070401302087","030704088801302087",1,5776.54296875,"03070401302","030704088801302",3,7,4,8,88,13,2,87,1,"**CONFIDENTIAL**",6,1,,5,11,2007,7,2,12,2008,39000,7020,46020
"03070401302129","030704088801302129",1,5776.54296875,"03070401302","030704088801302",3,7,4,8,88,13,2,129,1,"**CONFIDENTIAL**",1,1,,5,4,2008,8,2,8,2009,2500,0,2500
"03070500105002","030705010100105002",2,1871.35595703125,"03070500105","030705010100105",3,7,5,1,1,1,5,2,1,"**CONFIDENTIAL**",1,1,,7,3,2008,3,2,6,2008,200,30,230
"03070500105041","030705010100105041",2,1871.35595703125,"03070500105","030705010100105",3,7,5,1,1,1,5,41,1,"**CONFIDENTIAL**",10,1,2,6,2,2008,3,2,2,2009,15000,1632,16632
"03070500105054","030705010100105054",2,1871.35595703125,"03070500105","030705010100105",3,7,5,1,1,1,5,54,1,"**CONFIDENTIAL**",1,1,2,6,5,2008,7,2,10,2009,6000,0,6000
"03070500105145","030705010100105145",2,1871.35595703125,"03070500105","030705010100105",3,7,5,1,1,1,5,145,1,"**CONFIDENTIAL**",7,1,5,4,4,2008,3,2,4,2009,28000,3100,31100
"03070502405003","030705088802405003",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,3,1,"**CONFIDENTIAL**",4,1,,7,8,2007,7,1,,,700,490,1190
"03070502405017","030705088802405017",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,17,1,"**CONFIDENTIAL**",1,1,,7,5,2008,7,1,,,250,0,250
"03070502405024","030705088802405024",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,24,1,"**CONFIDENTIAL**",2,1,2,7,11,2007,7,1,,,500,200,700
"03070502405045","030705088802405045",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,45,1,"**CONFIDENTIAL**",2,1,5,2,9,2007,7,1,,,300,300,600
"03070502405087","030705088802405087",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,87,1,"**CONFIDENTIAL**",1,1,,7,8,2007,7,1,,,550,0,550
"03070502405129","030705088802405129",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,129,1,"**CONFIDENTIAL**",1,1,,2,9,2007,7,1,,,280,0,280
"03070502405150","030705088802405150",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,150,1,"**CONFIDENTIAL**",1,1,,2,8,2007,7,1,,,200,0,200
"03070502405171","030705088802405171",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,171,1,"**CONFIDENTIAL**",1,1,2,2,10,2007,7,1,,,1000,0,1000
"03070502405192","030705088802405192",1,5481.625,"03070502405","030705088802405",3,7,5,8,88,24,5,192,1,"**CONFIDENTIAL**",1,1,2,7,4,2008,7,1,,,3000,0,3000
"03070800211048","030708020100211048",3,6989.626953125,"03070800211","030708020100211",3,7,8,2,1,2,11,48,1,,3,1,2,5,1,2008,2,1,,,1000,0,1000
"03070800211073","030708020100211073",3,6989.626953125,"03070800211","030708020100211",3,7,8,2,1,2,11,73,1,"**CONFIDENTIAL**",4,1,,5,4,2008,7,1,,,200,20,220
"03070800211098","030708020100211098",3,6989.626953125,"03070800211","030708020100211",3,7,8,2,1,2,11,98,1,"**CONFIDENTIAL**",7,1,,1,4,2008,3,2,3,2009,3500,650,4150
"03070800211123","030708020100211123",3,6989.626953125,"03070800211","030708020100211",3,7,8,2,1,2,11,123,1,"**CONFIDENTIAL**",7,4,5,7,2,2008,6,2,1,2009,12000,1800,13800
"03070800211198","030708020100211198",3,6989.626953125,"03070800211","030708020100211",3,7,8,2,1,2,11,198,1,"**CONFIDENTIAL**",7,4,,1,2,2008,3,2,1,2010,16000,2000,18000
"03070800211223","030708020100211223",3,6989.626953125,"03070800211","030708020100211",3,7,8,2,1,2,11,223,1,"**CONFIDENTIAL**",7,2,,4,8,2007,3,2,7,2008,10000,1800,11800
"03070801402002","030708088801402002",1,5700.29150390625,"03070801402","030708088801402",3,7,8,8,88,14,2,2,1,"**CONFIDENTIAL**",7,1,3,2,8,2007,7,2,8,2008,3000,540,3540
"03070801402023","030708088801402023",1,5700.29150390625,"03070801402","030708088801402",3,7,8,8,88,14,2,23,1,"**CONFIDENTIAL**",7,2,,2,7,2007,7,2,7,2008,3000,540,3540
"03070801402037","030708088801402037",1,5700.29150390625,"03070801402","030708088801402",3,7,8,8,88,14,2,37,1,"**CONFIDENTIAL**",7,1,,2,9,2007,6,2,9,2008,4000,720,4720
"03070801402065","030708088801402065",1,5700.29150390625,"03070801402","030708088801402",3,7,8,8,88,14,2,65,1,"**CONFIDENTIAL**",7,2,1,2,4,2007,7,1,,,500,930,1430
"03070801402086","030708088801402086",1,5700.29150390625,"03070801402","030708088801402",3,7,8,8,88,14,2,86,1,"**CONFIDENTIAL**",7,1,4,2,2,2008,7,2,2,2009,8000,1440,9440
"03070801402191","030708088801402191",1,5700.29150390625,"03070801402","030708088801402",3,7,8,8,88,14,2,191,1,"**CONFIDENTIAL**",7,1,2,2,9,2007,7,2,9,2008,5000,900,5900
"03071001703020","030710088801703020",1,12702.48828125,"03071001703","030710088801703",3,7,10,8,88,17,3,20,1,"**CONFIDENTIAL**",7,1,2,3,7,2008,6,2,7,2008,6000,1000,7000
"03071001703056","030710088801703056",1,12702.48828125,"03071001703","030710088801703",3,7,10,8,88,17,3,56,1,"**CONFIDENTIAL**",7,1,2,3,3,2008,6,2,3,2009,4000,720,4720
"03071001703093","030710088801703093",1,12702.48828125,"03071001703","030710088801703",3,7,10,8,88,17,3,93,1,"**CONFIDENTIAL**",7,1,2,3,8,2007,6,2,8,2008,3000,500,3500
"03071001703111","030710088801703111",1,12702.48828125,"03071001703","030710088801703",3,7,10,8,88,17,3,111,1,"**CONFIDENTIAL**",7,1,2,7,4,2008,8,2,4,2010,3800,200,4000
"03071001703148","030710088801703148",1,12702.48828125,"03071001703","030710088801703",3,7,10,8,88,17,3,148,1,"**CONFIDENTIAL**",7,1,2,3,8,2007,6,2,8,2008,6000,1000,7000
"03071001703166","030710088801703166",1,12702.48828125,"03071001703","030710088801703",3,7,10,8,88,17,3,166,1,"**CONFIDENTIAL**",7,1,2,3,7,2007,6,2,7,2008,5000,900,5900
"03071301304022","030713088801304022",1,7887.3623046875,"03071301304","030713088801304",3,7,13,8,88,13,4,22,1,"**CONFIDENTIAL**",7,1,2,3,8,2007,6,2,8,2008,3000,580,3580
"03071301304040","030713088801304040",1,7887.3623046875,"03071301304","030713088801304",3,7,13,8,88,13,4,40,1,"**CONFIDENTIAL**",7,1,,2,3,2008,6,2,3,2009,5000,1000,6000
"03071301304150","030713088801304150",1,7887.3623046875,"03071301304","030713088801304",3,7,13,8,88,13,4,150,1,"**CONFIDENTIAL**",1,7,,4,5,2008,8,2,6,2008,1500,0,1500
"03071301304168","030713088801304168",1,7887.3623046875,"03071301304","030713088801304",3,7,13,8,88,13,4,168,1,"**CONFIDENTIAL**",7,1,2,2,7,2007,6,2,7,2008,3000,540,3540
"03071301304186","030713088801304186",1,7887.3623046875,"03071301304","030713088801304",3,7,13,8,88,13,4,186,1,"**CONFIDENTIAL**",7,1,2,3,8,2007,6,2,8,2008,7000,900,7900
"03080201503021","030802088801503021",1,3540.16821289063,"03080201503","030802088801503",3,8,2,8,88,15,3,21,1,"**CONFIDENTIAL**",4,1,,2,5,2008,8,2,5,2009,200,100,300
"03080201503059","030802088801503059",1,3540.16821289063,"03080201503","030802088801503",3,8,2,8,88,15,3,59,1,"**CONFIDENTIAL**",7,1,2,2,5,2008,7,1,,,6000,1080,7080
"03080201503080","030802088801503080",1,3540.16821289063,"03080201503","030802088801503",3,8,2,8,88,15,3,80,1,"**CONFIDENTIAL**",7,1,2,2,5,2008,7,2,5,2009,10000,1695,11695
"03080201503140","030802088801503140",1,3540.16821289063,"03080201503","030802088801503",3,8,2,8,88,15,3,140,1,"**CONFIDENTIAL**",7,1,2,2,10,2007,7,2,7,2008,1000,500,1500
"03080201503176","030802088801503176",1,3540.16821289063,"03080201503","030802088801503",3,8,2,8,88,15,3,176,1,"**CONFIDENTIAL**",1,1,2,7,5,2008,8,1,,,200,0,200
"03080300107040","030803010100107040",2,4093.037109375,"03080300107","030803010100107",3,8,3,1,1,1,7,40,2,"**CONFIDENTIAL**",7,1,,4,5,2007,3,2,5,2010,29000,10000,39000
"03080300107124","030803010100107124",2,4093.037109375,"03080300107","030803010100107",3,8,3,1,1,1,7,124,1,"**CONFIDENTIAL**",7,1,,6,6,2007,3,1,,,6000,780,6780
"03080300107145","030803010100107145",2,4093.037109375,"03080300107","030803010100107",3,8,3,1,1,1,7,145,1,"**CONFIDENTIAL**",7,1,,6,1,2007,3,1,,,15000,1950,16950
"03080300107166","030803010100107166",2,4093.037109375,"03080300107","030803010100107",3,8,3,1,1,1,7,166,1,"**CONFIDENTIAL**",7,1,,6,2,2008,3,2,2,2009,10000,1160,11160
"03080300107208","030803010100107208",2,4093.037109375,"03080300107","030803010100107",3,8,3,1,1,1,7,208,1,"**CONFIDENTIAL**",7,1,,6,3,2008,3,2,3,2009,20000,1972,21972
"03080300603003","030803088800603003",1,3176.8017578125,"03080300603","030803088800603",3,8,3,8,88,6,3,3,1,"**CONFIDENTIAL**",7,1,2,2,9,2007,7,2,8,2008,6000,1000,7000
"03080300603030","030803088800603030",1,3176.8017578125,"03080300603","030803088800603",3,8,3,8,88,6,3,30,1,"**CONFIDENTIAL**",7,2,,3,8,2007,7,2,8,2008,4000,720,4720
"03080300603143","030803088800603143",1,3176.8017578125,"03080300603","030803088800603",3,8,3,8,88,6,3,143,1,"**CONFIDENTIAL**",7,1,,4,7,2007,6,2,7,2008,5000,900,5900
"03080300603199","030803088800603199",1,3176.8017578125,"03080300603","030803088800603",3,8,3,8,88,6,3,199,1,"**CONFIDENTIAL**",1,1,,2,10,2007,6,1,,,455,195,650
"03080300603228","030803088800603228",1,761.963500976563,"03080300603","030803088800603",3,8,3,8,88,6,3,228,1,"**CONFIDENTIAL**",7,1,,7,11,2007,3,1,,,104,0,104
"03080300603231","030803088800603231",1,3176.8017578125,"03080300603","030803088800603",3,8,3,8,88,6,3,231,1,,7,1,2,2,7,2007,7,2,7,2008,4000,720,4720
"03080400503003","030804088800503003",1,2742.36865234375,"03080400503","030804088800503",3,8,4,8,88,5,3,3,1,"**CONFIDENTIAL**",1,1,,2,12,2007,5,2,11,2008,340,0,340
"03080400503048","030804088800503048",1,2742.36865234375,"03080400503","030804088800503",3,8,4,8,88,5,3,48,1,"**CONFIDENTIAL**",7,1,,2,8,2007,8,2,7,2008,5000,1000,6000
"03080400503064","030804088800503064",1,2742.36865234375,"03080400503","030804088800503",3,8,4,8,88,5,3,64,1,"**CONFIDENTIAL**",7,2,,2,7,2007,8,2,7,2008,4000,400,4400
"03080400503140","030804088800503140",1,2742.36865234375,"03080400503","030804088800503",3,8,4,8,88,5,3,140,1,"**CONFIDENTIAL**",7,2,,3,8,2007,4,2,8,2008,3000,650,3650
"03090101202031","030901088801202031",1,4374.0234375,"03090101202","030901088801202",3,9,1,8,88,12,2,31,1,"**CONFIDENTIAL**",7,1,2,5,8,2007,6,2,8,2008,9500,1500,11000
