"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs6q01","cs6q02_a","cs6q02_b","cs6q02_c","cs6q03_a","cs6q03_b","cs6q03_c","cs6q04_a","cs6q04_b","cs6q04_c","cs6q05","cs6q06","cs6q07","cs6q07_b","cs6q07_c","cs6q08","cs6q09","cs6q10","cs6q11","cs6q12","cs6q13","cs6q14","cs6q15","cs6q16_a","cs6q16_b","cs6q16_c","cs6q16_d","cs6q17_a","cs6q17_b","cs6q17_c","cs6q17_d","cs6q18_a","cs6q18_b","cs6q18_c","cs6q18_d","cs6q18_e","cs6q18_f","cs6q18_g","cs6q18_h"
"030710088801703","03071001703",3,7,10,8,88,17,3,1,,,,9,10,9,3,3,3,2,2,3,,,1,,1,540,3,2,3,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,
"030713088801304","03071301304",3,7,13,8,88,13,4,1,2,3,7,9,10,,3,4,5,1,1,3,,,1,,1,602,3,1,3,1,1,1,3,1,3,1,1,1,2,2,4,4,4,4,4,5
"030802088801503","03080201503",3,8,2,8,88,15,3,1,6,1,7,8,10,11,3,1,3,3,3,1,,,1,,1,109,3,4,2,1,1,1,2,3,4,4,4,2,1,2,4,4,1,1,5,4
"030803010100107","03080300107",3,8,3,1,1,1,7,1,7,8,1,11,10,10,2,2,2,3,1,1,,,1,,2,,1,4,1,1,1,1,2,3,4,3,4,1,1,1,4,2,2,1,4,3
"030803088800603","03080300603",3,8,3,8,88,6,3,1,6,1,8,9,10,11,2,3,4,3,3,1,,,1,,1,33,3,4,3,1,2,2,3,3,4,4,3,3,1,1,2,1,1,1,4,3
"030804088800503","03080400503",3,8,4,8,88,5,3,1,1,8,15,9,10,10,1,2,3,3,3,1,,,1,,1,20,1,4,1,1,1,3,3,3,4,5,4,4,2,2,4,3,3,2,5,3
"030901088801202","03090101202",3,9,1,8,88,12,2,1,2,3,25,9,10,10,4,5,4,3,2,1,,,1,,1,389,3,3,3,1,1,1,1,1,5,5,4,5,4,4,4,5,4,3,5,5
"030902088802501","03090202501",3,9,2,8,88,25,1,1,60,7,8,7,11,12,2,4,4,3,3,3,,,1,,1,525,3,2,1,1,2,1,1,3,4,4,2,4,4,3,2,2,4,4,4,4
"030902088803201","03090203201",3,9,2,8,88,32,1,1,,,,12,11,10,4,3,2,2,2,3,,,1,,1,234,3,2,3,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,3
"030903080100101","03090300101",3,9,3,8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"030904088800702","03090400702",3,9,4,8,88,7,2,1,7,3,2,11,10,9,4,4,3,1,2,3,,,1,,1,256,3,2,1,1,1,1,1,2,4,5,5,3,2,2,4,2,4,4,2,3
"030905088801102","03090501102",3,9,5,8,88,11,2,1,7,3,2,10,10,9,4,5,3,1,2,3,,,1,,1,500,3,2,3,1,2,2,9,1,4,4,4,4,2,2,1,2,4,4,4,4
"030906020100105","03090600105",3,9,6,2,1,1,5,1,27,18,24,10,11,10,2,3,3,2,3,2,,,1,,1,50,3,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,2,4,4
"031001088801106","03100101106",3,10,1,8,88,11,6,1,,,,8,10,10,3,3,2,3,3,1,,,2,3,1,171,1,2,3,1,1,1,3,3,1,1,2,2,1,1,3,3,2,2,,3
"031002088801601","03100201601",3,10,2,8,88,16,1,1,,,,8,10,9,3,1,3,3,3,1,,,1,,1,168,3,3,4,1,3,3,3,3,4,4,4,4,2,4,5,3,4,4,4,3
"031004010100103","03100400103",3,10,4,1,1,1,3,1,7,6,,11,8,,3,4,,3,3,1,,,1,,2,,3,3,3,1,2,3,9,1,5,4,4,5,5,4,5,5,4,3,4,3
"031004088800408","03100400408",3,10,4,8,88,4,8,1,6,7,9,8,11,11,4,3,,3,3,1,,,1,0,1,300,1,2,1,1,1,1,1,1,5,5,5,5,2,2,9,2,2,2,2,2
"031101010100318","03110100318",3,11,1,1,1,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"031101010100719","03110100719",3,11,1,1,1,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"031101010101201","03110101201",3,11,1,1,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"031201088800101","03120100101",3,12,1,8,88,1,1,1,,,,8,11,11,4,2,2,3,3,1,,,1,,1,10,3,3,4,1,1,1,3,,4,4,4,4,2,2,4,5,5,3,5,3
"031201088800303","03120100303",3,12,1,8,88,3,3,1,,,,8,11,11,3,2,2,3,3,1,,,1,3,2,,1,1,1,1,1,1,3,3,4,4,3,4,2,2,3,3,2,2,,3
"031201088800504","03120100504",3,12,1,8,88,5,4,1,,,,8,11,11,3,2,3,3,3,1,,,1,5,1,500,3,3,3,1,1,1,3,2,4,4,4,4,1,1,3,3,1,1,,3
"040101088802202","04010102202",4,1,1,8,88,22,2,1,2,6,25,9,9,12,3,4,4,3,2,1,,,1,,1,130,3,3,3,1,1,2,3,2,4,4,4,2,2,2,4,2,2,2,4,4
"040106088801302","04010601302",4,1,6,8,88,13,2,1,7,3,2,11,10,9,4,5,3,2,1,3,,,1,,2,,3,3,3,1,1,1,2,9,4,4,4,4,2,2,4,2,2,2,2,2
"040113088800501","04011300501",4,1,13,8,88,5,1,1,2,3,7,9,11,12,3,3,3,2,2,3,,,1,,1,199,3,3,3,1,1,1,3,1,4,4,4,4,2,2,2,2,4,2,4,2
"040116020100103","04011600103",4,1,16,2,1,1,3,1,72,19,,10,11,,5,4,,3,2,3,,,2,3,2,,4,4,4,1,3,3,3,3,4,3,3,3,2,2,2,2,2,9,2,4
"040117010100211","04011700211",4,1,17,1,1,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040118088802402","04011802402",4,1,18,8,88,24,2,1,2,6,3,8,9,11,4,4,5,2,2,3,,,1,,1,317,3,2,3,1,1,1,1,1,4,4,3,4,4,4,3,3,3,3,4,3
"040204088801105","04020401105",4,2,4,8,88,11,5,1,2,7,8,9,11,11,4,4,5,3,3,3,,,2,14,2,,3,2,3,1,1,1,1,1,4,3,3,5,4,3,4,3,4,3,5,5
"040210088801102","04021001102",4,2,10,8,88,11,2,1,7,25,6,11,1,10,4,5,5,2,3,3,,,1,,1,5,3,2,3,1,1,1,3,1,4,4,4,4,2,3,3,3,5,3,5,3
"040214010200204","04021400204",4,2,14,1,2,2,4,1,1,7,8,10,11,1,4,5,,3,3,3,,,2,6,2,,3,2,3,1,1,1,1,1,1,3,3,4,4,3,3,4,5,1,4,5
"040214088801801","04021401801",4,2,14,8,88,18,1,1,2,6,25,8,9,10,2,4,4,3,3,3,,,1,,2,,3,2,3,1,1,1,1,1,4,4,4,4,4,3,3,5,5,3,4,5
"040302088801803","04030201803",4,3,2,8,88,18,3,1,2,72,6,9,10,8,3,4,4,2,1,3,,,1,,1,220,3,2,3,1,1,1,3,3,4,4,4,4,4,4,3,3,4,4,4,4
"040308010100108","04030800108",4,3,8,1,1,1,8,1,72,7,2,10,11,9,4,3,2,1,3,3,,,2,3,1,13,3,4,3,1,2,2,2,9,9,9,9,9,2,3,9,9,9,9,2,1
"040308088800401","04030800401",4,3,8,8,88,4,1,1,7,2,8,11,7,11,3,2,3,3,3,3,,,1,,2,,3,2,1,1,1,1,3,2,2,4,2,4,2,4,2,3,4,2,2,
"040314088800602","04031400602",4,3,14,8,88,6,2,1,2,72,7,8,10,7,4,4,4,2,3,3,,,1,,2,,,2,3,1,1,1,3,3,5,4,1,4,3,3,1,1,3,3,4,1
"040321010100214","04032100214",4,3,21,1,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040401088801103","04040101103",4,4,1,8,88,11,3,1,7,2,6,11,8,7,4,3,5,1,1,3,,,1,,1,30,3,2,3,1,1,1,3,1,4,4,4,4,5,3,3,4,3,3,2,4
"040405088801902","04040501902",4,4,5,8,88,19,2,1,,,,8,8,11,3,4,5,1,2,1,,,1,6,1,20,3,2,3,1,3,2,9,9,4,4,3,4,4,3,2,3,4,9,4,9
"040410088800701","04041000701",4,4,10,8,88,7,1,1,2,6,7,8,7,11,3,4,5,2,1,2,,,1,2,1,50,3,2,3,1,2,2,2,2,2,2,3,4,3,4,3,3,4,4,4,4
"040412010100104","04041200104",4,4,12,1,1,1,4,1,,,,11,6,12,3,5,4,1,3,3,,,2,4,2,,3,4,4,1,3,3,3,3,9,9,9,9,2,2,2,2,3,3,,3
"040414088801702","04041401702",4,4,14,8,88,17,2,1,2,7,6,8,11,8,3,3,5,1,1,3,,,1,,1,85,3,3,3,1,1,1,3,3,4,4,4,4,4,4,4,4,4,3,4,3
"040503088803104","04050303104",4,5,3,8,88,31,4,1,1,8,7,10,10,11,3,3,4,2,3,3,,,1,,2,,1,2,1,1,1,1,1,3,4,4,4,4,1,4,4,4,3,3,4,4
"040508088803103","04050803103",4,5,8,8,88,31,3,1,38,2,6,9,9,9,3,2,3,2,3,3,,,1,,2,,3,2,3,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,4
"040512010100104","04051200104",4,5,12,1,1,1,4,1,,,,10,11,,4,5,3,2,3,2,,,1,,2,,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5
"040513088802405","04051302405",4,5,13,8,88,24,5,1,7,8,13,11,10,10,4,3,3,2,3,3,,,1,,1,100,3,2,1,1,1,1,3,1,2,4,3,3,4,4,1,4,4,3,1,3
"040520010100113","04052000113",4,5,20,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040601020100102","04060100102",4,6,1,2,1,1,2,1,7,8,13,12,11,10,4,3,3,2,3,3,,,2,2,2,,1,1,1,1,3,3,,3,9,9,9,9,4,4,9,9,5,3,2,4
"040601088802303","04060102303",4,6,1,8,88,23,3,1,,,,11,1,1,4,6,6,3,3,1,,,1,,2,,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,1,3,2,4,3
"040605088801004","04060501004",4,6,5,8,88,10,4,1,1,8,13,9,10,10,3,4,,2,3,3,,,1,,1,65,3,3,3,1,2,2,2,2,4,4,4,4,4,4,3,4,4,4,5,3
"040608088801902","04060801902",4,6,8,8,88,19,2,1,7,8,11,11,12,1,4,5,6,2,3,3,,,1,,2,,3,2,1,1,1,1,3,1,4,4,3,3,4,4,3,4,3,3,4,4
"040701088801502","04070101502",4,7,1,8,88,15,2,1,,,,10,11,9,3,4,,3,3,1,,,1,,1,70,3,2,3,1,1,1,1,1,4,4,1,4,2,2,1,2,4,2,4,9
"040704088801002","04070401002",4,7,4,8,88,10,2,1,,,,11,11,12,3,4,5,3,3,1,,,1,,2,,3,3,3,1,1,1,2,1,1,4,3,3,1,1,2,2,1,3,4,9
"040707010100104","04070700104",4,7,7,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040707088802702","04070702702",4,7,7,8,88,27,2,1,,,,8,9,10,2,3,4,3,3,1,,,1,,1,150,1,1,1,1,1,1,1,1,4,5,3,3,4,5,2,4,2,9,2,4
"040712088802302","04071202302",4,7,12,8,88,23,2,1,,,,11,12,,4,5,,3,3,1,,,1,,1,30,3,3,3,1,1,1,1,1,4,5,4,4,1,1,2,1,1,2,5,
"040713010100209","04071300209",4,7,13,1,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040806088800802","04080600802",4,8,6,8,88,8,2,1,2,8,7,9,8,11,3,3,3,2,2,2,,,1,,2,,3,3,3,1,1,,1,,1,1,1,1,1,1,1,4,5,4,4,4
"040808010100107","04080800107",4,8,8,1,1,1,7,1,,,,,,,,,,3,3,3,,,1,,2,,3,3,3,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
"040812088802401","04081202401",4,8,12,8,88,24,1,1,8,7,2,11,11,8,5,4,3,3,3,1,,,1,,1,120,3,3,3,1,1,1,1,1,4,4,3,3,1,1,3,2,3,3,4,3
"040817088802801","04081702801",4,8,17,8,88,28,1,1,1,60,13,11,7,10,4,11,4,2,2,2,,,1,10,1,10,3,2,3,1,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
"040825010100102","04082500102",4,8,25,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040901088800304","04090100304",4,9,1,8,88,3,4,1,6,2,27,8,9,10,3,4,,3,3,1,,,1,,2,,3,2,3,1,1,1,1,3,4,5,3,5,1,1,3,3,4,4,4,4
"040907088800105","04090700105",4,9,7,8,88,1,5,1,6,2,71,8,9,10,3,4,5,3,3,1,,,1,,1,890,3,3,3,1,1,1,1,1,4,5,4,4,2,4,2,4,5,4,5,5
"040909010100105","04090900105",4,9,9,1,1,1,5,1,72,71,2,11,12,8,2,3,4,3,3,1,,,2,5,2,,3,3,3,1,1,1,1,1,3,3,3,3,2,2,1,1,1,1,1,4
"040910088801104","04091001104",4,9,10,8,88,11,4,1,,,,9,11,11,2,4,1,2,1,1,,,1,,1,140,3,2,3,1,1,1,3,3,4,4,4,4,2,2,2,2,3,3,3,3
"040913088801004","04091301004",4,9,13,8,88,10,4,1,,,,8,11,10,4,12,3,3,2,1,,,1,,1,250,3,2,3,1,1,1,3,3,4,5,3,3,2,2,3,3,3,3,3,4
"040914010100212","04091400212",4,9,14,1,1,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041005088800403","04100500403",4,10,5,8,88,4,3,1,71,6,2,,8,8,1,5,4,3,3,1,,,1,500,1,300,1,1,1,1,1,3,3,9,3,3,3,3,2,2,9,2,1,1,4,4
"041009088803605","04100903605",4,10,9,8,88,36,5,1,,,,7,8,11,3,11,3,3,3,1,,,1,,1,250,3,3,3,1,1,1,1,3,4,4,4,4,2,2,5,3,2,2,3,3
"041013088802203","04101302203",4,10,13,8,88,22,3,1,,,,6,7,2,11,3,5,3,3,1,,,1,,1,300,3,4,3,1,1,1,9,9,3,1,9,3,2,3,3,2,2,2,4,9
"041016088800104","04101600104",4,10,16,8,88,1,4,1,,,,8,7,8,4,11,8,3,3,3,,,1,,2,,3,3,3,1,3,3,3,3,3,3,2,4,3,9,9,,,,,
"041104088801304","04110401304",4,11,4,8,88,13,4,1,8,1,23,12,12,10,5,4,4,2,3,3,,,1,,1,20,3,3,3,1,1,2,2,2,1,1,1,1,4,2,2,4,3,4,4,5
"041108088801402","04110801402",4,11,8,8,88,14,2,1,,,,1,8,,5,12,,3,3,1,,,1,,2,,3,2,3,1,2,2,3,2,3,2,1,1,3,3,1,3,2,2,3,3
"041112088800402","04111200402",4,11,12,8,88,4,2,1,2,7,6,7,1,7,11,4,11,3,3,1,,,1,,1,500,3,2,3,1,2,2,3,3,2,2,2,2,1,1,2,2,1,1,5,9
"041116088801404","04111601404",4,11,16,8,88,14,4,1,,,,1,8,,5,12,,2,2,2,,,1,,1,10,3,2,3,1,1,1,3,1,4,4,2,4,4,4,3,3,4,3,3,2
"041118088800102","04111800102",4,11,18,8,88,1,2,1,2,7,6,1,8,,4,11,,3,3,1,,,1,,2,,4,2,4,1,3,9,3,3,4,4,3,4,1,1,3,1,2,1,3,3
"041119010100317","04111900317",4,11,19,1,1,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041206088802801","04120602801",4,12,6,8,88,28,1,1,,,,8,7,,2,3,4,1,2,2,,,1,,1,100,1,1,1,1,1,1,2,9,5,5,9,5,2,2,9,9,2,2,4,2
"041211088801301","04121101301",4,12,11,8,88,13,1,1,19,2,1,7,8,,11,12,,3,3,1,,,1,,2,,4,2,1,1,9,3,2,3,2,3,2,3,2,2,1,2,4,3,3,3
"041216088800101","04121600101",4,12,16,8,88,1,1,1,2,19,,7,8,,11,12,,3,3,1,,,1,,2,,4,2,1,1,9,2,2,3,3,3,3,4,2,2,3,3,4,2,3,1
"041302088801103","04130201103",4,13,2,8,88,11,3,1,,,,10,11,7,3,4,8,3,3,2,,,1,,1,200,3,2,3,1,1,2,2,2,1,2,2,3,3,3,2,4,2,3,4,4
"041305010100102","04130500102",4,13,5,1,1,1,2,1,7,11,8,11,1,11,3,4,3,2,3,3,,,2,12,2,,3,3,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"041306088800204","04130600204",4,13,6,8,88,2,4,1,,,,11,10,10,3,4,5,3,3,3,,,1,,2,,3,2,1,1,1,1,3,3,4,3,9,9,4,4,9,9,3,4,4,4
"041309088801003","04130901003",4,13,9,8,88,10,3,1,7,8,11,11,9,1,4,2,5,3,3,1,,,1,,1,75,3,3,3,1,1,2,3,1,2,1,5,5,4,4,5,3,3,1,3,4
"041314010100306","04131400306",4,13,14,1,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041402088802701","04140202701",4,14,2,8,88,27,1,1,,2,,11,12,1,5,6,,2,2,1,,,1,1,2,,1,,1,1,3,3,3,3,3,4,3,3,3,4,3,9,4,3,4,3
"041405088801906","04140501906",4,14,5,8,88,19,6,1,2,,7,1,2,8,4,5,11,3,2,2,,,1,,2,,3,2,3,1,1,1,2,3,4,5,1,5,4,4,2,2,4,3,4,2
"041409088800501","04140900501",4,14,9,8,88,5,1,1,,2,,8,11,12,5,4,,3,3,3,,,1,,2,,1,4,1,1,2,2,2,9,4,3,2,4,2,2,2,2,2,2,2,2
"041501010100115","04150100115",4,15,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041501010100331","04150100331",4,15,1,1,1,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041501010100524","04150100524",4,15,1,1,1,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041501010100918","04150100918",4,15,1,1,1,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041501010101124","04150101124",4,15,1,1,1,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041501010101430","04150101430",4,15,1,1,1,14,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041601010100603","04160100603",4,16,1,1,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041601010101109","04160101109",4,16,1,1,1,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041703088801901","04170301901",4,17,3,8,88,19,1,1,,2,,8,10,10,3,4,5,2,2,2,,,1,,2,,3,2,1,1,3,3,1,1,4,4,4,3,5,5,2,4,2,3,4,3
"041706010100124","04170600124",4,17,6,1,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041707088800204","04170700204",4,17,7,8,88,2,4,1,8,1,7,10,10,11,4,2,4,2,2,2,,,1,,2,,3,3,3,1,1,1,1,1,5,5,3,3,4,3,3,4,3,3,4,9
"041711010100202","04171100202",4,17,11,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041711010100511","04171100511",4,17,11,1,1,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"041712088800807","04171200807",4,17,12,8,88,8,7,1,7,,2,8,11,11,2,3,4,2,3,1,,,1,,2,,1,1,1,1,1,2,1,2,4,5,2,3,4,4,4,4,9,9,4,9
"041803088801004","04180301004",4,18,3,8,88,10,4,1,7,2,6,12,9,9,3,4,4,2,2,2,,,1,,1,25,3,3,3,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2
"041807088801106","04180701106",4,18,7,8,88,11,6,1,72,2,6,9,8,9,4,2,5,2,2,2,,,1,,1,50,3,2,3,1,2,2,2,2,4,4,4,3,2,2,1,1,2,1,1,1
"041901088800103","04190100103",4,19,1,8,88,1,3,1,7,25,2,11,10,9,4,3,5,3,3,1,,,1,,2,,3,3,3,1,3,3,3,3,2,4,4,3,4,4,4,4,2,2,4,4
"041904088800101","04190400101",4,19,4,8,88,1,1,1,7,2,8,10,11,9,4,3,5,3,3,1,,,1,,2,,3,3,3,1,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3
"041908088800704","04190800704",4,19,8,8,88,7,4,1,7,2,8,11,10,9,4,3,5,3,1,3,,,1,,1,15,3,3,3,1,3,3,3,3,3,4,4,4,2,2,4,2,4,3,4,3
"050101088800902","05010100902",5,1,1,8,88,9,2,1,63,,,6,,,9,,,3,3,1,,,1,,1,8,4,1,1,1,9,3,3,9,3,3,3,3,3,3,3,3,1,3,3,3
"050102010100101","05010200101",5,1,2,1,1,1,1,1,,,,,,,,,,3,3,1,,,1,,2,,4,1,,,9,9,9,9,9,9,3,3,9,9,3,3,3,3,3,3
"050102088802401","05010202401",5,1,2,8,88,24,1,1,6,2,,11,,,3,,,3,3,1,,,1,,2,,4,1,4,1,3,3,3,3,3,3,3,3,1,1,3,1,2,1,3,2
"050103088801101","05010301101",5,1,3,8,88,11,1,1,6,,,8,7,,3,2,,3,3,1,,,2,6,2,,4,1,,1,9,9,9,9,,,,,1,2,3,3,1,2,3,3
"050104088801102","05010401102",5,1,4,8,88,11,2,1,6,47,71,9,5,11,2,3,8,3,3,3,,,1,,1,684,1,1,3,1,1,1,3,3,1,1,3,3,1,1,3,3,1,4,3,5
"050104088801701","05010401701",5,1,4,8,88,17,1,1,6,71,,8,11,,2,5,1,3,3,1,,,1,5,1,143,4,1,2,1,3,1,3,1,5,4,3,4,1,1,3,3,2,3,3,3
"050202088800102","05020200102",5,2,2,8,88,1,2,1,24,2,6,8,9,9,3,2,2,3,3,1,,,1,,2,,1,1,1,1,2,2,3,3,4,4,4,4,2,2,2,2,2,2,4,2
"050202088801001","05020201001",5,2,2,8,88,10,1,1,,,,8,9,9,2,3,2,3,3,1,,,2,51,2,,1,,,1,3,3,3,3,3,3,3,3,1,1,9,2,2,2,4,3
"050204010100624","05020400624",5,2,4,1,1,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"050204088808901","05020408901",5,2,4,8,88,89,1,1,6,2,8,9,10,10,3,3,3,3,3,1,,,2,0.899999976158142,2,,2,1,,1,2,2,9,3,3,3,9,3,1,1,9,9,3,9,3,3
"050204088816502","05020416502",5,2,4,8,88,165,2,1,2,6,71,8,9,,3,4,,3,3,1,,,2,1.5,2,,4,4,4,1,9,9,9,9,9,9,9,9,1,1,9,9,1,4,4,4
"050206010100202","05020600202",5,2,6,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"050206010100310","05020600310",5,2,6,1,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"050206088800901","05020600901",5,2,6,8,88,9,1,1,6,2,58,9,10,10,2,2,2,3,3,1,,,1,,2,,4,4,4,1,9,9,9,9,1,3,9,9,1,1,9,9,2,9,3,3
"050206088802801","05020602801",5,2,6,8,88,28,1,1,6,2,,9,9,,3,2,,3,3,3,,,1,,2,,4,2,4,1,3,9,9,9,2,2,9,2,1,1,9,9,3,9,3,3
"050206088803803","05020603803",5,2,6,8,88,38,3,1,2,6,,10,9,,3,3,,3,3,3,,,1,,2,,4,2,4,1,3,3,9,3,3,3,9,3,1,1,9,9,3,9,3,1
"050207088804801","05020704801",5,2,7,8,88,48,1,1,2,6,,10,9,,2,2,,3,3,1,,,2,25,2,,4,4,4,1,9,9,9,9,9,9,9,9,1,1,9,9,1,9,3,9
"050207088809201","05020709201",5,2,7,8,88,92,1,1,2,6,,10,9,,2,2,,3,3,1,,,1,,2,,4,4,4,1,3,3,3,3,1,1,9,2,1,1,9,9,1,9,3,3
"050901088800907","05090100907",5,9,1,8,88,9,7,1,2,6,,2,8,,4,10,,3,3,1,,,2,60,2,,4,4,4,1,9,9,9,9,9,9,9,9,1,1,9,9,4,9,9,9
"050901088802802","05090102802",5,9,1,8,88,28,2,1,2,19,,7,8,,12,11,,1,3,3,,,1,0.300000011920929,2,,1,1,1,1,1,1,1,1,3,3,3,3,5,5,3,3,1,1,4,1
"050902088801201","05090201201",5,9,2,8,88,12,1,1,2,58,19,11,3,12,4,5,6,3,3,1,,,1,,1,30,4,2,4,1,9,9,2,3,2,2,2,2,3,1,2,1,4,1,3,4
"050903088802001","05090302001",5,9,3,8,88,20,1,1,2,19,,2,,,5,6,,3,3,1,,,1,,2,,4,4,4,1,9,9,9,9,3,3,3,4,1,2,9,9,4,3,3,3
"050903088802602","05090302602",5,9,3,8,88,26,2,1,2,19,,12,1,,5,6,,3,3,1,,,1,,2,,4,4,4,1,9,9,9,9,3,3,9,4,1,2,9,9,4,2,3,4
"050903088803404","05090303404",5,9,3,8,88,34,4,1,2,19,,2,9,,5,6,,3,3,1,,,1,,2,,4,4,4,1,9,9,9,9,3,3,3,3,1,2,9,9,4,2,3,4
"050904010100101","05090400101",5,9,4,1,1,1,1,1,,,,,,,,,,,,,,,2,1.20000004768372,2,,4,,,,,,,,,,,,,,,,,3,,4
"050904088800302","05090400302",5,9,4,8,88,3,2,1,,,,7,1,,11,4,,2,3,3,,,1,1,2,,4,4,4,1,3,3,3,3,2,2,2,2,3,3,3,1,3,3,3,4
"060201088800802","06020100802",6,2,1,8,88,8,2,1,24,18,2,8,9,10,3,4,5,2,1,2,,,1,,1,2,1,1,1,1,3,3,2,3,1,1,3,1,4,3,3,3,3,2,2,3
"060204088800402","06020400402",6,2,4,8,88,4,2,1,2,6,27,8,9,10,4,5,6,3,3,3,,,1,,1,15,1,1,1,1,3,3,2,3,1,1,3,1,3,3,3,3,4,3,4,3
"060207088801002","06020701002",6,2,7,8,88,10,2,1,2,3,6,9,9,9,3,5,5,1,3,2,,,1,,2,,3,1,1,1,1,,1,2,1,1,1,2,2,3,2,2,2,4,4,4
"060301088800301","06030100301",6,3,1,8,88,3,1,1,6,2,27,9,10,,3,4,5,3,3,1,,,1,,2,,1,1,1,1,3,3,3,3,4,4,3,4,2,3,2,2,3,2,3,1
"060303088804202","06030304202",6,3,3,8,88,42,2,1,,,,8,12,10,3,4,4,3,3,1,,,1,,1,224,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3
"060305010100102","06030500102",6,3,5,1,1,1,2,1,6,2,18,8,8,10,5,3,3,1,3,3,,,1,1,1,50,3,2,3,1,1,1,2,3,3,5,3,4,4,2,2,3,5,2,2,5
"060305088803003","06030503003",6,3,5,8,88,30,3,1,6,2,18,9,9,10,5,4,3,1,2,3,,,1,,2,,1,1,1,1,1,1,2,2,3,1,2,1,2,2,2,,2,3,2,2
"060402088800801","06040200801",6,4,2,8,88,8,1,1,6,2,27,8,9,11,4,2,3,2,2,2,,,1,,2,,1,1,1,1,2,2,3,3,3,3,2,3,2,2,1,3,3,3,4,4
"060405088800203","06040500203",6,4,5,8,88,2,3,1,2,6,27,9,9,10,3,4,2,2,1,1,,,1,,1,20,3,2,3,1,3,2,3,1,4,4,4,4,3,3,1,2,4,2,2,3
"060608088800402","06060800402",6,6,8,8,88,4,2,1,,2,,8,9,12,4,4,4,2,3,2,,,1,,1,200,1,2,1,3,3,3,2,3,1,1,1,1,1,4,3,3,3,9,2,3
"060608088801401","06060801401",6,6,8,8,88,14,1,1,,,,8,9,11,4,4,4,3,3,1,,,1,,1,112,1,2,1,3,1,1,3,1,5,5,5,5,3,3,4,5,2,4,4,4
"070103088800404","07010300404",7,1,3,8,88,4,4,1,74,71,7,4,10,11,3,5,3,3,1,3,,,1,,2,,3,1,1,1,1,1,2,2,4,4,4,4,2,2,4,4,3,3,4,2
