,household_id2,predicted_probs
0,10101088801601002,0.18957945494772188
1,10101088801601017,0.4987331182900414
2,10101088801601049,0.17349396987277999
3,10101088801601064,0.07332341630943728
4,10101088801601080,0.16691183005484728
5,10101088801601087,0.24048561338287425
6,10101088801601116,0.3810963012193878
7,10101088801601146,0.10209709230268418
8,10102088801403001,0.10180314999517111
9,10102088801403011,0.22983318929611768
10,10102088801403016,0.4049610707934147
11,10102088801403026,0.08459672163265974
12,10102088801403031,0.06975308936548005
13,10102088801403036,0.12665444353099092
14,10102088801403061,0.07168638165734134
15,10102088801403091,0.12073335427589477
16,10102088801403121,0.121938272042597
17,10102088801403136,0.06829537703651821
18,10103010100106004,0.13817476977893198
19,10103010100106040,0.015566885682998192
20,10103010100106076,0.21083297320976124
21,10103010100106100,0.16056283714654293
22,10103010100106112,0.20543127118250093
23,10103088801804004,0.3947297576665678
24,10103088801804019,0.3030224873472323
25,10103088801804034,0.3214566556836642
26,10103088801804049,0.3255675742215224
27,10103088801804085,0.5116702232355286
28,10103088801804100,0.2933014784991902
29,10103088801804130,0.5337701527904948
30,10105088800204001,0.3109626313050711
31,10105088800204025,0.46155023630245223
32,10105088800204097,0.23821728104519463
33,10105088800204121,0.24136299884884363
34,10105088800204142,0.1491005843016632
35,10106088800402002,0.40235866174989227
36,10106088800402014,0.30663932551474954
37,10106088800402094,0.5624199749233998
38,10106088800402112,0.5467657736004778
39,10106088800402130,0.20579166904129118
40,10106088800402148,0.18445219828289158
41,10106088800402160,0.3227174860882078
42,10107010100116012,0.013649712764704228
43,10107010100116035,0.023727822911513263
44,10107010100116058,0.10169546129338074
45,10107010100116081,0.07744442289233323
46,10107010100116104,0.06790131055914446
47,10107010100116150,0.1947330786743662
48,10107010100116173,0.12891146430054254
49,10107010100116242,0.07602889956801298
50,10107010100116265,0.03257386014886978
51,10107010100116288,0.10907835596407377
52,10107010100116311,0.024828132226511763
53,10107010100116334,0.09308547489160664
54,10201088800207027,0.1865557842492368
55,10201088800207062,0.10205405276708186
56,10201088800207077,0.20516458219016045
57,10201088800207137,0.2090758825715674
58,10202020100107008,0.2537667654226032
59,10202020100107047,0.2545735884545519
60,10202020100107112,0.03532833581824829
61,10202020100107125,0.03158667464467592
62,10202020100107164,0.03634527105944169
63,10202020100107177,0.0524337843720619
64,10202020100107190,0.06410979279877146
65,10202088800802002,0.11072115096947695
66,10202088800802033,0.11528665605640559
67,10202088800802063,0.1512865904916432
68,10202088800802078,0.04990178505368614
69,10202088800802124,0.19843064134752098
70,10203088801001002,0.1671605880434465
71,10203088801001032,0.23101609263847458
72,10203088801001047,0.15020839979838135
73,10203088801001062,0.16375458040283172
74,10203088801001080,0.20358196081009425
75,10203088801001097,0.16044159946683192
76,10203088801001111,0.21076467939521623
77,10203088801001145,0.1496815322184206
78,10203088801001152,0.12187185941246431
79,10204088801702002,0.06604268599066196
80,10204088801702005,0.12484978452436894
81,10204088801702033,0.3663179497425191
82,10204088801702078,0.09085488509809371
83,10204088801702093,0.25637322610840113
84,10204088801702138,0.10101941594288015
85,10206088801301050,0.3743599463133941
86,10206088801301066,0.029005125370701684
87,10206088801301081,0.09231920576176843
88,10206088801301097,0.1810157692144627
89,10206088801301134,0.1030881596171425
90,10206088801301136,0.052715505763742
91,10206088801301162,0.3262791204043353
92,10206088801301180,0.0555811930773312
93,10207010100101027,0.2086901987945285
94,10207010100101057,0.15983499900419626
95,10207010100101087,0.027999282516507382
96,10207010100101117,0.27003720890348865
97,10207010100101177,0.01140657003602845
98,10207010100101237,0.06131476552024171
99,10207010100101267,0.09329245988361926
100,10207010100101297,0.13943748069997552
101,10207010100101327,0.20114762269844855
102,10207010100101357,0.07102046671857083
103,10208088800603034,0.21251360190171958
104,10208088800603049,0.12189790689885291
105,10208088800603064,0.09713599678048257
106,10208088800603079,0.210464457912756
107,10208088800603094,0.12529611832934628
108,10208088800603109,0.0869189761840639
109,10208088800603124,0.15744655317995676
110,10208088800603140,0.11647841515179828
111,10209088800602006,0.24787082880471062
112,10209088800602043,0.12653626719867622
113,10209088800602063,0.2346365387902993
114,10209088800602091,0.21462713057282687
115,10209088800602104,0.4277235639758255
116,10209088800602123,0.1891846717076842
117,10209088800602142,0.08483320827523436
118,10209088800602162,0.3332020009877477
119,10209088800602172,0.007011969503188938
120,10212010100416016,0.1028681467701576
121,10212010100416028,0.08688065900915434
122,10212010100416052,0.027320918287063407
123,10212010100416064,0.03187539668549222
124,10212010100416088,0.06700884841302267
125,10212010100416100,0.0268353066432009
126,10212010100416124,0.20886730769020895
127,10212010100416148,0.016322954929127248
128,10212010100416172,0.039323740273604725
129,10301088800204003,0.16978368232224092
130,10301088800204012,0.3594495673838819
131,10301088800204013,0.07569103462502079
132,10301088800204032,0.2900732154897492
133,10301088800204047,0.06326807390891324
134,10301088800204139,0.14227368767123413
135,10301088800204148,0.18356409249351674
136,10301088800204157,0.11070743860692993
137,10303010100111002,0.012845692369305238
138,10303010100111023,0.03176440468458941
139,10303010100111030,0.06656852490982393
140,10303010100111065,0.18672568299264247
141,10303010100111072,0.04195789798272277
142,10303010100111079,0.03106432292655369
143,10303010100111100,0.2453379687575945
144,10303088800605002,0.16480771197984276
145,10303088800605014,0.18090228958350182
146,10303088800605027,0.04553541587254638
147,10303088800605036,0.4281319400390667
148,10303088800605052,0.19941881082478025
149,10303088800605066,0.06630524564508669
150,10303088800605078,0.19001748126136125
151,10303088800605100,0.04882714100780659
152,10303088800605107,0.11597856032234773
153,10303088800605119,0.1592200045547395
154,10304088800101001,0.14695088369086365
155,10304088800101027,0.07734144607165076
156,10304088800101067,0.056773917911357184
157,10304088800101077,0.12151910152415299
158,10304088800101085,0.1682277462290074
159,10304088800101104,0.11407139098780164
160,10304088800101135,0.08051104681175213
161,10305088801202001,0.23173151999629432
162,10305088801202022,0.30876492487980417
163,10305088801202043,0.38966168557061404
164,10305088801202086,0.2764703738431806
165,10305088801202130,0.12724895644894466
166,10305088801202137,0.24950780847634285
167,10305088801202174,0.1656157330884857
168,10306088800608021,0.04851580193992854
169,10306088800608036,0.06915764249610276
170,10306088800608062,0.031199100976698896
171,10306088800608122,0.11195387683226508
172,10306088800608133,0.43901897317293215
173,10306088800608174,0.11888257220138121
174,10306088800608196,0.16469288312663227
175,10307088800116004,0.05191463559266636
176,10307088800116028,0.02075538543020216
177,10307088800116040,0.019780696640308786
178,10307088800116064,0.08616554091804621
179,10307088800116088,0.06780370079878999
180,10307088800116100,0.07233482059961341
181,10307088800116112,0.017365856624526884
182,10307088800116136,0.03018870267038544
183,10307088800709006,0.33319243928745074
184,10307088800709025,0.43824344554264555
185,10307088800709043,0.3107679548299402
186,10307088800709097,0.23244162407056654
187,10307088800709115,0.4098836818863191
188,10307088800709166,0.14995970996889463
189,10307088800709171,0.05097047933157339
190,10309010100101011,0.0668681360958736
191,10309010100101021,0.0407431596939146
192,10309010100101051,0.016375108677451705
193,10309010100101061,0.021144280754696005
194,10309010100101071,0.021535576570295662
195,10309010100101101,0.05288424940881978
196,10309010100101121,0.01610924052270393
197,10401088801204022,0.30317428310691824
198,10401088801204045,0.17742689199399284
199,10401088801204118,0.05506505571514134
200,10401088801204136,0.1763253583250093
201,10401088801204154,0.03703242016486589
202,10401088801204172,0.23061548140092972
203,10403020100109011,0.053305432657080216
204,10403020100109035,0.08425755479198138
205,10403020100109059,0.24619035368865966
206,10403020100109071,0.09048554807454251
207,10403020100109083,0.12605611182755244
208,10403020100109131,0.09658180562632726
209,10403088800404002,0.1597938896069988
210,10403088800404014,0.15234053135076445
