"","Score","poor_npl1","poor_npl2","poor_150npl1","poor_200npl1","poor_2011_100","poor_2011_190","poor_2011_320","poor_2011_550","poor_2011_800","poor_2011_1100","poor_2011_1500","poor_2011_2170","poor_2005_125","poor_2005_250","poor_2005_500","poor_bottom_20","poor_bottom_40","poor_bottom_60","poor_bottom_80"
"1",0,0.615550013963571,0.280838733785682,0.790535450270153,0.839559001708291,0.21027230178327,0.595128632218586,0.779641481308668,0.9013856885662,0.936859754322715,0.947656481428176,0.946619960824738,0.930100082343484,0.46913389271802,0.720043742899201,0.886216561247246,0.600804071012373,0.757318324699127,0.838062660731239,0.893648032288689
"2",1,0.605190960585608,0.270243421047781,0.783435459869925,0.834758545933452,0.200873809298016,0.582746511583311,0.772371141072277,0.89849070622481,0.9353999451018,0.946866685636218,0.946276883886124,0.930388268773339,0.456111860674632,0.711450719308415,0.883378515981664,0.589213506630512,0.74955012658309,0.833028672071621,0.891038189724829
"3",2,0.59473655110907,0.259903378962799,0.776162950987728,0.829843568997177,0.191793377827184,0.57025915464386,0.764933251706398,0.895520587812603,0.933908765912935,0.94606565108693,0.945931727912119,0.930675355613722,0.443149553784087,0.702702841493626,0.880479229642077,0.577523055561703,0.741618107172633,0.827870337500407,0.888372302450156
"4",3,0.584195511606068,0.249823527789551,0.768718319465952,0.824813080606655,0.183029409567221,0.557681741034282,0.757328685254486,0.892473965210869,0.932385653565372,0.945253238431241,0.94558448192643,0.930961346330893,0.430264204839661,0.693803897039205,0.877517858924098,0.565745108248257,0.73352418286694,0.822586583097408,0.885649561389393
"5",4,0.573576878916776,0.240007829291694,0.76110229604831,0.819666189964163,0.174579404981917,0.545029907043418,0.749558651295832,0.889349480028969,0.930830039934202,0.94442930721764,0.945235134915771,0.931246244386231,0.417472633065964,0.684758079427678,0.874493573182606,0.55389244495984,0.725270637835313,0.817176454492528,0.88286916544797
"6",5,0.562889971556001,0.230459316177977,0.753315959905519,0.814402112235776,0.166440038185056,0.532319670074211,0.741624708275332,0.886145786095503,0.929241352179393,0.943593715903584,0.944883675830033,0.931530053236183,0.404791158752036,0.675569987847178,0.871405555914838,0.541978182342829,0.716860131691101,0.811639124766923,0.880030322700574
"7",6,0.552144358483807,0.221180126574,0.745360751215914,0.809020175047018,0.158607232614651,0.519567348991593,0.733528773752894,0.882861552069377,0.927619012980436,0.942746321867736,0.944530093582448,0.931812776332222,0.392235523456504,0.666244624898213,0.868253006292199,0.530015716786178,0.708295705689193,0.805973902373754,0.877132251623146
"8",7,0.541349825949391,0.21217154280945,0.737238482653641,0.803519824978604,0.151076236150822,0.506789481182957,0.725273133437302,0.879495464170764,0.925962440787109,0.94188698142303,0.944174377049763,0.932094417120794,0.379820816568967,0.656787392120044,0.865035140739872,0.518018665108129,0.69958078732289,0.800180239041938,0.874174182367972
"9",8,0.530516342642462,0.203434033806505,0.728951349636566,0.797900634033478,0.143841694930329,0.494002737216361,0.716860448871164,0.87604622903148,0.924271050086842,0.941015549830622,0.943816515072417,0.932374979043276,0.367561408894151,0.647204083274128,0.861751194563019,0.50600080311178,0.690719193203202,0.794257737623657,0.871155358081396
"10",9,0.519654023408842,0.194967300368917,0.720501939187159,0.792162306044456,0.136897725212664,0.481223834026742,0.70829376363719,0.872512576663684,0.922544251689189,0.940131881314707,0.943456496454726,0.932654465535927,0.355470893798778,0.637500875341008,0.858400423618187,0.493976002592668,0.681715130112761,0.788206159843861,0.868075036263492
"11",10,0.508773091806155,0.186770322695516,0.71189323726269,0.786304682989984,0.130237982753105,0.468469447588251,0.699576507961356,0.868893263545296,0.920781453027885,0.939235829078267,0.943094309965068,0.932932880029845,0.343562036328907,0.627684317207592,0.854982106028264,0.48195816740732,0.672573194137541,0.782025433907581,0.864932490168869
"12",11,0.497883841791272,0.178841409474942,0.703128634416067,0.780327751183821,0.123855729235164,0.455756126040586,0.690712501595801,0.865187075819822,0.918982058480963,0.938327245319736,0.942729944336081,0.933210225950919,0.331846730571118,0.617761316043539,0.851495543939085,0.469961169227441,0.663298367792559,0.775715661918682,0.861727010247606
"13",12,0.486996598842986,0.171178247958614,0.694211929655735,0.774231647302913,0.117743895406933,0.443100204228583,0.681705954873438,0.861392832607645,0.917145469709426,0.937405981250636,0.942363388264856,0.933486506719787,0.320335965397628,0.607739121388406,0.847940065315528,0.457998783609676,0.653896015072384,0.76927712706167,0.858457905625118
"14",13,0.476121680831178,0.163777954454627,0.685147332382265,0.768016664216328,0.111895140651647,0.430517720587557,0.672561467837318,0.857509389425115,0.915271086014901,0.936471887114179,0.941994630413149,0.933761725751792,0.309039798606327,0.597625306994826,0.844315025774663,0.446084627005604,0.644371874373777,0.76271030049645,0.855124505619552
"15",14,0.465269358947204,0.156637124734942,0.675939462290596,0.761683256576903,0.106301908801549,0.418024337262849,0.663284027360742,0.853535641706996,0.913358304716759,0.935524812204886,0.941623659407585,0.934035886456939,0.297967339344523,0.587427750496997,0.840619810453242,0.434232095320864,0.634732049255705,0.756015847914477,0.851726161295121
"16",15,0.454449819009424,0.149751883900283,0.666593347140371,0.75523204613632,0.100956480075245,0.405635264291775,0.653879002188879,0.849470528427054,0.911406521549109,0.934564604889222,0.941250463839874,0.934308992239852,0.287126738592321,0.577154610997836,0.836853835906529,0.422454304606516,0.624982997021364,0.749194635703676,0.84826224704954
"17",16,0.44367312345259,0.14311793530051,0.657114418312354,0.748663826743525,0.0958510190819742,0.393365188601675,0.644352135849091,0.845313035810723,0.909415131078092,0.933591112627287,0.940875032267034,0.93458104649973,0.276525187379959,0.56681430469183,0.833016552035179,0.410764034430582,0.615131515127293,0.742247736668771,0.844732162233539
"18",17,0.432949174300453,0.136730608161435,0.647508504086379,0.741979568986027,0.0909776188915013,0.381228208490801,0.634709537395206,0.841062201132948,0.907383527139881,0.932604181995582,0.940497353211618,0.934852052630308,0.26616892232455,0.556415478663543,0.829107444036559,0.399173674433997,0.605184725446064,0.735176435253404,0.841135332800166
"19",18,0.422287677407571,0.130584903621377,0.637781820595626,0.735180424433384,0.086328341215859,0.369237774161966,0.624957669970358,0.836717116593359,0.905311103299746,0.931603658710868,0.940117415161943,0.935122014019818,0.256063237996592,0.545966983023516,0.825126034376631,0.387695174524089,0.595150056430947,0.727982232210585,0.83747121298138
"20",19,0.411698108239139,0.124675538931143,0.627940960432892,0.728267729442379,0.0818952527892052,0.357406634774597,0.615103337193538,0.832276933260069,0.903197253332557,0.930589387655152,0.939735206572332,0.93539093405094,0.246212505565842,0.535477841563549,0.821071884778177,0.376339999101407,0.58503522325322,0.720666848668665,0.833739286989193
"21",20,0.401189679437153,0.118996989619036,0.617992878906832,0.721243008483915,0.0776704580650843,0.345746792371888,0.605153667396428,0.827740865072413,0.901041371725025,0.929561212901818,0.939350715863355,0.935658816100774,0.236620197129824,0.524957221131618,0.816944598220859,0.365119085653542,0.574848206004897,0.713232229541236,0.829939070738343
"22",21,0.39077131039776,0.113543529467349,0.607944877969536,0.714107976952504,0.0736461283768594,0.334269462928677,0.59511609575907,0.823108192891978,0.898842854199999,0.92851897774292,0.93896393142208,0.935925663540791,0.227288915096065,0.514414399942812,0.812743820948298,0.354042807984064,0.564597226081426,0.705680546231066,0.826070113587286
"23",22,0.380451599058594,0.108309268188243,0.597804587860904,0.706864543420492,0.0698145277276139,0.322985044655278,0.584998344415222,0.818378268590344,0.896601098263067,0.92746252471768,0.938574841602329,0.936191479736797,0.218220425970584,0.503858735056108,0.808469244477045,0.343120944277139,0.554290720879807,0.698014198580489,0.822132000093982
"24",23,0.370238796066938,0.10328818672468,0.587579946539888,0.699514811300855,0.0661680353909893,0.311903093584982,0.574808400620417,0.813550519160953,0.894315503771691,0.926391695642195,0.938183434724939,0.936456268048898,0.209415697899153,0.493299629257529,0.804120607602016,0.332362650130443,0.543937316967444,0.690235816023535,0.818124351782751
"25",24,0.360140781470065,0.0984741701360283,0.577279176997247,0.692061079884392,0.0626991655148293,0.301032306370785,0.56455449309754,0.80862445084156,0.891985473527064,0.925306331640382,0.937789699078032,0.936720031831457,0.200874941313445,0.482746497597851,0.799697698392683,0.321776436621774,0.533545801895287,0.682348257898529,0.814046828918185
"26",25,0.350165044038708,0.0938610380580955,0.566910762568676,0.684505844719667,0.0594005839257545,0.290380510121824,0.554245066695735,0.803599653232775,0.889610413888834,0.924206273176198,0.937393622917287,0.936982774433061,0.192597652049905,0.472208733837514,0.795200356174005,0.311370153409819,0.523125094845383,0.674354612883935,0.80989913228187
"27",26,0.340318663303813,0.0894425727536638,0.556483420390662,0.676851797306904,0.056265122335453,0.279954659023738,0.543888755518246,0.798475803397267,0.887189735412791,0.923091360087132,0.936995194466219,0.937244499196479,0.184582656333774,0.461695677052583,0.790628473485831,0.301150976807865,0.512684216317267,0.666258197524812,0.805681004947422
"28",27,0.330608294356053,0.0852125447922571,0.546006073163692,0.669101824080288,0.0532857901490955,0.269760837410949,0.533494354693208,0.793252669923277,0.884722853511574,0.921961431619022,0.93659440191647,0.937505209458634,0.176828157052578,0.451216578653521,0.785981998014229,0.291125402711881,0.502232257069653,0.6580625538224,0.801392234049082
"29",28,0.321040155427562,0.0811647364170201,0.53548781940814,0.661259004656825,0.0504557840733796,0.259804268893557,0.523070790977868,0.787930116935247,0.88220918913839,0.920816326462193,0.936191233428096,0.937764908550558,0.169331780781234,0.440780570063205,0.781260934487961,0.281299244212265,0.491778346543191,0.649771445865006,0.797032652538919
"30",29,0.311620018246382,0.077292962672444,0.524937902416911,0.653326609333914,0.0477684957167276,0.250089331087711,0.512627092401141,0.782508108033526,0.879648169493697,0.919655882788956,0.935785677129873,0.938023599797363,0.162090625063135,0.430396631292121,0.776465346533091,0.271677633672187,0.481331620996663,0.641388855484531,0.792602140927393
"31",30,0.302353201126647,0.0735910903794744,0.514365678125368,0.645308095822167,0.0452175173675438,0.240619575456167,0.502172357161371,0.776986710144383,0.877039228754717,0.918479938292491,0.935377721119595,0.938281286518205,0.155101305497009,0.420073560637224,0.771595358478503,0.26226502901546,0.470901191592607,0.632918976929539,0.788100629001895
"32",31,0.293244564731971,0.0700530550545427,0.503780582132861,0.637207105204696,0.042796646128539,0.231397751735111,0.491715722005562,0.771366097260836,0.874381808827623,0.917288330227112,0.934967353464394,0.938537972026247,0.148360002226577,0.40981994571673,0.766651157104951,0.253065223933399,0.460496112669,0.624366210552714,0.783528097517596
"33",32,0.284298510426016,0.0666728758765408,0.493192096121118,0.629027457119062,0.0404998865762945,0.222425836403883,0.481266330322865,0.76564655405423,0.871675360122137,0.916080895449976,0.934554562201052,0.938793659628629,0.141862505478057,0.399644136036393,0.761632993330048,0.244081361693456,0.450125350431264,0.615735155517837,0.778884579854803
"34",33,0.275518981103225,0.0634446688109789,0.482609713922569,0.620773144163267,0.0383214521057459,0.213705064645255,0.470833300188781,0.759828479335967,0.868919342348226,0.914857470464216,0.934139335336331,0.939048352626432,0.13560425983836,0.389554217263992,0.756541183821558,0.235315952212345,0.439797752293567,0.607030601538894,0.774170163636802
"35",34,0.266909464374203,0.0603626580037921,0.47204290749621,0.612448325532583,0.0362557651093671,0.205235965244677,0.460425692597127,0.75391238934838,0.866113225334517,0.913617891463548,0.933721660847303,0.939302054314647,0.129580407013518,0.379557987368004,0.751376112531177,0.226770892042808,0.429522017090147,0.598257519671595,0.769384992302044
"36",35,0.258472997964489,0.0574211855587542,0.461501093069861,0.604057319899514,0.0342974561307348,0.197018397886304,0.45005248011445,0.747898920863454,0.863256489867947,0.912361994378356,0.933301526681689,0.93955476798214,0.12378582685183,0.369662934754396,0.746138232140981,0.218447486915802,0.419306666366563,0.589421052185291,0.764529266624359
"37",36,0.250212177172421,0.0546147198124536,0.450993597705453,0.595604597554836,0.0324413621220286,0.189051592320718,0.439722516186209,0.741788834067928,0.860348628554125,0.911089614923283,0.932878920758205,0.939806496911627,0.118215176458789,0.35987621851221,0.740828065414685,0.210346476478205,0.409160016947363,0.580526501550996,0.759603246174793
"38",37,0.242129164221532,0.0519378622195225,0.440529626538526,0.587094771833238,0.0306825239250166,0.181334188902802,0.429444505315829,0.735583015213272,0.857389146697752,0.909800588646341,0.932453830966916,0.940057244379632,0.112862927270678,0.350204650854863,0.735446206445844,0.202468060869751,0.399090154961046,0.571579318588813,0.754607250718549
"39",38,0.234225699335358,0.0493853529584907,0.430118230934361,0.578532589852738,0.029016183085298,0.173864280027115,0.419226974326805,0.729282479009158,0.854377563202397,0.908494750979567,0.932026245169594,0.940307013656466,0.107723399990466,0.340654681819952,0.729993321795231,0.194811928791182,0.389104911485625,0.562585089825412,0.749541661540469
"40",39,0.226503113357551,0.0469520753654593,0.419768277791416,0.569922922602487,0.0274377781001235,0.16663945202124,0.40907824490462,0.722888370739283,0.851313411488819,0.907171937291225,0.931596151200082,0.940555808006191,0.102790797323038,0.331232386266423,0.724470151509676,0.187377286727932,0.379211839958881,0.553549524119322,0.744406922692437
"41",40,0.218962341737727,0.0446330592989244,0.409488420208145,0.56127075441892,0.0259429401910529,0.159656827093758,0.399006407599544,0.716401968078879,0.848196240430932,0.905831982939598,0.931163536864674,0.940803630686593,0.09805923447691,0.321943453184503,0.718877510014824,0.180162889009496,0.369418195476896,0.544478438618421,0.739203542156088
"42",41,0.211603939703263,0.0424234835346909,0.39928706971213,0.552581171895274,0.0245274886840879,0.152913104971804,0.389019297453798,0.709824682593775,0.845025615308414,0.904474723328358,0.930728389942489,0.941050484949149,0.0935227674261864,0.31279317731113,0.713216286874462,0.173167068403256,0.359730916083028,0.535377744120221,0.733932092914224
"43",42,0.204428098439198,0.0403186772850303,0.389172370231121,0.543859352274304,0.023187426071774,0.146404603902549,0.37912447139726,0.703158060901719,0.841801118774875,0.903099993963549,0.930290698185865,0.941296374039004,0.0891754189498226,0.303786453022158,0.707487447409269,0.166387766962378,0.350156606127446,0.526253429911113,0.728593213924408
"44",43,0.197434662102215,0.0383141209311863,0.379152173964398,0.535110551378427,0.021918932824118,0.140127300732695,0.369329187535375,0.696403785477551,0.838522351840382,0.901707630512186,0.929850449320751,0.941541301194935,0.0850112024853143,0.294927770452457,0.701692033168178,0.159822566869937,0.340701521755135,0.517111548165709,0.723187610988276
"45",44,0.190623145500158,0.0364054460531053,0.369234019290158,0.526340091135567,0.0207183620080238,0.134076869819318,0.359640386431406,0.689563675084993,0.835188934867044,0.900297468862489,0.929407631047107,0.94178526964933,0.0810241438508692,0.286221213776558,0.695831162245833,0.15346872104494,0.331371558558151,0.507958197991572,0.717716057510274
