"2.5%","97.5%","mean_error_model","obs","zone","povline"
"-10.2405994286774","10.1909122323234","2.73297564036151","100","rural","poor_npl1"
"-7.60223022014513","7.55711932077835","2.81666824844268","150","rural","poor_npl1"
"-6.34610350887826","6.38121690827046","2.71467847643316","200","rural","poor_npl1"
"-6.11900885924066","5.26479903772305","2.77950427285516","250","rural","poor_npl1"
"-5.46547894181547","5.30211768341825","2.8404534340149","300","rural","poor_npl1"
"-4.66347502785772","4.43469376917785","2.77743721284248","350","rural","poor_npl1"
"-4.05359502253013","4.2589491940147","2.75227316975967","400","rural","poor_npl1"
"-3.89966160102076","3.59936336632759","2.74272702138167","450","rural","poor_npl1"
"-3.53558044931365","3.33577947828579","2.75636293256639","500","rural","poor_npl1"
"-4.71742503069645","4.65150482686609","-1.64497518256367","100","urban","poor_npl1"
"-3.62409293630252","3.63484158611826","-1.56939792465064","150","urban","poor_npl1"
"-3.12489535318852","3.13734736854179","-1.40680228568318","200","urban","poor_npl1"
"-2.44483705395901","2.37508808596098","-1.49245224147901","250","urban","poor_npl1"
"-2.20686816057195","2.03731018657328","-1.55990208785405","300","urban","poor_npl1"
"-1.60852513490165","1.69866363155022","-1.47010195863372","350","urban","poor_npl1"
"-1.38525460916913","1.45148677114299","-1.49662676944638","400","urban","poor_npl1"
"-1.09972850208806","1.07016792489397","-1.52644212266827","450","urban","poor_npl1"
"-0.692107906649912","0.759763393545747","-1.53526347226445","500","urban","poor_npl1"
"-9.72863326218302","9.09164257059121","1.78430625712282","100","full","poor_npl1"
"-7.34734666586161","6.82920611615555","1.72530721916869","150","full","poor_npl1"
"-6.37997208915259","6.16974221872079","1.77905062804101","200","full","poor_npl1"
"-6.10700190610526","5.60442949545258","1.51935491010558","250","full","poor_npl1"
"-5.16132661133303","4.92690671934115","1.64885105207612","300","full","poor_npl1"
"-4.44197614145536","4.42296854094223","1.58367552992774","350","full","poor_npl1"
"-4.21427101430453","3.93980986989236","1.67375196886557","400","full","poor_npl1"
"-3.78985563689962","3.99869006947112","1.72655922124762","450","full","poor_npl1"
"-3.61186175233036","3.50075797328083","1.72281932918195","500","full","poor_npl1"
