"","cutoff","2.5%_excl","5%_excl","50%_excl","95%_excl","97.5%_excl","2.5%_incl","5%_incl","50%_incl","95%_incl","97.5%_incl","obs","zone","povline"
"2","5","0.96","0.964285714285714","1","1","1","0","0","0","0","0","100","rural","poor_npl1"
"3","10","0.92","0.931034482758621","1","1","1","0","0","0","0","0","100","rural","poor_npl1"
"4","15","0.833333333333333","0.851851851851852","0.952380952380952","1","1","0","0","0","0.0133333333333333","0.0138888888888889","100","rural","poor_npl1"
"5","20","0.703611111111111","0.727272727272727","0.84375","0.956521739130435","0.962962962962963","0","0","0.0135135135135135","0.04","0.0434782608695652","100","rural","poor_npl1"
"6","25","0.52","0.54991935483871","0.7","0.833333333333333","0.857305194805195","0.0128205128205128","0.0136986301369863","0.0544242873009996","0.104477611940299","0.1127072561954","100","rural","poor_npl1"
"7","30","0.333333333333333","0.363636363636364","0.52","0.689655172413793","0.714285714285714","0.072463768115942","0.0833333333333333","0.146666666666667","0.222222222222222","0.23458605664488","100","rural","poor_npl1"
"8","35","0.19047619047619","0.214285714285714","0.366666666666667","0.52","0.538541666666667","0.189189189189189","0.208924129353234","0.291402953586498","0.371446886446886","0.390285102175346","100","rural","poor_npl1"
"9","40","0.0475649350649351","0.0767806267806268","0.2","0.333333333333333","0.354838709677419","0.373091684434968","0.386666666666667","0.479452054794521","0.569710669077758","0.588318144159072","100","rural","poor_npl1"
"10","45","0","0","0.107142857142857","0.206968390804598","0.238095238095238","0.542827380952381","0.555555555555556","0.647058823529412","0.728571428571429","0.743589743589744","100","rural","poor_npl1"
"11","50","0","0","0.0333333333333333","0.0909090909090909","0.107242063492063","0.684134248665141","0.697368421052632","0.772151898734177","0.846153846153846","0.855170011148272","100","rural","poor_npl1"
"12","55","0","0","0","0.0588235294117647","0.0740740740740741","0.791666666666667","0.805555555555556","0.871428571428571","0.924280303030303","0.934210526315789","100","rural","poor_npl1"
"13","60","0","0","0","0.0416666666666667","0.0476190476190476","0.894736842105263","0.905405405405405","0.948051948051948","0.986301369863014","0.987179487179487","100","rural","poor_npl1"
"14","65","0","0","0","0","0","0.932432432432432","0.940253279059249","0.973684210526316","1","1","100","rural","poor_npl1"
"15","70","0","0","0","0","0","0.953846153846154","0.958904109589041","0.986301369863014","1","1","100","rural","poor_npl1"
"16","75","0","0","0","0","0","0.971830985915493","0.973333333333333","1","1","1","100","rural","poor_npl1"
"17","80","0","0","0","0","0","0.985294117647059","0.985915492957746","1","1","1","100","rural","poor_npl1"
"18","85","0","0","0","0","0","0.985714285714286","0.986486486486487","1","1","1","100","rural","poor_npl1"
"19","90","0","0","0","0","0","1","1","1","1","1","100","rural","poor_npl1"
"20","95","0","0","0","0","0","1","1","1","1","1","100","rural","poor_npl1"
"21","5","0.991664915966387","0.991803278688525","1","1","1","0","0","0","0","0","500","rural","poor_npl1"
"22","10","0.966942148760331","0.968503937007874","0.984251968503937","1","1","0","0","0","0","0","500","rural","poor_npl1"
"23","15","0.907563025210084","0.912698412698413","0.939162618551932","0.962962962962963","0.969465648854962","0","0","0","0.00277046783625731","0.00278551532033426","500","rural","poor_npl1"
"24","20","0.791991666666667","0.798449612403101","0.839199554620809","0.879460992907801","0.886542153255479","0.00539083557951483","0.00762236913499158","0.0138121546961326","0.0219178082191781","0.023936170212766","500","rural","poor_npl1"
"25","25","0.630748031496063","0.639675475453339","0.688405797101449","0.741935483870968","0.751826189561495","0.0392144063891875","0.0419892539610559","0.0563002680965147","0.0710382513661202","0.0725817714903586","500","rural","poor_npl1"
"26","30","0.449144201254504","0.460906498015873","0.514492753623188","0.568181818181818","0.578957811194653","0.122215447154472","0.128599242717611","0.150134048257373","0.172043010752688","0.176799283101032","500","rural","poor_npl1"
"27","35","0.3","0.309332046557876","0.365367316341829","0.417916564717397","0.425555381727159","0.25804921758895","0.264150943396226","0.293193717277487","0.322318565686673","0.326028886241811","500","rural","poor_npl1"
"28","40","0.147534629559029","0.158311403508772","0.201365585384042","0.246037851037851","0.253978696741855","0.438464476699771","0.448058750717024","0.481770338822125","0.512132667148774","0.518719093209131","500","rural","poor_npl1"
"29","45","0.0686892782789729","0.0737704918032787","0.108527131782946","0.145038167938931","0.150031512605042","0.607142857142857","0.612180040264596","0.642276422764228","0.67412330547818","0.679347826086957","500","rural","poor_npl1"
"30","50","0.00787247785433071","0.00917431192660551","0.0305343511450382","0.05","0.0546875","0.740639181962711","0.744623655913978","0.771001176124669","0.797843665768194","0.802301623686724","500","rural","poor_npl1"
"31","55","0","0","0.0148148148148148","0.0252207662726107","0.0300751879699248","0.845523577235772","0.848167539267016","0.86853228962818","0.88951581328577","0.892763787820758","500","rural","poor_npl1"
"32","60","0","0","0.0075187969924812","0.015748031496063","0.0161290322580645","0.930102817146335","0.932607204116638","0.945945945945946","0.960005319148936","0.964088397790055","500","rural","poor_npl1"
"33","65","0","0","0","0","0","0.959785522788204","0.962264150943396","0.972826086956522","0.983473344836981","0.984084880636605","500","rural","poor_npl1"
"34","70","0","0","0","0","0","0.975476839237057","0.975932603116801","0.983957219251337","0.991957104557641","0.992188511981865","500","rural","poor_npl1"
"35","75","0","0","0","0","0","0.986338797814208","0.986666666666667","0.992021276595745","0.997354497354497","1","500","rural","poor_npl1"
"36","80","0","0","0","0","0","0.994459833795014","0.994520547945206","0.997311827956989","1","1","500","rural","poor_npl1"
"37","85","0","0","0","0","0","0.997206703910615","0.997222222222222","1","1","1","500","rural","poor_npl1"
"38","90","0","0","0","0","0","1","1","1","1","1","500","rural","poor_npl1"
"39","95","0","0","0","0","0","1","1","1","1","1","500","rural","poor_npl1"
"40","5","1","1","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"41","10","1","1","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"42","15","1","1","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"43","20","0.8325","0.857142857142857","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"44","25","0.714285714285714","0.75","0.909090909090909","1","1","0","0","0","0.010989010989011","0.0112359550561798","100","urban","poor_npl1"
"45","30","0.5","0.555555555555556","0.8","1","1","0","0","0","0.010989010989011","0.0112359550561798","100","urban","poor_npl1"
"46","35","0.4","0.5","0.727272727272727","1","1","0","0","0.0112359550561798","0.0337078651685393","0.0434782608695652","100","urban","poor_npl1"
"47","40","0.285714285714286","0.375","0.636363636363636","0.9","1","0","0.0106382978723404","0.032967032967033","0.0659340659340659","0.0736842105263158","100","urban","poor_npl1"
"48","45","0.125","0.142857142857143","0.4","0.666666666666667","0.75","0.032258064516129","0.0420833333333333","0.0769230769230769","0.125065789473684","0.134831460674157","100","urban","poor_npl1"
"49","50","0","0","0.25","0.5","0.571428571428571","0.0752688172043011","0.08786430960344","0.141304347826087","0.2","0.211111111111111","100","urban","poor_npl1"
"50","55","0","0","0.142857142857143","0.4","0.444444444444444","0.153846153846154","0.168539325842697","0.235955056179775","0.302083333333333","0.318693009118541","100","urban","poor_npl1"
"51","60","0","0","0.125","0.333333333333333","0.4","0.288850574712644","0.303306413857678","0.376344086021505","0.455555555555556","0.473118279569892","100","urban","poor_npl1"
"52","65","0","0","0","0.2","0.222222222222222","0.428571428571429","0.446808510638298","0.528089887640449","0.602272727272727","0.617045182883098","100","urban","poor_npl1"
"53","70","0","0","0","0.2","0.222222222222222","0.597774051803885","0.617977528089888","0.691489361702128","0.763440860215054","0.777777777777778","100","urban","poor_npl1"
"54","75","0","0","0","0","0","0.735592443140132","0.749868421052632","0.808988764044944","0.866666666666667","0.876438826466916","100","urban","poor_npl1"
"55","80","0","0","0","0","0","0.857103174603175","0.863157894736842","0.911111111111111","0.955056179775281","0.957894736842105","100","urban","poor_npl1"
"56","85","0","0","0","0","0","0.923892140468227","0.930994386527666","0.964705882352941","0.989247311827957","0.989473684210526","100","urban","poor_npl1"
"57","90","0","0","0","0","0","0.966292134831461","0.967391304347826","0.989130434782609","1","1","100","urban","poor_npl1"
"58","95","0","0","0","0","0","1","1","1","1","1","100","urban","poor_npl1"
"59","5","1","1","1","1","1","0","0","0","0","0","500","urban","poor_npl1"
"60","10","1","1","1","1","1","0","0","0","0","0","500","urban","poor_npl1"
"61","15","1","1","1","1","1","0","0","0","0","0","500","urban","poor_npl1"
"62","20","0.972222222222222","0.972972972972973","0.975","1","1","0","0","0","0","0","500","urban","poor_npl1"
"63","25","0.891891891891892","0.894736842105263","0.904761904761905","0.930232558139535","0.947368421052632","0","0","0.00217391304347826","0.00218818380743982","0.00218818380743982","500","urban","poor_npl1"
"64","30","0.763157894736842","0.769230769230769","0.794871794871795","0.829268292682927","0.837837837837838","0","0","0.00217391304347826","0.00218818380743982","0.00218818380743982","500","urban","poor_npl1"
"65","35","0.692307692307692","0.692307692307692","0.725","0.763157894736842","0.775","0.0108695652173913","0.0129589632829374","0.0152838427947598","0.0174672489082969","0.0175054704595186","500","urban","poor_npl1"
"66","40","0.594594594594595","0.6","0.634146341463415","0.675675675675676","0.684210526315789","0.0302359518135101","0.0304347826086957","0.036677496834736","0.0392156862745098","0.0393013100436681","500","urban","poor_npl1"
"67","45","0.361111111111111","0.375","0.41025641025641","0.45","0.450178571428571","0.0720524017467249","0.0740740740740741","0.0807860262008734","0.0869565217391304","0.0873362445414847","500","urban","poor_npl1"
