"holder_id","household_id","household_id2","rural","pw_w3","ea_id","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","ph_snrq00","ph_snrq01","ph_snrq02","ph_snrq03","obs"
"0307050240506601","03070502405066","030705088802405066",1,5481.625,"03070502405",3,7,5,24,5,66,1,"N01","YAKABABI GEBEYA",10,2,1
"0307050240508701","03070502405087","030705088802405087",1,5481.625,"03070502405",3,7,5,24,5,87,1,"N01","YAKABABI GEBEYA",10,2,1
"0307050240510801","03070502405108","030705088802405108",1,5481.625,"03070502405",3,7,5,24,5,108,1,"N01","YAKABABI GEBEYA",10,2,1
"0307050240512901","03070502405129","030705088802405129",1,5481.625,"03070502405",3,7,5,24,5,129,1,"N01","YAKABABI GEBEYA",10,2,1
"0307050240515001","03070502405150","030705088802405150",1,5481.625,"03070502405",3,7,5,24,5,150,1,"N01","YAKABABI GEBEYA",10,2,1
"0307050240517101","03070502405171","030705088802405171",1,5481.625,"03070502405",3,7,5,24,5,171,1,"N01","YAKABABI GEBEYA",10,2,1
"0307050240517101","03070502405171","030705088802405171",1,5481.625,"03070502405",3,7,5,24,5,171,1,"N02","WANA GEBEYA",13,5,2
"0307050240519201","03070502405192","030705088802405192",1,5481.625,"03070502405",3,7,5,24,5,192,1,"N01","YAKABABI GEBEYA",10,2,1
"0307050240519201","03070502405192","030705088802405192",1,5481.625,"03070502405",3,7,5,24,5,192,1,"N02","WANA GEBEYA",13,5,2
"0307080140201601","03070801402016","030708088801402016",1,5700.29150390625,"03070801402",3,7,8,14,2,16,1,"N01","BEWANA GEBEYA YEGL NGADIE",14,3,1
"0307080140201601","03070801402016","030708088801402016",1,5700.29150390625,"03070801402",3,7,8,14,2,16,1,"N02","WANA GEBEYA",13,3,2
"0307080140202301","03070801402023","030708088801402023",1,5700.29150390625,"03070801402",3,7,8,14,2,23,1,"N01","YAKABABI GEBEYA",10,3,1
"0307080140202301","03070801402023","030708088801402023",1,5700.29150390625,"03070801402",3,7,8,14,2,23,1,"N02","WANA GEBEYA",13,3,2
"0307080140203701","03070801402037","030708088801402037",1,5700.29150390625,"03070801402",3,7,8,14,2,37,1,"N01","YAKABABI GEBYA",10,3,1
"0307080140204401","03070801402044","030708088801402044",1,5700.29150390625,"03070801402",3,7,8,14,2,44,1,"N01","YAKABABI GEBEYA",10,3,1
"0307080140204401","03070801402044","030708088801402044",1,5700.29150390625,"03070801402",3,7,8,14,2,44,1,"N02","WANA GTEBEYA",13,3,2
"0307080140206501","03070801402065","030708088801402065",1,5700.29150390625,"03070801402",3,7,8,14,2,65,1,"N01","WANA GEBEYA",13,3,1
"0307080140206501","03070801402065","030708088801402065",1,5700.29150390625,"03070801402",3,7,8,14,2,65,1,"N02","BEWANA GEBEYAW YEGL NGADIE",14,3,2
"0307080140208601","03070801402086","030708088801402086",1,5700.29150390625,"03070801402",3,7,8,14,2,86,1,"N01","WANA GEBEYA",13,3,1
"0307080140208601","03070801402086","030708088801402086",1,5700.29150390625,"03070801402",3,7,8,14,2,86,1,"N02","BWANA GEBEYAW YEGL NGADIE",14,3,2
"0307080140208602","03070801402086","030708088801402086",1,5700.29150390625,"03070801402",3,7,8,14,2,86,2,"N01","WANA GEBEYA",13,3,1
"0307080140208602","03070801402086","030708088801402086",1,5700.29150390625,"03070801402",3,7,8,14,2,86,2,"N02","BEWANA GBEYAW YEGL NGASDIE",14,3,2
"0307080140210701","03070801402107","030708088801402107",1,5700.29150390625,"03070801402",3,7,8,14,2,107,1,"N01","BEWANA GEBEYAW YEGL NEGADIE",14,3,1
"0307080140210701","03070801402107","030708088801402107",1,5700.29150390625,"03070801402",3,7,8,14,2,107,1,"N02","YAKABABI GEBEYA",10,3,2
"0307080140212802","03070801402128","030708088801402128",1,5700.29150390625,"03070801402",3,7,8,14,2,128,2,"N01","WANA GEBEYA",13,3,1
"0307080140214903","03070801402149","030708088801402149",1,5700.29150390625,"03070801402",3,7,8,14,2,149,3,"N01","WANA GEBEYA",13,3,1
"0307080140217001","03070801402170","030708088801402170",1,5700.29150390625,"03070801402",3,7,8,14,2,170,1,"N01","YAKABABI GEBEYA",10,3,1
"0307080140219101","03070801402191","030708088801402191",1,5700.29150390625,"03070801402",3,7,8,14,2,191,1,"N01","WANA\ GEBEYA",13,3,1
"0307080140219101","03070801402191","030708088801402191",1,5700.29150390625,"03070801402",3,7,8,14,2,191,1,"N02","BEWANAW GEBEYA YEGEL NEGADIE",14,3,2
"0307100170300201","03071001703002","030710088801703002",1,12702.48828125,"03071001703",3,7,10,17,3,2,1,"N01","MKETE BEHAILU",12,2,1
"0307100170302001","03071001703020","030710088801703020",1,12702.48828125,"03071001703",3,7,10,17,3,20,1,"N01","ABESAE YRGA",12,2,1
"0307100170302001","03071001703020","030710088801703020",1,12702.48828125,"03071001703",3,7,10,17,3,20,1,"N02","MELAKU",12,2,2
"0307100170305601","03071001703056","030710088801703056",1,12702.48828125,"03071001703",3,7,10,17,3,56,1,"N01","MEL;AKU TAMENE",12,2,1
"0307100170307501","03071001703075","030710088801703075",1,12702.48828125,"03071001703",3,7,10,17,3,75,1,"N01","AKMRO TEHAY",2,2,1
"0307100170307501","03071001703075","030710088801703075",1,12702.48828125,"03071001703",3,7,10,17,3,75,1,"N02","GBYA LAY LETETEKAM",13,3,2
"0307100170307501","03071001703075","030710088801703075",1,12702.48828125,"03071001703",3,7,10,17,3,75,1,"N03","MOTBAYNOR MANAMNIE",2,2,3
"0307100170309301","03071001703093","030710088801703093",1,12702.48828125,"03071001703",3,7,10,17,3,93,1,"N01","ALESEW YRGA",12,2,1
"0307100170309301","03071001703093","030710088801703093",1,12702.48828125,"03071001703",3,7,10,17,3,93,1,"N02","MEKETE BEHAILU",12,2,2
"0307100170311101","03071001703111","030710088801703111",1,12702.48828125,"03071001703",3,7,10,17,3,111,1,"N01","MEKETE BEHAILU",12,2,1
"0307100170314801","03071001703148","030710088801703148",1,12702.48828125,"03071001703",3,7,10,17,3,148,1,"N01","WEDIE MEBRI",12,2,1
"0307100170314801","03071001703148","030710088801703148",1,12702.48828125,"03071001703",3,7,10,17,3,148,1,"N02","HGU ZEMEN",12,2,2
"0307100170316601","03071001703166","030710088801703166",1,12702.48828125,"03071001703",3,7,10,17,3,166,1,"N01","MEKETE BEHAILU",12,2,1
"0307100170316601","03071001703166","030710088801703166",1,12702.48828125,"03071001703",3,7,10,17,3,166,1,"N02","ALESEW YRGA",12,2,2
"0307130130400401","03071301304004","030713088801304004",1,7887.3623046875,"03071301304",3,7,13,13,4,4,1,"N01","NEGADI WANA GEBEYA",14,4,1
"0307130130400401","03071301304004","030713088801304004",1,7887.3623046875,"03071301304",3,7,13,13,4,4,1,"N02","GEBEYA",13,4,2
"0307130130402201","03071301304022","030713088801304022",1,7887.3623046875,"03071301304",3,7,13,13,4,22,1,"N01","GEBEYA",13,4,1
"0307130130404001","03071301304040","030713088801304040",1,7887.3623046875,"03071301304",3,7,13,13,4,40,1,"N01","GEBEYA",13,4,1
"0307130130407801","03071301304078","030713088801304078",1,7887.3623046875,"03071301304",3,7,13,13,4,78,1,"N01","YEGELE NEGADI",14,3,1
"0307130130411401","03071301304114","030713088801304114",1,7887.3623046875,"03071301304",3,7,13,13,4,114,1,"N01","GEBEYA",13,3,1
"0307130130415001","03071301304150","030713088801304150",1,7887.3623046875,"03071301304",3,7,13,13,4,150,1,"N01","NEGADIE",14,3,1
"0307130130416801","03071301304168","030713088801304168",1,7887.3623046875,"03071301304",3,7,13,13,4,168,1,"N01","NEGADE",14,3,1
"0307130130416801","03071301304168","030713088801304168",1,7887.3623046875,"03071301304",3,7,13,13,4,168,1,"N02","GEBEYE",13,3,2
"0307130130418601","03071301304186","030713088801304186",1,7887.3623046875,"03071301304",3,7,13,13,4,186,1,"N01","BEWANA GBEYA YEGL NGADIE",14,3,1
"0308020150314001","03080201503140","030802088801503140",1,3540.16821289063,"03080201503",3,8,2,15,3,140,1,"N01","YAKABABY GEBEYA",10,2,1
"0308020150317601","03080201503176","030802088801503176",1,3540.16821289063,"03080201503",3,8,2,15,3,176,1,"N01","YAKABABY GEBEYA",10,2,1
"0308030010722901","03080300107229","030803010100107229",2,4093.037109375,"03080300107",3,8,3,1,7,229,1,"N01","YAKABABY GEBEYA",10,2,1
"0308030060308601","03080300603086","030803088800603086",1,3176.8017578125,"03080300603",3,8,3,6,3,86,1,"N01","WANA GEBEYA",13,2,1
"0308030060319901","03080300603199","030803088800603199",1,3176.8017578125,"03080300603",3,8,3,6,3,199,1,"N01","YEGIL NEGADE",11,2,1
"0308030060325901","03080300603259","030803088800603259",1,3176.8017578125,"03080300603",3,8,3,6,3,259,1,"N01","WANA GEBEYA",13,2,1
"0308040050300301","03080400503003","030804088800503003",1,2742.36865234375,"03080400503",3,8,4,5,3,3,1,"N01","ASE KETEMA",13,3,1
"0308040050303301","03080400503033","030804088800503033",1,2742.36865234375,"03080400503",3,8,4,5,3,33,1,"N01","ASE KETEMA",13,4,1
"0308040050304801","03080400503048","030804088800503048",1,2742.36865234375,"03080400503",3,8,4,5,3,48,1,"N01","ASE KETEMA",13,4,1
"0308040050306401","03080400503064","030804088800503064",1,2742.36865234375,"03080400503",3,8,4,5,3,64,1,"N01","ASE KETEMA",13,4,1
"0308040050307901","03080400503079","030804088800503079",1,2742.36865234375,"03080400503",3,8,4,5,3,79,1,"N01","ASE KETEMA",13,4,1
"0308040050309501","03080400503095","030804088800503095",1,2742.36865234375,"03080400503",3,8,4,5,3,95,1,"N01","ASE KETEMA",13,4,1
"0308040050311001","03080400503110","030804088800503110",1,2742.36865234375,"03080400503",3,8,4,5,3,110,1,"N01","YEAKABABI GEBEYA",10,4,1
"0308040050312501","03080400503125","030804088800503125",1,2742.36865234375,"03080400503",3,8,4,5,3,125,1,"N01","ASE KETEMA",13,4,1
"0308040050314001","03080400503140","030804088800503140",1,2742.36865234375,"03080400503",3,8,4,5,3,140,1,"N01","ASE KETEMA",13,4,1
"0308040050314201","03080400503142","030804088800503142",1,320.744903564453,"03080400503",3,8,4,5,3,142,1,"N01","ASE KETEMA",13,4,1
"0309010120200101","03090101202001","030901088801202001",1,4374.0234375,"03090101202",3,9,1,12,2,1,1,"N01","YAKABABE GEBEYA",10,2,1
"0309010120201101","03090101202011","030901088801202011",1,4374.0234375,"03090101202",3,9,1,12,2,11,1,"N01","LEGEBERE MAHIBERAT",26,2,1
"0309010120201101","03090101202011","030901088801202011",1,4374.0234375,"03090101202",3,9,1,12,2,11,1,"N02","YEGEDEL NEGADE",11,2,2
"0309010120201601","03090101202016","030901088801202016",1,4374.0234375,"03090101202",3,9,1,12,2,16,1,"N01","YE AKABABE GEBEYA",10,2,1
"0309010120202601","03090101202026","030901088801202026",1,4374.0234375,"03090101202",3,9,1,12,2,26,1,"N01","YE AKABABE GEBEYA",10,2,1
"0309010120203101","03090101202031","030901088801202031",1,4374.0234375,"03090101202",3,9,1,12,2,31,1,"N01","YAKABABE GEBEYA LETTEKAME",10,2,1
"0309010120206101","03090101202061","030901088801202061",1,4374.0234375,"03090101202",3,9,1,12,2,61,1,"N01","YAKABABE GEBEYA",10,2,1
"0309010120207603","03090101202076","030901088801202076",1,4374.0234375,"03090101202",3,9,1,12,2,76,3,"N01","WANA GEBEYA",14,2,1
"0309010120209201","03090101202092","030901088801202092",1,4374.0234375,"03090101202",3,9,1,12,2,92,1,"N01","YEBIDERRNA KUTEBA HIBRET SIRA",22,2,1
"0309010120210701","03090101202107","030901088801202107",1,4374.0234375,"03090101202",3,9,1,12,2,107,1,"N01","BE WANA GEBEYA",14,2,1
"0309010120212201","03090101202122","030901088801202122",1,4374.0234375,"03090101202",3,9,1,12,2,122,1,"N01","YA AKABABE GEBEYA",10,2,1
"0309010120213701","03090101202137","030901088801202137",1,4374.0234375,"03090101202",3,9,1,12,2,137,1,"N01","WANA GEBEYA",14,2,1
"0309020320100201","03090203201002","030902088803201002",1,3384.3935546875,"03090203201",3,9,2,32,1,2,1,"N01","TILILI",13,4,1
"0309020320109301","03090203201093","030902088803201093",1,3384.3935546875,"03090203201",3,9,2,32,1,93,1,"N01","TILILI",13,4,1
"0309020320116501","03090203201165","030902088803201165",1,3384.3935546875,"03090203201",3,9,2,32,1,165,1,"N01","TILILI",13,4,1
"0309040070204001","03090400702040","030904088800702040",1,4476.9638671875,"03090400702",3,9,4,7,2,40,1,"N01","WANA GEBEYA",13,4,1
"0309040070205801","03090400702058","030904088800702058",1,4476.9638671875,"03090400702",3,9,4,7,2,58,1,"N01","WANA GEBEYA",13,4,1
"0309040070211201","03090400702112","030904088800702112",1,4476.9638671875,"03090400702",3,9,4,7,2,112,1,"N01","WANA GEBEYA",13,4,1
"0309040070213001","03090400702130","030904088800702130",1,4476.9638671875,"03090400702",3,9,4,7,2,130,1,"N01","WANA GEBEYA",13,4,1
"0309040070214801","03090400702148","030904088800702148",1,4476.9638671875,"03090400702",3,9,4,7,2,148,1,"N01","WANA GEBEYA",13,4,1
"0309050110206301","03090501102063","030905088801102063",1,5463.38330078125,"03090501102",3,9,5,11,2,63,1,"N01","YAKABABI GEBEYA",10,3,1
"0309050110207901","03090501102079","030905088801102079",1,5463.38330078125,"03090501102",3,9,5,11,2,79,1,"N01","YAKABABI GEBEYA",10,3,1
"0309050110214101","03090501102141","030905088801102141",1,5463.38330078125,"03090501102",3,9,5,11,2,141,1,"N01","YAKABABI GEBEYA",10,3,1
"0310010110602201","03100101106022","031001088801106022",1,3001.5625,"03100101106",3,10,1,11,6,22,1,"N01","LEGELE NEGADE",11,3,1
"0310010110602201","03100101106022","031001088801106022",1,3001.5625,"03100101106",3,10,1,11,6,22,1,"N02","LENGADE",11,3,2
"0310010110602201","03100101106022","031001088801106022",1,3001.5625,"03100101106",3,10,1,11,6,22,1,"N03","WEGA GEBYA",13,3,3
"0310010110603601","03100101106036","031001088801106036",1,3001.5625,"03100101106",3,10,1,11,6,36,1,"N01","YAKEBAME GEBYA",10,3,1
"0310010110607701","03100101106077","031001088801106077",1,3001.5625,"03100101106",3,10,1,11,6,77,1,"N01","YAKABABE GEBYA",10,3,1
"0310010110612201","03100101106122","031001088801106122",1,3001.5625,"03100101106",3,10,1,11,6,122,1,"N01","YAKABABEY GEBYA",10,3,1
"0310010110612201","03100101106122","031001088801106122",1,3001.5625,"03100101106",3,10,1,11,6,122,1,"N02","YAKABABE NEGADE",12,3,2
"0310010110614201","03100101106142","031001088801106142",1,3001.5625,"03100101106",3,10,1,11,6,142,1,"N01","YAKABABE GEBEYA",10,3,1
"0310010110615901","03100101106159","031001088801106159",1,3001.5625,"03100101106",3,10,1,11,6,159,1,"N01","LAKABABEWE GEBEYA",10,3,1
"0310020160100401","03100201601004","031002088801601004",1,2748.33666992188,"03100201601",3,10,2,16,1,4,1,"N01","WANA GEBYA",13,4,1
"0310020160101901","03100201601019","031002088801601019",1,2748.33666992188,"03100201601",3,10,2,16,1,19,1,"N01","WENA GEBYA",13,4,1
"0310020160103401","03100201601034","031002088801601034",1,2748.33666992188,"03100201601",3,10,2,16,1,34,1,"N01","WANA GEBYA",13,4,1
"0310020160104901","03100201601049","031002088801601049",1,2748.33666992188,"03100201601",3,10,2,16,1,49,1,"N01","WENA GEBEYA",13,4,1
"0310020160108001","03100201601080","031002088801601080",1,2748.33666992188,"03100201601",3,10,2,16,1,80,1,"N01","WANE GEBYA",13,4,1
"0310020160108001","03100201601080","031002088801601080",1,2748.33666992188,"03100201601",3,10,2,16,1,80,1,"N02","GADGN GORBETE",2,1,2
"0310020160109602","03100201601096","031002088801601096",1,2748.33666992188,"03100201601",3,10,2,16,1,96,2,"N01","WANA GEBYA",13,4,1
"0310020160111101","03100201601111","031002088801601111",1,2748.33666992188,"03100201601",3,10,2,16,1,111,1,"N01","WANE GEBYA",13,4,1
"0310020160115001","03100201601150","031002088801601150",1,331.124908447266,"03100201601",3,10,2,16,1,150,1,"N01","WANA GEBYA",13,4,1
"0310040010303201","03100400103032","031004010100103032",2,2973.0654296875,"03100400103",3,10,4,1,3,32,1,"N01","LEZEMED LEGUADEGN",2,4,1
"0310040010303201","03100400103032","031004010100103032",2,2973.0654296875,"03100400103",3,10,4,1,3,32,1,"N02","LEZEMED LEGUADEGN",2,4,2
"0310040040802401","03100400408024","031004088800408024",1,3276.11987304688,"03100400408",3,10,4,4,8,24,1,"N01","CHERETY GEBEYA",10,2,1
"0310040040808001","03100400408080","031004088800408080",1,3276.11987304688,"03100400408",3,10,4,4,8,80,1,"N01","CHERETY GEBEYA",10,2,1
"0310040040814101","03100400408141","031004088800408141",1,3276.11987304688,"03100400408",3,10,4,4,8,141,1,"N01","CHRETI GEBEYA",10,2,1
"0310040040814101","03100400408141","031004088800408141",1,3276.11987304688,"03100400408",3,10,4,4,8,141,1,"N02","CHEFROBIT GEBEYA",13,4,2
"0310040040818301","03100400408183","031004088800408183",1,3276.11987304688,"03100400408",3,10,4,4,8,183,1,"N01","CHERETY GEBEYA",10,2,1
"0310040040820301","03100400408203","031004088800408203",1,3276.11987304688,"03100400408",3,10,4,4,8,203,1,"N01","CHERETY GEBEYA",10,2,1
"0312010010100301","03120100101003","031201088800101003",1,259.194061279297,"03120100101",3,12,1,1,1,3,1,"N01","LEGEBYATEGN SEWE",10,2,1
"0312010010104101","03120100101041","031201088800101041",1,259.194061279297,"03120100101",3,12,1,1,1,41,1,"N01","BEGBYA LAYE WESEDO",13,2,1
"0312010010105701","03120100101057","031201088800101057",1,259.194061279297,"03120100101",3,12,1,1,1,57,1,"N01","BEGEBYA LEY YTESTEWE",13,2,1
"0312010010110301","03120100101103","031201088800101103",1,259.194061279297,"03120100101",3,12,1,1,1,103,1,"N01","YAKABABE GEBYA",33,2,1
"0312010030309301","03120100303093","031201088800303093",1,253.910614013672,"03120100303",3,12,1,3,3,93,1,"N01","WANA GEBYA YEGELE NEGEDE",14,3,1
"0312010030311209","03120100303112","031201088800303112",1,253.910614013672,"03120100303",3,12,1,3,3,112,9,"N01","YEGELE NEGADE AYTAWEKEME",13,4,1
"0312010030316701","03120100303167","031201088800303167",1,253.910614013672,"03120100303",3,12,1,3,3,167,1,"N01","ASENE FEDLU",14,1,1
"0312010030316701","03120100303167","031201088800303167",1,253.910614013672,"03120100303",3,12,1,3,3,167,1,"N02","ENDRESE HAGOSE",14,3,2
"0312010050402801","03120100504028","031201088800504028",1,158.107955932617,"03120100504",3,12,1,5,4,28,1,"N01","TEMAME MOHAMEDE",11,4,1
"0312010050404101","03120100504041","031201088800504041",1,158.107955932617,"03120100504",3,12,1,5,4,41,1,"N01","ENDRESE ABDUE",11,4,1
"0312010050404101","03120100504041","031201088800504041",1,158.107955932617,"03120100504",3,12,1,5,4,41,1,"N02","TEMAME MOHAMEDE",11,4,2
"0312010050404101","03120100504041","031201088800504041",1,158.107955932617,"03120100504",3,12,1,5,4,41,1,"N03","GEBY",10,4,3
"0312010050410801","03120100504108","031201088800504108",1,158.107955932617,"03120100504",3,12,1,5,4,108,1,"N01","MOHAMEDE ABDUE",11,4,1
"0312010050410801","03120100504108","031201088800504108",1,158.107955932617,"03120100504",3,12,1,5,4,108,1,"N02","GEBYA",10,4,2
"0312010050412001","03120100504120","031201088800504120",1,158.107955932617,"03120100504",3,12,1,5,4,120,1,"N01","ENDRESE ABDUE",11,4,1
"0401010220200701","04010102202007","040101088802202007",1,6071.59326171875,"04010102202",4,1,1,22,2,7,1,"N01","YAKEBABI GEBEYA",10,2,1
"0401010220202901","04010102202029","040101088802202029",1,6071.59326171875,"04010102202",4,1,1,22,2,29,1,"N01","YAKEBABI GEBEYA",10,2,1
"0401010220202901","04010102202029","040101088802202029",1,6071.59326171875,"04010102202",4,1,1,22,2,29,1,"N02","GUADEGNA(GOREBET",2,1,2
"0401010220204001","04010102202040","040101088802202040",1,6071.59326171875,"04010102202",4,1,1,22,2,40,1,"N01","YAKEBABI GEBEYA",10,2,1
"0401010220206203","04010102202062","040101088802202062",1,6071.59326171875,"04010102202",4,1,1,22,2,62,3,"N01","YAKEBABI GEBEYA",10,2,1
"0401010220206203","04010102202062","040101088802202062",1,6071.59326171875,"04010102202",4,1,1,22,2,62,3,"N02","YEGIL NEGADE",11,2,2
"0401010220207301","04010102202073","040101088802202073",1,6071.59326171875,"04010102202",4,1,1,22,2,73,1,"N01","YAKEBABI GEBEYA",10,2,1
"0401010220210601","04010102202106","040101088802202106",1,6071.59326171875,"04010102202",4,1,1,22,2,106,1,"N01","YEGIL NEGADE YAKEBABI",11,2,1
"0401010220213901","04010102202139","040101088802202139",1,6071.59326171875,"04010102202",4,1,1,22,2,139,1,"N01","YAKEBABI GEBEYA",10,2,1
"0401010220217201","04010102202172","040101088802202172",1,6071.59326171875,"04010102202",4,1,1,22,2,172,1,"N01","YAKEBABI GEBEYA",10,2,1
"0401010220220501","04010102202205","040101088802202205",1,6071.59326171875,"04010102202",4,1,1,22,2,205,1,"N01","HYAKEBABI GEBEYA",10,2,1
"0401010220220501","04010102202205","040101088802202205",1,6071.59326171875,"04010102202",4,1,1,22,2,205,1,"N02","YEGIL NEGADE",11,1,2
"0401010220223801","04010102202238","040101088802202238",1,6071.59326171875,"04010102202",4,1,1,22,2,238,1,"N01","YEGIL NEGADE(YAKEBABI",11,2,1
"0401010220223801","04010102202238","040101088802202238",1,6071.59326171875,"04010102202",4,1,1,22,2,238,1,"N02","YAKEBABI NEGADE",11,1,2
"0401010220227101","04010102202271","040101088802202271",1,6071.59326171875,"04010102202",4,1,1,22,2,271,1,"N01","YAKEBABI GEBEYA",10,2,1
"0401010220230401","04010102202304","040101088802202304",1,6071.59326171875,"04010102202",4,1,1,22,2,304,1,"N01","YAKEBABI GEBEYA3",11,2,1
"0401060130200101","04010601302001","040106088801302001",1,4319.7275390625,"04010601302",4,1,6,13,2,1,1,"N01","GIDA",2,4,1
"0401060130202201","04010601302022","040106088801302022",1,4319.7275390625,"04010601302",4,1,6,13,2,22,1,"N01","QEN GEBEYA",13,4,1
"0401060130203601","04010601302036","040106088801302036",1,4319.7275390625,"04010601302",4,1,6,13,2,36,1,"N01","QEN GEBEYA",13,4,1
"0401060130204301","04010601302043","040106088801302043",1,4319.7275390625,"04010601302",4,1,6,13,2,43,1,"N01","QEN GEBEYA",13,4,1
"0401060130204301","04010601302043","040106088801302043",1,4319.7275390625,"04010601302",4,1,6,13,2,43,1,"N02",".",,,2
"0401060130206401","04010601302064","040106088801302064",1,4319.7275390625,"04010601302",4,1,6,13,2,64,1,"N01","QEN GEBEYA",13,4,1
"0401060130208501","04010601302085","040106088801302085",1,4319.7275390625,"04010601302",4,1,6,13,2,85,1,"N01","QEN GEBEYA",13,4,1
"0401060130210601","04010601302106","040106088801302106",1,4319.7275390625,"04010601302",4,1,6,13,2,106,1,"N01","QEN GEBEYA",13,4,1
"0401060130212701","04010601302127","040106088801302127",1,4319.7275390625,"04010601302",4,1,6,13,2,127,1,"N01","QEN GEBEYA",13,3,1
"0401060130214801","04010601302148","040106088801302148",1,4319.7275390625,"04010601302",4,1,6,13,2,148,1,"N01","QEN GEBEYA",13,4,1
"0401060130216901","04010601302169","040106088801302169",1,4319.7275390625,"04010601302",4,1,6,13,2,169,1,"N01","QEN GEBEYA",13,4,1
"0401130050101603","04011300501016","040113088800501016",1,9507.2978515625,"04011300501",4,1,13,5,1,16,3,"N01","YEGIL NEGADE (YAKEBABI)",11,4,1
"0401130050103201","04011300501032","040113088800501032",1,9507.2978515625,"04011300501",4,1,13,5,1,32,1,"N01","YAKEBABI GEBEYA",10,3,1
"0401130050104701","04011300501047","040113088800501047",1,9507.2978515625,"04011300501",4,1,13,5,1,47,1,"N01","YEGIL NEGADE",11,1,1
"0401130050104701","04011300501047","040113088800501047",1,9507.2978515625,"04011300501",4,1,13,5,1,47,1,"N02","YAKEBABI GEBEYA",10,3,2
"0401130050106201","04011300501062","040113088800501062",1,9507.2978515625,"04011300501",4,1,13,5,1,62,1,"N01","YAKEBABI GEBEYA",10,5,1
"0401130050106201","04011300501062","040113088800501062",1,9507.2978515625,"04011300501",4,1,13,5,1,62,1,"N02","YAKEBABI GEBEYA",10,4,2
"0401130050107801","04011300501078","040113088800501078",1,9507.2978515625,"04011300501",4,1,13,5,1,78,1,"N01","YAKEBABI GEBEYA",10,3,1
"0401130050109301","04011300501093","040113088800501093",1,9507.2978515625,"04011300501",4,1,13,5,1,93,1,"N01","YAKEBABI GEBEYA",10,3,1
"0401130050110901","04011300501109","040113088800501109",1,2921.23706054688,"04011300501",4,1,13,5,1,109,1,"N01","YEGIL NEGADE",11,2,1
"0401130050112501","04011300501125","040113088800501125",1,9507.2978515625,"04011300501",4,1,13,5,1,125,1,"N01","YAKEBABI GEBEYA",10,3,1
"0401130050113601","04011300501136","040113088800501136",1,2921.23706054688,"04011300501",4,1,13,5,1,136,1,"N01","YAKEBABI GEBEYA",10,3,1
"0401130050114505","04011300501145","040113088800501145",1,9507.2978515625,"04011300501",4,1,13,5,1,145,5,"N01","YAKEBABI GEBEYA",10,3,1
"0401160010308401","04011600103084","040116020100103084",2,5415.3779296875,"04011600103",4,1,16,1,3,84,1,"N01","YAAKEBABI GEBEYA",10,3,1
"0401180240201801","04011802402018","040118088802402018",1,6028.7900390625,"04011802402",4,1,18,24,2,18,1,"N01","YAKEBABI GEBEYA",10,3,1
"0401180240203901","04011802402039","040118088802402039",1,6028.7900390625,"04011802402",4,1,18,24,2,39,1,"N01","YAKEBABI GEBEYA",10,4,1
"0401180240204601","04011802402046","040118088802402046",1,6028.7900390625,"04011802402",4,1,18,24,2,46,1,"N01","YAKEBABI GEBEYA",10,3,1
"0401180240208801","04011802402088","040118088802402088",1,6028.7900390625,"04011802402",4,1,18,24,2,88,1,"N01","YAKEBABI GEBEYA",10,4,1
"0401180240215101","04011802402151","040118088802402151",1,6028.7900390625,"04011802402",4,1,18,24,2,151,1,"N01","YAKEBABI GEBEYA",10,3,1
"0401180240219301","04011802402193","040118088802402193",1,6028.7900390625,"04011802402",4,1,18,24,2,193,1,"N01","YAKEBABI GEBEYA",10,3,1
"0402040110500401","04020401105004","040204088801105004",1,7666.9296875,"04020401105",4,2,4,11,5,4,1,"N01","YEAKABABI GABIYA",10,3,1
"0402040110502201","04020401105022","040204088801105022",1,7666.9296875,"04020401105",4,2,4,11,5,22,1,"N01","YEAKABABI GABIYA",10,3,1
"0402040110505902","04020401105059","040204088801105059",1,7666.9296875,"04020401105",4,2,4,11,5,59,2,"N01","YEAKABABI GABIYA",10,4,1
"0402040110509701","04020401105097","040204088801105097",1,7666.9296875,"04020401105",4,2,4,11,5,97,1,"N01","YEAKABABI GABIYA",10,4,1
"0402040110511801","04020401105118","040204088801105118",1,7666.9296875,"04020401105",4,2,4,11,5,118,1,"N01","YEAKABABI GABIYA",10,2,1
"0402040110517601","04020401105176","040204088801105176",1,7666.9296875,"04020401105",4,2,4,11,5,176,1,"N01","YEAKABABI GABIYA",10,4,1
"0402100110200401","04021001102004","040210088801102004",1,5430.58837890625,"04021001102",4,2,10,11,2,4,1,"N01","YEAKABABI GABIYA",10,4,1
"0402100110201402","04021001102014","040210088801102014",1,5430.58837890625,"04021001102",4,2,10,11,2,14,2,"N01","YEAKABABI GABIYA",10,4,1
"0402100110201901","04021001102019","040210088801102019",1,5430.58837890625,"04021001102",4,2,10,11,2,19,1,"N01","YEAKABABI GABIYA",10,4,1
"0402100110202901","04021001102029","040210088801102029",1,5430.58837890625,"04021001102",4,2,10,11,2,29,1,"N01","YEAKABABI GABIYA",10,4,1
"0402100110202901","04021001102029","040210088801102029",1,5430.58837890625,"04021001102",4,2,10,11,2,29,1,"N02","TEZAWAWARI GABIYA",9,1,2
"0402100110203401","04021001102034","040210088801102034",1,5430.58837890625,"04021001102",4,2,10,11,2,34,1,"N01","YEAKABABI GABIYA",10,4,1
