"holder_id","household_id","household_id2","rural","pw_w3","ea_id","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","crop_name","crop_code","ph_s12q02_a","ph_s12q02_b","ph_s12q02_c","ph_s12q02_d","ph_s12q03_a","ph_s12q03_b","ph_s12q03b","ph_s12q04","ph_s12q05","ph_s12q06","ph_s12q07","ph_s12q0b","ph_s12q08","ph_s12q08a_1","ph_s12q08a_2","ph_s12q09_a","ph_s12q09_b","ph_s12q10a_1","ph_s12q10a_2","ph_s12q10","ph_s12q11","ph_s12q12","ph_s12q13","ph_s12q14","ph_s12q15a","ph_s12q15b","ph_s12q16","ph_s12q17","ph_s12q18","ph_s12q19_a","ph_s12q19_b","ph_s12q19_c","ph_s12q19_e","ph_s12q19_f","ph_s12q19_g","ph_s12q19_h","obs"
"0405030310407701","04050303104077","040503088803104077",1,21020.689453125,"04050303104",4,5,3,31,4,77,1,"BEER ROOT",51,2008,5,2008,5,1,61,,2,,2,,,,,,,,1,61,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405030310407701","04050303104077","040503088803104077",1,21020.689453125,"04050303104",4,5,3,31,4,77,1,"ENSET",74,2007,1,2008,1,1,7,10,2,,2,,,,,,,,1,7,2,,,,1,1,7,5,1,5,100,0,0,0,0,0,100,1
"0405030310408301","04050303104083","040503088803104083",1,4777.42919921875,"04050303104",4,5,3,31,4,83,1,"BEER ROOT",51,2008,3,2008,4,1,61,,2,,2,,,,,,,,1,61,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405030310408301","04050303104083","040503088803104083",1,4777.42919921875,"04050303104",4,5,3,31,4,83,1,"GARLIC",55,2008,3,2008,4,2,123,,1,4,1,1,123,300,1,2,"N01",,0,,2,,,,1,1,123,4,2,,0,0,0,50,50,0,100,6
"0405030310408301","04050303104083","040503088803104083",1,4777.42919921875,"04050303104",4,5,3,31,4,83,1,"KALE",56,2008,2,2008,3,2,61,,2,,2,,,,,,,,2,61,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405030310408301","04050303104083","040503088803104083",1,4777.42919921875,"04050303104",4,5,3,31,4,83,1,"ENSET",74,2008,2,2008,2,1,7,10,2,,2,,,,,,,,1,7,2,,,,1,1,7,5,2,,100,0,0,0,0,0,100,5
"0405030310408301","04050303104083","040503088803104083",1,4777.42919921875,"04050303104",4,5,3,31,4,83,1,"OTHER ROOT C",98,2008,2,2008,3,1,61,,2,,2,,,,,,,,1,61,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405030310408301","04050303104083","040503088803104083",1,4777.42919921875,"04050303104",4,5,3,31,4,83,1,"OTHER VEGETABLE",123,2008,1,2008,6,2,153,,1,1,2,,,,,,,,2,153,2,,,,2,,,,,,100,0,0,0,0,0,100,4
"0405030310409001","04050303104090","040503088803104090",1,21020.689453125,"04050303104",4,5,3,31,4,90,1,"KALE",56,2008,2,2008,6,4,63,,2,,2,,,,,,,,4,63,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405030310409001","04050303104090","040503088803104090",1,21020.689453125,"04050303104",4,5,3,31,4,90,1,"ENSET",74,2007,10,2008,4,2,7,15,2,,2,,,,,,,,2,7,2,,,,1,1,7,5,2,,100,0,0,0,0,0,100,1
"0405030310409001","04050303104090","040503088803104090",1,21020.689453125,"04050303104",4,5,3,31,4,90,1,"GESHO",75,2008,2,2008,2,4,63,10,2,,2,,,,,,,,1,61,2,,,,2,,,,,,10,0,0,0,90,0,100,2
"0405030310409001","04050303104090","040503088803104090",1,21020.689453125,"04050303104",4,5,3,31,4,90,1,"RUE",81,2008,2,2008,3,1,63,,1,2,2,,,,,,,,1,61,2,,,,2,,,,,,20,0,0,0,80,0,100,5
"0405030310409001","04050303104090","040503088803104090",1,21020.689453125,"04050303104",4,5,3,31,4,90,1,"OTHER ROOT C",98,2008,1,2008,4,2,63,,2,,2,,,,,,,,0.2,63,2,,,,2,,,,,,100,0,0,0,0,0,100,4
"0405030310410301","04050303104103","040503088803104103",1,21020.689453125,"04050303104",4,5,3,31,4,103,1,"BEER ROOT",51,2008,2,2008,2,4,133,,2,,2,,,,,,,,4,133,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405030310410301","04050303104103","040503088803104103",1,21020.689453125,"04050303104",4,5,3,31,4,103,1,"CARROT",53,2008,2,2008,2,2,121,,2,,1,2,121,300,1,2,"N01",,1,133,2,,,,2,,,,,,10,0,0,0,90,0,100,7
"0405030310410301","04050303104103","040503088803104103",1,21020.689453125,"04050303104",4,5,3,31,4,103,1,"GARLIC",55,2008,4,2008,4,1,61,,2,,2,,,,,,,,1,61,2,,,,2,,,,,,100,0,0,0,0,0,100,6
"0405030310410301","04050303104103","040503088803104103",1,21020.689453125,"04050303104",4,5,3,31,4,103,1,"KALE",56,2008,2,2008,5,4,63,,2,,2,,,,,,,,4,63,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405030310410301","04050303104103","040503088803104103",1,21020.689453125,"04050303104",4,5,3,31,4,103,1,"SPINACH",69,2008,2,2008,4,3,63,,2,,2,,,,,,,,3,63,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405030310410301","04050303104103","040503088803104103",1,21020.689453125,"04050303104",4,5,3,31,4,103,1,"ENSET",74,2008,1,2008,5,2,7,15,2,,2,,,,,,,,2,7,2,,,,1,1,7,5,2,,100,0,0,0,0,0,100,4
"0405030310410301","04050303104103","040503088803104103",1,21020.689453125,"04050303104",4,5,3,31,4,103,1,"OTHER VEGETABLE",123,2007,1,2008,6,2,133,,2,,1,1.5,133,550,1,2,"N01",,0.5,133,2,,,,2,,,,,,30,0,0,0,70,0,100,1
"0405030310411501","04050303104115","040503088803104115",1,21020.689453125,"04050303104",4,5,3,31,4,115,1,"BEER ROOT",51,2008,3,2008,4,1,121,,2,,2,,,,,,,,1,121,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405030310411501","04050303104115","040503088803104115",1,21020.689453125,"04050303104",4,5,3,31,4,115,1,"CABBAGE",52,2008,3,2008,3,2,121,,1,4,1,1,123,400,1,2,"N01",,1,133,2,,,,2,,,,,,10,0,0,0,90,0,100,4
"0405030310411501","04050303104115","040503088803104115",1,21020.689453125,"04050303104",4,5,3,31,4,115,1,"GARLIC",55,2008,4,2008,4,4,123,,2,,1,3,123,3000,1,2,"N01",,1,132,2,,,,1,0.5,123,4,1,5,10,0,0,50,40,0,100,7
"0405030310411501","04050303104115","040503088803104115",1,21020.689453125,"04050303104",4,5,3,31,4,115,1,"KALE",56,2008,2,2008,4,2,61,,2,,2,,,,,,,,2,61,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405030310411501","04050303104115","040503088803104115",1,21020.689453125,"04050303104",4,5,3,31,4,115,1,"PUMPKINS",61,2008,1,2008,3,2,123,,2,,2,,,,,,,,2,123,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405030310411501","04050303104115","040503088803104115",1,21020.689453125,"04050303104",4,5,3,31,4,115,1,"ENSET",74,2008,2,2008,2,2,7,10,2,,2,,,,,,,,2,7,2,,,,1,1,7,5,2,,100,0,0,0,0,0,100,6
"0405030310411501","04050303104115","040503088803104115",1,21020.689453125,"04050303104",4,5,3,31,4,115,1,"GESHO",75,2008,2,2008,2,2,63,5,2,,2,,,,,,,,2,63,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405080310300201","04050803103002","040508088803103002",1,32753.236328125,"04050803103",4,5,8,31,3,2,1,"RED PEPPER",38,2008,3,2008,4,680,1,,1,4,1,330,1,23100,1,2,"N01",,10,1,2,,,,1,340,1,1,1,1,10,0,0,10,80,0,100,1
"0405080310300201","04050803103002","040508088803103002",1,32753.236328125,"04050803103",4,5,8,31,3,2,1,"BANANAS",42,2007,4,2007,8,40,1,209,2,,2,,,,,,,,40,1,2,,,,2,,,,,,100,0,0,0,0,0,100,4
"0405080310300201","04050803103002","040508088803103002",1,32753.236328125,"04050803103",4,5,8,31,3,2,1,"MANGOS",46,2007,9,2007,11,15,1,11,2,,2,,,,,,,,15,1,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405080310300201","04050803103002","040508088803103002",1,32753.236328125,"04050803103",4,5,8,31,3,2,1,"PAPAYA",48,2007,5,2007,8,70,1,320,1,4,1,5,1,100,1,2,"N01",,65,1,2,,,,2,,,,,,50,0,0,0,50,0,100,2
"0405080310301801","04050803103018","040508088803103018",1,32753.236328125,"04050803103",4,5,8,31,3,18,1,"MANGOS",46,2007,8,2007,10,7,1,1,1,4,2,,,,,,,,7,1,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405080310303401","04050803103034","040508088803103034",1,32753.236328125,"04050803103",4,5,8,31,3,34,1,"RED PEPPER",38,2008,3,2008,3,300,1,,2,,1,150,1,11250,1,4,"N01",,25,1,2,,,,1,150,1,4,1,6,20,0,0,10,70,0,100,1
"0405080310306401","04050803103064","040508088803103064",1,32753.236328125,"04050803103",4,5,8,31,3,64,1,"RED PEPPER",38,2008,3,2008,3,150,1,,1,4,1,100,1,7000,1,2,"N01",,5,1,2,,,,2,,,,,,10,0,0,10,80,0,100,3
"0405080310306401","04050803103064","040508088803103064",1,32753.236328125,"04050803103",4,5,8,31,3,64,1,"BANANAS",42,2007,7,2007,9,20,1,9,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405080310306401","04050803103064","040508088803103064",1,32753.236328125,"04050803103",4,5,8,31,3,64,1,"MANGOS",46,2007,7,2007,9,10,1,3,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405080310308001","04050803103080","040508088803103080",1,32753.236328125,"04050803103",4,5,8,31,3,80,1,"RED PEPPER",38,2008,2,2008,3,1200,1,,1,4,1,14,1,700,1,2,"N01",,10,1,2,,,,1,1176,1,4,1,6,10,0,0,10,80,0,100,1
"0405080310309501","04050803103095","040508088803103095",1,32753.236328125,"04050803103",4,5,8,31,3,95,1,"RED PEPPER",38,2008,3,2008,3,300,1,,2,,1,140,1,1000,1,2,"N01",,4,1,2,,,,1,156,1,4,2,,10,0,0,10,80,0,100,1
"0405080310311501","04050803103115","040508088803103115",1,32753.236328125,"04050803103",4,5,8,31,3,115,1,"RED PEPPER",38,2008,2,2008,3,700,1,,2,,1,400,1,32000,1,2,"N01",,5,1,2,,,,1,295,1,4,1,6,10,0,0,10,80,0,100,1
"0405080310313001","04050803103130","040508088803103130",1,32753.236328125,"04050803103",4,5,8,31,3,130,1,"RED PEPPER",38,2008,3,2008,3,700,1,,2,,2,,,,,,,,15,1,2,,,,1,685,1,4,1,6,20,0,0,10,70,0,100,1
"0405120010401301","04051200104013","040512010100104013",2,3826.20825195313,"04051200104",4,5,12,1,4,13,1,"KALE",56,2008,1,2008,2,3,62,,2,,2,,,,,,,,3,62,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405120010401301","04051200104013","040512010100104013",2,3826.20825195313,"04051200104",4,5,12,1,4,13,1,"GESHO",75,2008,4,2008,4,5,63,20,2,,2,,,,,,,,5,63,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405120010401301","04051200104013","040512010100104013",2,3826.20825195313,"04051200104",4,5,12,1,4,13,1,"SACRED BASIL",80,2008,1,2008,5,5,62,,2,,2,,,,,,,,5,62,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405120010403701","04051200104037","040512010100104037",2,3826.20825195313,"04051200104",4,5,12,1,4,37,1,"KALE",56,2008,1,2008,1,1,62,,2,,2,,,,,,,,1,62,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405120010408501","04051200104085","040512010100104085",2,3826.20825195313,"04051200104",4,5,12,1,4,85,1,"KALE",56,2008,1,2008,2,5,63,,2,,2,,,,,,,,5,63,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405120010408501","04051200104085","040512010100104085",2,3826.20825195313,"04051200104",4,5,12,1,4,85,1,"POTATOES",60,2008,1,2008,1,2,133,,2,,2,,,,,,,,2,1,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405120010408501","04051200104085","040512010100104085",2,3826.20825195313,"04051200104",4,5,12,1,4,85,1,"CHAT",71,2008,5,2008,5,2,63,,2,,2,,,,,,,,0,,2,,,,2,,,,,,0,0,0,0,100,0,100,5
"0405120010408501","04051200104085","040512010100104085",2,3826.20825195313,"04051200104",4,5,12,1,4,85,1,"RUE",81,2008,1,2008,4,2,61,,2,,2,,,,,,,,2,61,2,,,,2,,,,,,100,0,0,0,0,0,100,4
"0405120010422901","04051200104229","040512010100104229",2,3826.20825195313,"04051200104",4,5,12,1,4,229,1,"KALE",56,2008,1,2008,2,6,62,,1,2,2,,,,,,,,6,62,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405120010422901","04051200104229","040512010100104229",2,3826.20825195313,"04051200104",4,5,12,1,4,229,1,"RUE",81,2008,4,2008,4,1,61,,1,2,2,,,,,,,,1,61,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405120010425301","04051200104253","040512010100104253",2,3826.20825195313,"04051200104",4,5,12,1,4,253,1,"KALE",56,2008,1,2008,3,15,62,,2,,2,,,,,,,,15,62,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405120010425301","04051200104253","040512010100104253",2,3826.20825195313,"04051200104",4,5,12,1,4,253,1,"GREEN PEPPER",59,2008,3,2008,5,152,152,,2,,2,,,,,,,,2,152,2,,,,2,,,,,,100,0,0,0,0,0,100,4
"0405130240501401","04051302405014","040513088802405014",1,22068.86328125,"04051302405",4,5,13,24,5,14,1,"CABBAGE",52,2008,2,2008,3,30,900,,2,,1,20,900,80,1,2,"N01",,10,900,2,,,,2,,,,,,75,0,0,0,25,0,100,1
"0405130240501401","04051302405014","040513088802405014",1,22068.86328125,"04051302405",4,5,13,24,5,14,1,"ONION",58,2008,2,2008,3,2,122,,2,,1,1,122,100,1,2,"N01",,1,122,2,,,,2,,,,,,50,0,0,0,50,0,100,2
"0405130240502101","04051302405021","040513088802405021",1,22068.86328125,"04051302405",4,5,13,24,5,21,1,"GARLIC",55,2008,2,2008,2,2,1,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405130240502101","04051302405021","040513088802405021",1,22068.86328125,"04051302405",4,5,13,24,5,21,1,"GESHO",75,2008,1,2008,2,3,153,10,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405130240502101","04051302405021","040513088802405021",1,22068.86328125,"04051302405",4,5,13,24,5,21,1,"OTHER SPICES",117,2008,1,2008,2,1,152,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405130240503101","04051302405031","040513088802405031",1,3277.55419921875,"04051302405",4,5,13,24,5,31,1,"OTHER SPICES",117,2008,1,2008,2,2,152,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405130240504101","04051302405041","040513088802405041",1,22068.86328125,"04051302405",4,5,13,24,5,41,1,"GARLIC",55,2008,2,2008,3,3,1,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405130240504101","04051302405041","040513088802405041",1,22068.86328125,"04051302405",4,5,13,24,5,41,1,"KALE",56,2008,1,2008,3,5,62,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405130240504101","04051302405041","040513088802405041",1,22068.86328125,"04051302405",4,5,13,24,5,41,1,"ONION",58,2008,1,2008,3,4,133,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405130240506201","04051302405062","040513088802405062",1,22068.86328125,"04051302405",4,5,13,24,5,62,1,"CABBAGE",52,2008,2,2008,3,1,121,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,7
"0405130240506201","04051302405062","040513088802405062",1,22068.86328125,"04051302405",4,5,13,24,5,62,1,"GARLIC",55,2008,3,2008,4,5,1,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405130240506201","04051302405062","040513088802405062",1,22068.86328125,"04051302405",4,5,13,24,5,62,1,"ONION",58,2008,2,2008,3,1,121,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,6
"0405130240506201","04051302405062","040513088802405062",1,22068.86328125,"04051302405",4,5,13,24,5,62,1,"GESHO",75,2008,2,2008,3,1,122,15,2,,1,1,121,80,1,2,"N01",,1,121,2,,,,2,,,,,,50,0,0,0,50,0,100,2
"0405130240506201","04051302405062","040513088802405062",1,22068.86328125,"04051302405",4,5,13,24,5,62,1,"RUE",81,2008,2,2008,3,4,62,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405130240506201","04051302405062","040513088802405062",1,22068.86328125,"04051302405",4,5,13,24,5,62,1,"OTHER SPICES",117,2008,3,2008,4,6,62,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405130240506201","04051302405062","040513088802405062",1,22068.86328125,"04051302405",4,5,13,24,5,62,1,"OTHER SPICES",117,2008,2,2008,4,1,62,,1,2,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,4
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"GARLIC",55,2008,3,2008,3,28,1,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"ONION",58,2008,3,2008,4,1,132,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,7
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"GREEN PEPPER",59,2008,2,2008,3,2,132,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,4
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"PUMPKINS",61,2008,3,2008,5,8,900,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,9
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"SPINACH",69,2008,3,2008,4,9,900,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,6
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"ENSET",74,2008,5,2008,6,1,121,2,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"GESHO",75,2008,4,2008,5,3,112,4,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"CORIANDER",79,2008,2,2008,4,1,61,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,8
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"RUE",81,2008,1,2008,4,6,61,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405130240508101","04051302405081","040513088802405081",1,22068.86328125,"04051302405",4,5,13,24,5,81,1,"OTHER SPICES",117,2008,2,2008,3,1,63,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,10
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"BEER ROOT",51,2008,2,2008,3,2,3,,2,,1,1,3,100,0,,"N01",,1,3,2,,,,2,,,,,,50,0,0,0,50,0,100,4
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"CABBAGE",52,2008,2,2008,3,3,3,,2,,1,2,3,160,0,,"N01",,1,3,2,,,,2,,,,,,75,0,0,0,25,0,100,3
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"GARLIC",55,2008,3,2008,5,2,1,,1,6,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,8
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"KALE",56,2008,1,2008,2,8,63,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"ONION",58,2008,3,2008,6,4,63,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"GREEN PEPPER",59,2008,2,2008,3,2,152,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"SPINACH",69,2008,3,2008,3,1,122,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,7
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"RUE",81,2008,1,2008,6,2,63,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,6
"0405130240510001","04051302405100","040513088802405100",1,22068.86328125,"04051302405",4,5,13,24,5,100,1,"OTHER SPICES",117,2008,3,2008,3,2,62,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,9
"0405130240514601","04051302405146","040513088802405146",1,22068.86328125,"04051302405",4,5,13,24,5,146,1,"CABBAGE",52,2008,2,2008,3,10,900,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,4
"0405130240514601","04051302405146","040513088802405146",1,22068.86328125,"04051302405",4,5,13,24,5,146,1,"GARLIC",55,2008,2,2008,4,5,1,,1,6,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405130240514601","04051302405146","040513088802405146",1,22068.86328125,"04051302405",4,5,13,24,5,146,1,"ONION",58,2008,2,2008,3,3,62,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405130240514601","04051302405146","040513088802405146",1,22068.86328125,"04051302405",4,5,13,24,5,146,1,"GREEN PEPPER",59,2008,2,2008,2,4,152,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405130240514601","04051302405146","040513088802405146",1,22068.86328125,"04051302405",4,5,13,24,5,146,1,"RUE",81,2008,2,2008,5,2,62,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,6
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"BEER ROOT",51,2008,2,2008,3,1,122,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,8
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"CABBAGE",52,2008,1,2008,3,1,122,,2,,1,1,121,40,1,2,"N01",,1,121,2,,,,2,,,,,,50,0,0,0,50,0,100,6
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"KALE",56,2008,1,2008,3,10,63,,1,6,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"ONION",58,2008,1,2008,4,2,121,,2,,1,1,121,60,1,2,"N01",,1,121,2,,,,2,,,,,,50,0,0,0,50,0,100,4
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"GREEN PEPPER",59,2008,1,2008,4,3,152,,1,6,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,5
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"GESHO",75,2008,2,2008,3,4,152,2,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,7
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"RUE",81,2008,3,2008,5,5,62,,1,6,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"OTHER SPICES",117,2008,4,2008,5,11,62,,1,6,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405130240516501","04051302405165","040513088802405165",1,22068.86328125,"04051302405",4,5,13,24,5,165,1,"OTHER SPICES",117,2008,4,2008,5,4,62,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,9
"0405130240518301","04051302405183","040513088802405183",1,22068.86328125,"04051302405",4,5,13,24,5,183,1,"KALE",56,2008,2,2008,3,4,63,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,2
"0405130240518301","04051302405183","040513088802405183",1,22068.86328125,"04051302405",4,5,13,24,5,183,1,"ONION",58,2008,2,2008,3,4,63,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,3
"0405130240518301","04051302405183","040513088802405183",1,22068.86328125,"04051302405",4,5,13,24,5,183,1,"RUE",81,2008,2,2008,4,1,62,,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
"0406010010201401","04060100102014","040601020100102014",2,6289.861328125,"04060100102",4,6,1,1,2,14,1,"MAIZE",2,2008,3,2008,4,6,62,,1,6,2,,,,,,,,0,,2,,,,1,2,62,5,1,5,80,0,0,20,0,0,100,1
"0406010010201401","04060100102014","040601020100102014",2,6289.861328125,"04060100102",4,6,1,1,2,14,1,"SACRED BASIL",80,2008,3,2008,4,4,63,,2,,2,,,,,,,,0,,2,,,,1,2,63,5,1,5,90,0,0,10,0,0,100,2
"0406010010204601","04060100102046","040601020100102046",2,6289.861328125,"04060100102",4,6,1,1,2,46,1,"GARLIC",55,2008,3,2008,4,2,62,,1,6,2,,,,,,,,0,,2,,,,1,1,62,5,1,2,80,0,0,20,0,0,100,1
"0406010010206201","04060100102062","040601020100102062",2,6289.861328125,"04060100102",4,6,1,1,2,62,1,"GARLIC",55,2008,2,2008,4,12,63,,1,4,2,,,,,,,,0,,2,,,,1,10,63,5,1,2,50,0,0,20,0,30,100,1
"0406010010206201","04060100102062","040601020100102062",2,6289.861328125,"04060100102",4,6,1,1,2,62,1,"GREEN PEPPER",59,2008,4,2008,5,6,43,,2,,2,,,,,,,,0,,2,,,,1,4,43,5,2,,80,0,0,0,0,20,100,4
"0406010010206201","04060100102062","040601020100102062",2,6289.861328125,"04060100102",4,6,1,1,2,62,1,"SACRED BASIL",80,2008,3,2008,4,6,63,,2,,2,,,,,,,,0,,2,,,,1,3,52,5,1,2,60,0,0,10,0,30,100,3
"0406010010211001","04060100102110","040601020100102110",2,6289.861328125,"04060100102",4,6,1,1,2,110,1,"GESHO",75,2007,1,2008,5,8,1,10,1,6,2,,,,,,,,2,1,2,,,,1,6,1,1,1,6,50,10,0,40,0,0,100,1
"0406010010214201","04060100102142","040601020100102142",2,6289.861328125,"04060100102",4,6,1,1,2,142,1,"GESHO",75,2007,7,2008,3,10,152,10,2,,2,,,,,,,,0,,2,,,,2,,,,,,100,0,0,0,0,0,100,1
