"holder_id","household_id","household_id2","rural","pw_w3","parcel_id","field_id","crop_code","ea_id","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","ph_s9q00","ph_s9q0a","ph_s9q01_a","ph_s9q01_b","ph_s9q02_a","ph_s9q02_b","ph_s9q03_a","ph_s9q03_b","ph_s9q04_a","ph_s9q04_b","ph_s9q05_a","ph_s9q05_b","obs"
"0201040020108301","02010400201083","020104088800201083",1,481.515289306641,1,5,2,"02010400201",2,1,4,2,1,83,1,1,5,"MAIZE",2,,,0,0,,,0,0,1
"0201060040201701","02010600402017","020106088800402017",1,481.007904052734,2,1,2,"02010600402",2,1,6,4,2,17,1,2,1,"MAIZE",2,20,4,4,802,2,5,4,447,1
"0201060040208001","02010600402080","020106088800402080",1,481.007904052734,2,1,2,"02010600402",2,1,6,4,2,80,1,2,1,"MAIZE",2,21,4,4,269,2,5,3,913,1
"0301010020400201","03010100204002","030101088800204002",1,9197.3388671875,1,2,2,"03010100204",3,1,1,2,4,2,1,1,2,"MAIZE",2,28,1,1,330,13,2,1,40,1
"0301010020400201","03010100204002","030101088800204002",1,9197.3388671875,4,1,3,"03010100204",3,1,1,2,4,2,1,4,1,"MILLET",3,13,2,1,170,28,2,1,10,4
"0301010020400201","03010100204002","030101088800204002",1,9197.3388671875,4,3,6,"03010100204",3,1,1,2,4,2,1,4,3,"SORGHUM",6,15,3,1,150,30,3,1,10,2
"0301010020400201","03010100204002","030101088800204002",1,9197.3388671875,5,1,6,"03010100204",3,1,1,2,4,2,1,5,1,"SORGHUM",6,10,3,1,960,25,3,1,730,3
"0301010020400201","03010100204002","030101088800204002",1,9197.3388671875,6,1,27,"03010100204",3,1,1,2,4,2,1,6,1,"SESAME",27,13,2,0,510,28,2,0,430,5
"0301010020402001","03010100204020","030101088800204020",1,9197.3388671875,1,2,2,"03010100204",3,1,1,2,4,20,1,1,2,"MAIZE",2,20,1,1,410,5,2,1,20,1
"0301010020402001","03010100204020","030101088800204020",1,9197.3388671875,3,1,3,"03010100204",3,1,1,2,4,20,1,3,1,"MILLET",3,8,2,1,360,23,2,1,140,2
"0301010020402001","03010100204020","030101088800204020",1,9197.3388671875,3,2,27,"03010100204",3,1,1,2,4,20,1,3,2,"SESAME",27,10,2,0,420,25,2,0,370,3
"0301010020402001","03010100204020","030101088800204020",1,9197.3388671875,4,1,25,"03010100204",3,1,1,2,4,20,1,4,1,"NUEG",25,4,3,0,710,19,3,0,510,5
"0301010020402001","03010100204020","030101088800204020",1,9197.3388671875,5,1,7,"03010100204",3,1,1,2,4,20,1,5,1,"TEFF",7,26,2,0,830,11,3,0,690,4
"0301010020411401","03010100204114","030101088800204114",1,9197.3388671875,2,1,25,"03010100204",3,1,1,2,4,114,1,2,1,"NUEG",25,6,3,0,694,21,3,0,569,3
"0301010020411401","03010100204114","030101088800204114",1,9197.3388671875,3,3,7,"03010100204",3,1,1,2,4,114,1,3,3,"TEFF",7,23,2,1,387,8,3,1,121,1
"0301010020411401","03010100204114","030101088800204114",1,9197.3388671875,4,1,27,"03010100204",3,1,1,2,4,114,1,4,1,"SESAME",27,11,2,0,694,26,2,0,569,5
"0301010020411401","03010100204114","030101088800204114",1,9197.3388671875,5,2,7,"03010100204",3,1,1,2,4,114,1,5,2,"TEFF",7,18,2,1,654,3,3,1,441,2
"0301010020411401","03010100204114","030101088800204114",1,9197.3388671875,5,3,25,"03010100204",3,1,1,2,4,114,1,5,3,"NUEG",25,25,2,0,960,10,3,0,800,4
"0301010020413201","03010100204132","030101088800204132",1,9197.3388671875,3,1,27,"03010100204",3,1,1,2,4,132,1,3,1,"SESAME",27,14,2,0,280,29,2,0,210,2
"0301010020413201","03010100204132","030101088800204132",1,9197.3388671875,3,3,25,"03010100204",3,1,1,2,4,132,1,3,3,"NUEG",25,25,2,0,470,10,3,0,260,1
"0301010020415001","03010100204150","030101088800204150",1,9197.3388671875,3,1,25,"03010100204",3,1,1,2,4,150,1,3,1,"NUEG",25,26,2,0,710,11,3,0,550,1
"0301040090103001","03010400901030","030104088800901030",1,8108.21533203125,1,2,2,"03010400901",3,1,4,9,1,30,1,1,2,"MAIZE",2,1,3,5,900,16,3,5,700,1
"0301040090105401","03010400901054","030104088800901054",1,8108.21533203125,2,1,6,"03010400901",3,1,4,9,1,54,1,2,1,"SORGHUM",6,12,3,0,540,26,3,0,510,1
"0301040090105401","03010400901054","030104088800901054",1,8108.21533203125,7,1,3,"03010400901",3,1,4,9,1,54,1,7,1,"MILLET",3,9,3,0,400,26,3,0,340,3
"0301040090105401","03010400901054","030104088800901054",1,8108.21533203125,9,1,6,"03010400901",3,1,4,9,1,54,1,9,1,"SORGHUM",6,12,3,0,820,26,3,0,700,2
"0301040090105401","03010400901054","030104088800901054",1,8108.21533203125,12,1,7,"03010400901",3,1,4,9,1,54,1,12,1,"TEFF",7,13,3,0,500,29,3,0,450,4
"0301040090107801","03010400901078","030104088800901078",1,8108.21533203125,1,3,6,"03010400901",3,1,4,9,1,78,1,1,3,"SORGHUM",6,12,3,3,480,28,3,3,410,1
"0301040090107801","03010400901078","030104088800901078",1,8108.21533203125,3,2,25,"03010400901",3,1,4,9,1,78,1,3,2,"NUEG",25,17,3,0,490,4,4,0,900,2
"0301040090110201","03010400901102","030104088800901102",1,8108.21533203125,4,1,7,"03010400901",3,1,4,9,1,102,1,4,1,"TEFF",7,15,3,0,770,2,4,0,720,1
"0301040090112601","03010400901126","030104088800901126",1,8108.21533203125,5,2,25,"03010400901",3,1,4,9,1,126,1,5,2,"NUEG",25,17,3,0,850,4,4,0,810,1
"0301040090112601","03010400901126","030104088800901126",1,8108.21533203125,6,1,7,"03010400901",3,1,4,9,1,126,1,6,1,"TEFF",7,15,3,1,619,2,4,1,565,2
"0301040090119902","03010400901199","030104088800901199",1,8108.21533203125,2,2,7,"03010400901",3,1,4,9,1,199,2,2,2,"TEFF",7,7,3,0,570,2,4,0,540,2
"0301080070100501","03010800701005","030108088800701005",1,8636.6396484375,2,1,6,"03010800701",3,1,8,7,1,5,1,2,1,"SORGHUM",6,30,3,4,642,22,4,4,607,2
"0301080070100501","03010800701005","030108088800701005",1,8636.6396484375,2,2,2,"03010800701",3,1,8,7,1,5,1,2,2,"MAIZE",2,2,3,2,10,17,3,1,880,2
"0301080070102001","03010800701020","030108088800701020",1,8636.6396484375,5,1,25,"03010800701",3,1,8,7,1,20,1,5,1,"NUEG",25,28,3,1,121,13,4,1,67,2
"0301080070102001","03010800701020","030108088800701020",1,8636.6396484375,6,2,6,"03010800701",3,1,8,7,1,20,1,6,2,"SORGHUM",6,30,3,3,522,25,4,3,451,4
"0301080070102001","03010800701020","030108088800701020",1,8636.6396484375,6,3,3,"03010800701",3,1,8,7,1,20,1,6,3,"MILLET",3,9,3,2,206,8,4,2,134,1
"0301080070102001","03010800701020","030108088800701020",1,8636.6396484375,11,1,7,"03010800701",3,1,8,7,1,20,1,11,1,"TEFF",7,22,3,0,836,18,4,0,783,3
"0301080070105001","03010800701050","030108088800701050",1,8636.6396484375,1,3,2,"03010800701",3,1,8,7,1,50,1,1,3,"MAIZE",2,19,2,1,880,17,3,1,770,1
"0301080070105001","03010800701050","030108088800701050",1,8636.6396484375,1,4,6,"03010800701",3,1,8,7,1,50,1,1,4,"SORGHUM",6,4,4,4,38,17,4,3,984,4
"0301080070105001","03010800701050","030108088800701050",1,8636.6396484375,2,1,3,"03010800701",3,1,8,7,1,50,1,2,1,"MILLET",3,14,3,4,838,21,4,4,802,2
"0301080070105001","03010800701050","030108088800701050",1,8636.6396484375,3,1,7,"03010800701",3,1,8,7,1,50,1,3,1,"TEFF",7,1,4,1,49,27,4,0,978,3
"0301080070105001","03010800701050","030108088800701050",1,8636.6396484375,5,1,6,"03010800701",3,1,8,7,1,50,1,5,1,"SORGHUM",6,13,4,3,593,6,5,3,557,5
"0301080070108002","03010800701080","030108088800701080",1,8636.6396484375,1,2,2,"03010800701",3,1,8,7,1,80,2,1,2,"MAIZE",2,18,2,2,990,5,3,2,800,1
"0301080070109501","03010800701095","030108088800701095",1,8636.6396484375,1,2,2,"03010800701",3,1,8,7,1,95,1,1,2,"MAIZE",2,17,2,1,630,22,3,1,500,1
"0301080070109501","03010800701095","030108088800701095",1,8636.6396484375,1,3,3,"03010800701",3,1,8,7,1,95,1,1,3,"MILLET",3,13,3,1,980,19,4,1,950,3
"0301080070109501","03010800701095","030108088800701095",1,8636.6396484375,1,8,25,"03010800701",3,1,8,7,1,95,1,1,8,"NUEG",25,17,3,0,260,4,4,0,240,7
"0301080070109501","03010800701095","030108088800701095",1,8636.6396484375,1,9,23,"03010800701",3,1,8,7,1,95,1,1,9,"LINESEED",23,17,3,0,280,3,4,0,260,5
"0301080070109501","03010800701095","030108088800701095",1,8636.6396484375,2,2,2,"03010800701",3,1,8,7,1,95,1,2,2,"MAIZE",2,30,2,2,900,22,3,2,690,2
"0301080070109501","03010800701095","030108088800701095",1,8636.6396484375,4,1,3,"03010800701",3,1,8,7,1,95,1,4,1,"MILLET",3,13,3,2,130,19,4,2,110,4
"0301080070109501","03010800701095","030108088800701095",1,8636.6396484375,7,1,7,"03010800701",3,1,8,7,1,95,1,7,1,"TEFF",7,22,3,0,925,3,4,0,907,7
"0301080070111001","03010800701110","030108088800701110",1,8636.6396484375,1,6,7,"03010800701",3,1,8,7,1,110,1,1,6,"TEFF",7,28,3,1,192,21,4,1,156,4
"0301080070111001","03010800701110","030108088800701110",1,8636.6396484375,1,7,25,"03010800701",3,1,8,7,1,110,1,1,7,"NUEG",25,30,3,0,676,16,4,0,640,3
"0301080070111001","03010800701110","030108088800701110",1,8636.6396484375,4,1,2,"03010800701",3,1,8,7,1,110,1,4,1,"MAIZE",2,2,3,1,210,29,3,1,80,3
"0301080070111001","03010800701110","030108088800701110",1,8636.6396484375,4,2,3,"03010800701",3,1,8,7,1,110,1,4,2,"MILLET",3,13,3,3,611,19,4,3,575,2
"0301080070112501","03010800701125","030108088800701125",1,8636.6396484375,2,1,3,"03010800701",3,1,8,7,1,125,1,2,1,"MILLET",3,14,3,2,100,21,4,2,60,1
"0301080070112501","03010800701125","030108088800701125",1,8636.6396484375,3,1,25,"03010800701",3,1,8,7,1,125,1,3,1,"NUEG",25,8,4,0,430,26,4,0,420,2
"0301080070114001","03010800701140","030108088800701140",1,8636.6396484375,1,1,2,"03010800701",3,1,8,7,1,140,1,1,1,"MAIZE",2,26,2,1,10,24,3,0,890,1
"0301100180600201","03011001806002","030110088801806002",1,7237.576171875,1,3,1,"03011001806",3,1,10,18,6,2,1,1,3,"BARLEY",1,19,2,2,200,4,3,2,140,1
"0301100180600201","03011001806002","030110088801806002",1,7237.576171875,2,1,1,"03011001806",3,1,10,18,6,2,1,2,1,"BARLEY",1,30,2,1,520,15,3,1,490,2
"0301100180600201","03011001806002","030110088801806002",1,7237.576171875,3,1,8,"03011001806",3,1,10,18,6,2,1,3,1,"WHEAT",8,4,3,2,400,19,3,2,330,3
"0301100180602103","03011001806021","030110088801806021",1,7237.576171875,2,2,2,"03011001806",3,1,10,18,6,21,3,2,2,"MAIZE",2,28,2,0,720,13,3,0,700,2
"0301100180602103","03011001806021","030110088801806021",1,7237.576171875,2,3,26,"03011001806",3,1,10,18,6,21,3,2,3,"RAPE SEED",26,10,3,0,290,25,3,0,280,1
"0301100180604001","03011001806040","030110088801806040",1,7237.576171875,1,3,13,"03011001806",3,1,10,18,6,40,1,1,3,"HORSE BEANS",13,22,2,0,570,7,3,0,540,2
"0301100180604001","03011001806040","030110088801806040",1,7237.576171875,1,5,1,"03011001806",3,1,10,18,6,40,1,1,5,"BARLEY",1,25,2,0,720,10,3,0,700,1
"0301100180604001","03011001806040","030110088801806040",1,7237.576171875,3,1,7,"03011001806",3,1,10,18,6,40,1,3,1,"TEFF",7,14,3,2,310,29,3,2,270,3
"0301100180604001","03011001806040","030110088801806040",1,7237.576171875,4,1,8,"03011001806",3,1,10,18,6,40,1,4,1,"WHEAT",8,5,3,1,300,20,3,1,270,4
"0301100180604001","03011001806040","030110088801806040",1,7237.576171875,8,2,25,"03011001806",3,1,10,18,6,40,1,8,2,"NUEG",25,8,3,1,350,23,3,1,330,5
"0301100180605901","03011001806059","030110088801806059",1,7237.576171875,3,1,23,"03011001806",3,1,10,18,6,59,1,3,1,"LINESEED",23,11,3,0,820,26,3,0,810,1
"0301100180605901","03011001806059","030110088801806059",1,7237.576171875,3,2,13,"03011001806",3,1,10,18,6,59,1,3,2,"HORSE BEANS",13,25,2,1,160,10,3,1,130,2
"0301100180605901","03011001806059","030110088801806059",1,7237.576171875,3,5,23,"03011001806",3,1,10,18,6,59,1,3,5,"LINESEED",23,8,3,1,420,23,3,1,400,5
"0301100180605901","03011001806059","030110088801806059",1,7237.576171875,4,1,1,"03011001806",3,1,10,18,6,59,1,4,1,"BARLEY",1,23,2,1,420,8,3,1,410,3
"0301100180605901","03011001806059","030110088801806059",1,7237.576171875,5,3,2,"03011001806",3,1,10,18,6,59,1,5,3,"MAIZE",2,25,2,1,500,10,3,1,350,4
"0301100180606901","03011001806069","030110088801806069",1,2483.48217773438,1,2,26,"03011001806",3,1,10,18,6,69,1,1,2,"RAPE SEED",26,1,3,0,820,16,3,0,780,1
"0301100180607901","03011001806079","030110088801806079",1,7237.576171875,2,2,7,"03011001806",3,1,10,18,6,79,1,2,2,"TEFF",7,8,3,1,600,23,3,1,560,3
"0301100180607901","03011001806079","030110088801806079",1,7237.576171875,3,1,1,"03011001806",3,1,10,18,6,79,1,3,1,"BARLEY",1,9,3,3,824,24,3,3,753,2
"0301100180607901","03011001806079","030110088801806079",1,7237.576171875,7,1,1,"03011001806",3,1,10,18,6,79,1,7,1,"BARLEY",1,11,3,1,460,26,3,1,440,2
"0301100180609801","03011001806098","030110088801806098",1,7237.576171875,6,1,7,"03011001806",3,1,10,18,6,98,1,6,1,"TEFF",7,1,3,2,0,16,3,1,940,1
"0301100180609801","03011001806098","030110088801806098",1,7237.576171875,10,1,8,"03011001806",3,1,10,18,6,98,1,10,1,"WHEAT",8,10,3,2,210,25,3,2,170,2
"0301100180611701","03011001806117","030110088801806117",1,7237.576171875,1,2,2,"03011001806",3,1,10,18,6,117,1,1,2,"MAIZE",2,22,2,0,700,7,3,0,680,1
"0301100180611701","03011001806117","030110088801806117",1,7237.576171875,7,1,15,"03011001806",3,1,10,18,6,117,1,7,1,"FIELD PEAS",15,9,2,1,210,24,2,1,120,2
"0301100180611701","03011001806117","030110088801806117",1,7237.576171875,8,1,8,"03011001806",3,1,10,18,6,117,1,8,1,"WHEAT",8,2,3,1,800,18,3,1,780,3
"0301100180615701","03011001806157","030110088801806157",1,7237.576171875,2,3,15,"03011001806",3,1,10,18,6,157,1,2,3,"FIELD PEAS",15,20,2,1,100,5,3,1,60,1
"0301100180617701","03011001806177","030110088801806177",1,7237.576171875,1,3,36,"03011001806",3,1,10,18,6,177,1,1,3,"FENUGREEK",36,2,5,0,650,17,5,0,630,4
"0301100180617701","03011001806177","030110088801806177",1,7237.576171875,2,2,36,"03011001806",3,1,10,18,6,177,1,2,2,"FENUGREEK",36,10,5,0,250,25,5,0,220,5
"0301100180617701","03011001806177","030110088801806177",1,7237.576171875,3,1,7,"03011001806",3,1,10,18,6,177,1,3,1,"TEFF",7,13,3,0,840,28,3,0,820,3
"0301100180617701","03011001806177","030110088801806177",1,7237.576171875,3,3,26,"03011001806",3,1,10,18,6,177,1,3,3,"RAPE SEED",26,14,3,0,440,29,3,0,430,2
"0301100180617701","03011001806177","030110088801806177",1,7237.576171875,3,4,15,"03011001806",3,1,10,18,6,177,1,3,4,"FIELD PEAS",15,8,2,1,85,23,2,0,978,2
"0301120020300301","03011200203003","030112088800203003",1,8908.4228515625,1,2,2,"03011200203",3,1,12,2,3,3,1,1,2,"MAIZE",2,26,1,2,350,11,2,2,340,1
"0301120020301501","03011200203015","030112088800203015",1,8908.4228515625,6,2,27,"03011200203",3,1,12,2,3,15,1,6,2,"SESAME",27,8,2,0,990,23,2,0,980,1
"0301120020302301","03011200203023","030112088800203023",1,8908.4228515625,6,1,3,"03011200203",3,1,12,2,3,23,1,6,1,"MILLET",3,22,2,1,50,7,3,1,30,1
"0301120020302301","03011200203023","030112088800203023",1,8908.4228515625,7,1,7,"03011200203",3,1,12,2,3,23,1,7,1,"TEFF",7,8,3,0,700,23,3,0,690,2
"0301120020302301","03011200203023","030112088800203023",1,8908.4228515625,8,1,27,"03011200203",3,1,12,2,3,23,1,8,1,"SESAME",27,8,2,1,0,23,2,0,990,3
"0301120020302701","03011200203027","030112088800203027",1,8908.4228515625,3,1,7,"03011200203",3,1,12,2,3,27,1,3,1,"TEFF",7,9,3,0,800,24,3,0,800,1
"0301120020302701","03011200203027","030112088800203027",1,8908.4228515625,7,1,3,"03011200203",3,1,12,2,3,27,1,7,1,"MILLET",3,22,2,1,779,7,3,1,743,3
"0301120020302701","03011200203027","030112088800203027",1,8908.4228515625,9,1,27,"03011200203",3,1,12,2,3,27,1,9,1,"SESAME",27,22,2,0,470,7,3,0,460,3
"0301120020308701","03011200203087","030112088800203087",1,8908.4228515625,10,1,27,"03011200203",3,1,12,2,3,87,1,10,1,"SESAME",27,10,2,2,100,25,2,2,0,1
"0301120020311101","03011200203111","030112088800203111",1,8908.4228515625,1,4,27,"03011200203",3,1,12,2,3,111,1,1,4,"SESAME",27,11,2,2,260,26,2,2,250,1
"0301140081600801","03011400816008","030114088800816008",1,12936.783203125,1,2,2,"03011400816",3,1,14,8,16,8,1,1,2,"MAIZE",2,4,2,2,20,18,2,1,940,1
"0301140081600801","03011400816008","030114088800816008",1,12936.783203125,2,1,6,"03011400816",3,1,14,8,16,8,1,2,1,"SORGHUM",6,4,3,2,20,19,3,1,990,2
"0301140081600801","03011400816008","030114088800816008",1,12936.783203125,2,2,27,"03011400816",3,1,14,8,16,8,1,2,2,"SESAME",27,9,2,1,980,24,2,1,970,3
"0301140081602301","03011400816023","030114088800816023",1,12936.783203125,1,2,2,"03011400816",3,1,14,8,16,23,1,1,2,"MAIZE",2,10,2,2,300,25,2,2,40,1
"0301140081602301","03011400816023","030114088800816023",1,12936.783203125,2,2,2,"03011400816",3,1,14,8,16,23,1,2,2,"MAIZE",2,10,2,2,110,25,2,2,0,2
"0301140081602301","03011400816023","030114088800816023",1,12936.783203125,4,1,6,"03011400816",3,1,14,8,16,23,1,4,1,"SORGHUM",6,10,3,1,880,25,3,1,860,3
"0301140081602301","03011400816023","030114088800816023",1,12936.783203125,4,2,27,"03011400816",3,1,14,8,16,23,1,4,2,"SESAME",27,14,2,1,570,29,2,1,560,4
"0301140081604101","03011400816041","030114088800816041",1,12936.783203125,1,2,2,"03011400816",3,1,14,8,16,41,1,1,2,"MAIZE",2,2,2,0,490,17,2,0,480,1
"0301140081609101","03011400816091","030114088800816091",1,964.898193359375,1,2,9,"03011400816",3,1,14,8,16,91,1,1,2,"ROMAN",9,13,1,1,560,28,1,1,540,1
"0301140081609101","03011400816091","030114088800816091",1,964.898193359375,1,3,118,"03011400816",3,1,14,8,16,91,1,1,3,"OTHER PULSES",118,8,2,0,630,23,2,0,620,2
"0301140081617001","03011400816170","030114088800816170",1,12936.783203125,1,3,9,"03011400816",3,1,14,8,16,170,1,1,3,"ROMAN",9,10,1,1,100,25,1,1,90,1
"0301140081617001","03011400816170","030114088800816170",1,12936.783203125,6,2,24,"03011400816",3,1,14,8,16,170,1,6,2,"GROUND NUTS",24,28,2,0,400,13,3,0,360,3
"0301140081617001","03011400816170","030114088800816170",1,12936.783203125,6,3,18,"03011400816",3,1,14,8,16,170,1,6,3,"SOYA BEANS",18,14,2,2,780,29,2,2,640,4
"0301140081617001","03011400816170","030114088800816170",1,12936.783203125,7,1,9,"03011400816",3,1,14,8,16,170,1,7,1,"ROMAN",9,5,2,1,210,20,2,1,190,2
"0301160280400507","03011602804005","030116088802804005",1,7507.1787109375,1,2,2,"03011602804",3,1,16,28,4,5,7,1,2,"MAIZE",2,30,1,2,600,14,2,2,400,1
"0301160280405501","03011602804055","030116088802804055",1,7507.1787109375,5,1,6,"03011602804",3,1,16,28,4,55,1,5,1,"SORGHUM",6,22,3,3,557,6,4,3,202,1
"0301160280405501","03011602804055","030116088802804055",1,7507.1787109375,5,2,11,"03011602804",3,1,16,28,4,55,1,5,2,"CHICK PEAS",11,20,3,3,380,5,4,2,846,2
"0301160280408001","03011602804080","030116088802804080",1,7507.1787109375,2,3,3,"03011602804",3,1,16,28,4,80,1,2,3,"MILLET",3,22,3,2,668,7,4,2,223,2
"0301160280408001","03011602804080","030116088802804080",1,7507.1787109375,4,1,2,"03011602804",3,1,16,28,4,80,1,4,1,"MAIZE",2,1,2,4,940,16,2,4,300,2
"0301160280410501","03011602804105","030116088802804105",1,7507.1787109375,11,1,3,"03011602804",3,1,16,28,4,105,1,11,1,"MILLET",3,20,3,3,326,5,4,2,881,5
"0301160280410501","03011602804105","030116088802804105",1,7507.1787109375,12,1,7,"03011602804",3,1,16,28,4,105,1,12,1,"TEFF",7,15,3,3,735,30,3,3,113,4
"0301160280410501","03011602804105","030116088802804105",1,7507.1787109375,13,1,6,"03011602804",3,1,16,28,4,105,1,13,1,"SORGHUM",6,27,3,1,370,,,,,5
"0301160280410501","03011602804105","030116088802804105",1,7507.1787109375,14,1,2,"03011602804",3,1,16,28,4,105,1,14,1,"MAIZE",2,11,2,3,40,26,2,2,140,1
"0301160280410501","03011602804105","030116088802804105",1,7507.1787109375,15,1,36,"03011602804",3,1,16,28,4,105,1,15,1,"FENUGREEK",36,13,3,1,130,28,3,1,10,6
"0301160280410501","03011602804105","030116088802804105",1,7507.1787109375,18,1,13,"03011602804",3,1,16,28,4,105,1,18,1,"HORSE BEANS",13,13,3,1,890,28,3,1,760,2
"0301160280410501","03011602804105","030116088802804105",1,7507.1787109375,19,1,6,"03011602804",3,1,16,28,4,105,1,19,1,"SORGHUM",6,27,3,1,340,,,,,7
"0301160280412901","03011602804129","030116088802804129",1,7507.1787109375,2,1,7,"03011602804",3,1,16,28,4,129,1,2,1,"TEFF",7,12,3,1,230,27,3,1,150,1
"0301160280412901","03011602804129","030116088802804129",1,7507.1787109375,4,1,6,"03011602804",3,1,16,28,4,129,1,4,1,"SORGHUM",6,15,3,1,500,30,3,1,470,2
"0301160280412901","03011602804129","030116088802804129",1,7507.1787109375,5,1,6,"03011602804",3,1,16,28,4,129,1,5,1,"SORGHUM",6,15,3,0,740,30,3,0,710,3
"0301160280412901","03011602804129","030116088802804129",1,7507.1787109375,6,1,13,"03011602804",3,1,16,28,4,129,1,6,1,"HORSE BEANS",13,23,2,0,640,8,3,0,480,4
"0301160280415301","03011602804153","030116088802804153",1,7507.1787109375,2,1,6,"03011602804",3,1,16,28,4,153,1,2,1,"SORGHUM",6,26,3,1,390,,,,,1
"0301160280415301","03011602804153","030116088802804153",1,7507.1787109375,3,1,11,"03011602804",3,1,16,28,4,153,1,3,1,"CHICK PEAS",11,28,3,1,800,,,,,2
"0301160280415301","03011602804153","030116088802804153",1,7507.1787109375,5,1,7,"03011602804",3,1,16,28,4,153,1,5,1,"TEFF",7,26,3,2,10,,,,,3
"0301160280420201","03011602804202","030116088802804202",1,7507.1787109375,2,1,11,"03011602804",3,1,16,28,4,202,1,2,1,"CHICK PEAS",11,20,3,4,91,5,4,3,753,3
"0301160280420201","03011602804202","030116088802804202",1,7507.1787109375,3,1,6,"03011602804",3,1,16,28,4,202,1,3,1,"SORGHUM",6,26,3,2,579,12,4,2,366,1
"0301160280420201","03011602804202","030116088802804202",1,7507.1787109375,4,1,3,"03011602804",3,1,16,28,4,202,1,4,1,"MILLET",3,20,3,3,468,5,4,3,42,4
"0301160280420201","03011602804202","030116088802804202",1,7507.1787109375,6,1,7,"03011602804",3,1,16,28,4,202,1,6,1,"TEFF",7,22,3,2,490,9,4,2,134,2
"0301160280422601","03011602804226","030116088802804226",1,7507.1787109375,2,1,7,"03011602804",3,1,16,28,4,226,1,2,1,"TEFF",7,26,3,0,730,,,,,1
"0301160280422601","03011602804226","030116088802804226",1,7507.1787109375,3,2,11,"03011602804",3,1,16,28,4,226,1,3,2,"CHICK PEAS",11,26,3,0,690,,,,,2
"0301160280422601","03011602804226","030116088802804226",1,7507.1787109375,5,1,13,"03011602804",3,1,16,28,4,226,1,5,1,"HORSE BEANS",13,,,0,0,,,0,0,3
"0302010070300101","03020100703001","030201088800703001",1,8644.3046875,2,1,15,"03020100703",3,2,1,7,3,1,1,2,1,"FIELD PEAS",15,,,0,0,,,0,0,1
"0302010070300101","03020100703001","030201088800703001",1,8644.3046875,2,2,27,"03020100703",3,2,1,7,3,1,1,2,2,"SESAME",27,,,0,0,,,0,0,3
"0302010070300101","03020100703001","030201088800703001",1,8644.3046875,2,3,23,"03020100703",3,2,1,7,3,1,1,2,3,"LINESEED",23,12,2,0,200,27,2,0,180,4
"0302010070300101","03020100703001","030201088800703001",1,8644.3046875,5,1,7,"03020100703",3,2,1,7,3,1,1,5,1,"TEFF",7,10,2,0,510,25,2,0,480,2
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,1,2,2,"03020100703",3,2,1,7,3,19,1,1,2,"MAIZE",2,1,2,1,820,17,2,1,750,4
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,2,3,6,"03020100703",3,2,1,7,3,19,1,2,3,"SORGHUM",6,20,2,0,980,5,3,0,960,5
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,3,1,11,"03020100703",3,2,1,7,3,19,1,3,1,"CHICK PEAS",11,15,2,0,840,30,2,0,790,9
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,4,1,1,"03020100703",3,2,1,7,3,19,1,4,1,"BARLEY",1,1,2,0,400,16,2,0,380,1
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,4,2,8,"03020100703",3,2,1,7,3,19,1,4,2,"WHEAT",8,18,2,0,960,3,3,0,940,11
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,4,3,7,"03020100703",3,2,1,7,3,19,1,4,3,"TEFF",7,10,2,0,520,25,2,0,500,2
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,4,4,27,"03020100703",3,2,1,7,3,19,1,4,4,"SESAME",27,11,2,0,530,26,2,0,510,3
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,4,5,23,"03020100703",3,2,1,7,3,19,1,4,5,"LINESEED",23,13,2,0,380,28,2,0,370,8
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,5,1,6,"03020100703",3,2,1,7,3,19,1,5,1,"SORGHUM",6,18,2,1,974,3,3,1,885,6
"0302010070301901","03020100703019","030201088800703019",1,8644.3046875,8,1,6,"03020100703",3,2,1,7,3,19,1,8,1,"SORGHUM",6,18,2,1,110,3,3,1,60,7
"0302010070303701","03020100703037","030201088800703037",1,8644.3046875,1,2,2,"03020100703",3,2,1,7,3,37,1,1,2,"MAIZE",2,3,2,1,530,18,2,1,490,3
"0302010070303701","03020100703037","030201088800703037",1,8644.3046875,3,1,7,"03020100703",3,2,1,7,3,37,1,3,1,"TEFF",7,11,2,0,640,26,2,0,610,1
"0302010070303701","03020100703037","030201088800703037",1,8644.3046875,4,1,7,"03020100703",3,2,1,7,3,37,1,4,1,"TEFF",7,11,2,1,138,26,2,1,85,1
"0302010070303701","03020100703037","030201088800703037",1,8644.3046875,6,1,27,"03020100703",3,2,1,7,3,37,1,6,1,"SESAME",27,12,2,0,320,27,2,0,310,2
"0302010070305501","03020100703055","030201088800703055",1,8644.3046875,1,2,2,"03020100703",3,2,1,7,3,55,1,1,2,"MAIZE",2,7,2,1,820,22,2,1,600,3
