,household_id2,predicted_probs
0,10101088801601002,0.20609474719516768
1,10101088801601017,0.20609474719516768
2,10101088801601049,0.20609474719516768
3,10101088801601064,0.20609474719516768
4,10101088801601080,0.20609474719516768
5,10101088801601087,0.20609474719516768
6,10101088801601116,0.20609474719516768
7,10101088801601146,0.20609474719516768
8,10102088801403001,0.1664574885845365
9,10102088801403011,0.1664574885845365
10,10102088801403016,0.1664574885845365
11,10102088801403026,0.1664574885845365
12,10102088801403031,0.1664574885845365
13,10102088801403036,0.1664574885845365
14,10102088801403061,0.1664574885845365
15,10102088801403091,0.1664574885845365
16,10102088801403121,0.1664574885845365
17,10102088801403136,0.1664574885845365
18,10103010100106004,0.19646245123671247
19,10103010100106040,0.19646245123671247
20,10103010100106076,0.19646245123671247
21,10103010100106100,0.19646245123671247
22,10103010100106112,0.19646245123671247
23,10103088801804004,0.6926774011878775
24,10103088801804019,0.6926774011878775
25,10103088801804034,0.6926774011878775
26,10103088801804049,0.6926774011878775
27,10103088801804085,0.6926774011878775
28,10103088801804100,0.6926774011878775
29,10103088801804130,0.6926774011878775
30,10105088800204001,0.14958810842260525
31,10105088800204025,0.14958810842260525
32,10105088800204097,0.14958810842260525
33,10105088800204121,0.14958810842260525
34,10105088800204142,0.1702965744016983
35,10106088800402002,0.15848210736404214
36,10106088800402014,0.15848210736404214
37,10106088800402094,0.15848210736404214
38,10106088800402112,0.15848210736404214
39,10106088800402130,0.15848210736404214
40,10106088800402148,0.15848210736404214
41,10106088800402160,0.15848210736404214
42,10107010100116012,0.07321298209991813
43,10107010100116035,0.07321298209991813
44,10107010100116058,0.07321298209991813
45,10107010100116081,0.07321298209991813
46,10107010100116104,0.07321298209991813
47,10107010100116150,0.07321298209991813
48,10107010100116173,0.07321298209991813
49,10107010100116242,0.07321298209991813
50,10107010100116265,0.07321298209991813
51,10107010100116288,0.07321298209991813
52,10107010100116311,0.07321298209991813
53,10107010100116334,0.07321298209991813
54,10201088800207027,0.4795887784006603
55,10201088800207062,0.4795887784006603
56,10201088800207077,0.4795887784006603
57,10201088800207137,0.4795887784006603
58,10202020100107008,0.09411610543641749
59,10202020100107047,0.09411610543641749
60,10202020100107112,0.09411610543641749
61,10202020100107125,0.09411610543641749
62,10202020100107164,0.09411610543641749
63,10202020100107177,0.09411610543641749
64,10202020100107190,0.09411610543641749
65,10202088800802002,0.20351261144672708
66,10202088800802033,0.20351261144672708
67,10202088800802063,0.20351261144672708
68,10202088800802078,0.20351261144672708
69,10202088800802124,0.20351261144672708
70,10203088801001002,0.17001306749100337
71,10203088801001032,0.17001306749100337
72,10203088801001047,0.17001306749100337
73,10203088801001062,0.17001306749100337
74,10203088801001080,0.17001306749100337
75,10203088801001097,0.17001306749100337
76,10203088801001111,0.17001306749100337
77,10203088801001145,0.17001306749100337
78,10203088801001152,0.17001306749100337
79,10204088801702002,0.19367790662310264
80,10204088801702005,0.19367790662310264
81,10204088801702033,0.19367790662310264
82,10204088801702078,0.19367790662310264
83,10204088801702093,0.19367790662310264
84,10204088801702138,0.19367790662310264
85,10206088801301050,0.23542404454787463
86,10206088801301066,0.23542404454787463
87,10206088801301081,0.23542404454787463
88,10206088801301097,0.23542404454787463
89,10206088801301134,0.23542404454787463
90,10206088801301136,0.23542404454787463
91,10206088801301162,0.23542404454787463
92,10206088801301180,0.23542404454787463
93,10207010100101027,0.1412371371028907
94,10207010100101057,0.13302704215484326
95,10207010100101087,0.1412371371028907
96,10207010100101117,0.1412371371028907
97,10207010100101177,0.1412371371028907
98,10207010100101237,0.1412371371028907
99,10207010100101267,0.17408322078256508
100,10207010100101297,0.1412371371028907
101,10207010100101327,0.1412371371028907
102,10207010100101357,0.0962622316974591
103,10208088800603034,0.35406752592365204
104,10208088800603049,0.35406752592365204
105,10208088800603064,0.35406752592365204
106,10208088800603079,0.35406752592365204
