cluster_lat,cluster_lon
3.45570056699,39.5159939261
3.54993726091,39.1842340255
3.8642429801,39.1013658071
3.98293116381,38.4913678893
4.04819412104,41.9309280688
4.2353408846,38.3859126851
4.28184427047,41.8750755047
4.76768886663,39.2697492018
4.8070976028,36.0818398582
4.86583201441,39.1736734474
4.87905466671,39.1953787271
4.98817917691,36.4805486186
5.06617360457,39.8033863219
5.21350249941,40.0351534251
5.22299798627,41.0432055896
5.25295513188,37.4271768268
5.29947726643,37.4826182904
5.49534488804,37.5518429316
5.51248465997,37.6022764827
5.52570615347,38.7620666963
5.5541668341,37.8416513316
5.59568261612,38.2936192427
5.60315524467,37.6030634072
5.63928393085,37.3823169626
5.64655886803,37.3818910811
5.74709706037,37.8508868358
5.80379577019,36.5810919609
5.82562469489,38.6725076713
5.83633941337,36.6070302097
5.85184911518,37.8832189758
5.87254139533,36.5547616695
5.90110061304,36.5785635622
5.94525407784,38.322510837
5.94989088571,37.1552324163
5.98301240509,38.1616652609
5.98817082582,37.4387863255
6.00281125449,37.5432936133
6.01320414316,37.5572904068
6.02435784991,38.3413616597
6.04835097849,37.5568587055
6.05915013841,37.545217807
6.13630868631,36.6759763471
6.13878361273,38.2843372409
6.20010588939,36.5861907555
6.23179734158,35.8385790499
6.23385511377,37.3456169058
6.2600677475,35.2645547968
6.2656349463,36.6109388136
6.27761186614,38.3115215185
6.29109687243,37.4818442988
6.33301035552,36.6032685349
6.36391514169,36.5892168406
6.37589338272,38.7269447069
6.39898337786,38.8768980886
6.40123809791,38.3446012616
6.43132806354,37.6603410409
6.44962796151,38.3196828622
6.45050353832,39.8802730059
6.50156734188,37.4709978737
6.59328992813,38.4223921387
6.61699649052,37.4846255397
6.63095001102,36.7852027008
6.65580676267,38.3245737951
6.70685847437,37.409545286
6.78301858962,37.5509812536
6.80310210938,38.5126355838
6.80492958256,35.8646146207
6.85154345042,37.7801781416
6.88872100597,37.9522518332
6.90210116638,37.7348762189
6.90990756063,37.774162367
6.91156800008,38.4817078008
6.91411343602,35.6303215499
6.92495009304,38.3559681101
6.93084850884,38.595896045
6.94302150261,37.2950167052
6.94902910992,35.772021814
6.94992604668,37.8864940524
6.98359796157,40.3522763184
6.9854158586,35.5733201529
6.98589410147,36.4255203181
7.00349013971,39.1624463866
7.0204703088,40.3194889265
7.02150110471,38.4874759267
7.03041856096,38.4696485423
7.03607701317,37.3092790736
7.04334914578,38.4725189381
7.05045350209,38.481473729
7.05305285634,38.4811126646
7.05591646117,38.485920377
7.0587043433,37.1757686301
7.06282236274,38.494202114
7.06388070898,37.7193022693
7.06498545789,38.4802041202
7.09517484082,36.6553017363
7.09849246271,39.1906361993
7.09924325001,37.128257018
7.10115660875,40.010966093
7.11090917192,36.4669773812
7.14547506346,35.4611988078
7.14637860111,36.8971397399
7.15974968202,36.836041539
7.1643297276,39.8203710541
7.17093819418,38.6018861376
7.17430039499,37.9492676831
7.18665976435,37.191047131
7.19057165925,35.4228308345
7.22388701369,38.602865316
7.22604668328,35.2944712687
7.25810515348,35.3135608448
7.25898773197,40.6146233206
7.26850368689,38.6020916798
7.27442629343,35.2563379766
7.27556859449,35.3761222945
7.27673837537,38.1157382755
7.28374522639,37.7571481782
7.30240486926,35.1983637711
7.31318183469,36.5951905108
7.34918791893,38.8049340076
7.37676330298,37.8935648714
7.38160282799,37.6033985811
7.40568344221,38.0810753873
7.42843060501,38.9573869302
7.43667493729,41.0005629905
7.442807492,37.8659104876
7.44867719122,35.868074501
7.45285491176,37.135765213
7.47556744642,36.4429756569
7.51326045706,37.6461378355
7.54390699281,37.862935178
7.54783077574,37.0818248622
7.58861044429,39.7945944298
7.64691311056,34.2562839247
7.65816033645,38.0946319154
7.66853940862,36.8415831395
7.66912376181,36.92553529
7.67211701378,35.8400122926
7.67723960482,36.8176577054
7.6926289959,37.7336160957
7.70538466173,37.6505389613
7.73169598877,37.4985838007
7.77573960381,39.8661143537
7.79120996652,38.3295082817
7.79349904803,38.2505601834
7.81991142387,37.828597498
7.82727102592,35.3924934526
7.83013692022,34.5080541478
7.88005862562,36.0983250614
7.8891255011,37.5456591429
7.92925133102,38.7168656746
7.9697354732,36.6697798545
7.97698683396,37.4779072445
7.97824604282,39.132120088
7.98501581104,38.1539348643
8.00671193105,34.5566341877
8.07346204202,36.4978704647
8.07578959014,38.4395969167
8.08842299138,39.0349251986
8.0938276118,36.4574609552
8.11332653211,38.7753045688
8.11835892139,37.711581489
8.11992331839,38.3685641109
8.13327890849,38.2086730522
8.14928030946,38.8306181132
8.1679123876,37.7464125492
8.16863199454,38.6464528783
8.16979824749,35.6406321333
8.17949664228,37.9272178152
8.18930636005,36.4699847397
8.19726994714,34.2016617219
8.20429943583,37.7931347282
8.24696450208,34.5963960166
8.26683229052,34.6093207764
8.27575877219,33.980758515
8.29381741375,34.56500735
8.39113691338,35.9322387334
8.39200458575,33.4683567701
8.40007079517,33.938508848
8.4492897561,36.1827782933
8.45450852256,36.3484995508
8.46646303095,37.4369214482
8.51788221341,39.2833632713
8.53392278709,39.268270967
8.54030510688,39.2492407706
8.54132289589,39.2718889911
8.55172513537,39.2673656876
8.57190296323,40.3175172324
8.5770997227,39.1537952229
8.60554270703,37.0987071741
8.61492078832,34.6514363264
8.63334290818,36.6806962392
8.6361010406,38.1519350254
8.64302754866,37.0632145326
8.65230864709,40.6178499401
8.6536780825,36.6077474888
8.66161555833,35.6426976235
8.68349171525,38.8054367657
8.72042840438,37.9114568164
8.72717898314,39.1876998149
8.73814791477,39.840529416
8.74304517464,36.4844481911
8.7688653041,35.5671754136
8.82166292432,38.3469271782
8.84115434604,37.9135797978
8.84297565884,43.8706580642
8.88268075989,38.7810019873
8.89111413132,40.7670932528
8.89876421903,40.2744651027
8.93203319681,38.6507034039
8.93900132215,40.4714489125
8.95426101301,38.7769014146
8.95748548658,38.7621280316
8.95803069867,38.7480862349
8.96405834565,38.7219020653
8.97089097863,38.6245563425
8.98085326767,38.6959824984
8.9897508421,38.7736534474
9.00397364652,39.0027426232
9.0093694062,40.7218752036
9.01383467168,38.7413344572
9.01525667835,38.8137498499
9.01530115929,35.046540828
9.01870882345,38.7899967067
9.02011593,38.7333793622
9.02357448302,38.7842487086
9.0308423142,36.4037942076
9.03417992657,38.8425680751
9.03750881969,38.7378110164
9.03815880629,43.2537267944
9.04756694903,38.7182422373
9.05293496286,38.7351170883
9.0560702976,38.5868125112
9.06107183279,38.7917785847
9.06263842723,41.6874705216
9.06615498369,38.4935503457
9.06748034312,43.5342684053
9.07117082101,40.6909795959
9.07181262124,38.7299290459
9.07702977605,35.6156340346
9.09607306007,43.2041452368
9.09775450936,41.6496397471
9.11310120642,43.1741768096
9.12101610861,41.6645574137
9.13816237549,39.9472275908
9.15084358304,43.348816114
9.15085019484,41.8440556364
9.16400260905,35.8283481751
9.18318556596,42.0206883252
9.21265435402,39.9877972501
9.22079544864,42.4952242973
9.23975778401,42.4419432943
9.2463064163,42.2173944859
9.24924684111,40.0598560794
9.26445855436,42.1477441163
9.27305633369,42.132216294
9.30185627536,42.5964917162
9.3102972075,42.1842178725
9.31507331624,42.1446521473
9.32340832355,43.2784116014
9.33257557657,42.2485029939
9.33726350871,42.2004270507
9.33777604196,42.0807314664
9.33809911164,42.0999509753
9.35629919036,40.2364697018
9.35643823488,36.3910724637
9.35810274536,35.5751653852
9.36029530834,42.0920688567
9.36610452418,37.8682114329
9.36663445547,36.2748855694
9.36858838017,42.7944752525
9.37107710036,42.1031932694
9.3723549327,38.3223627848
9.37406026468,41.5884594299
9.38880972769,35.6143908552
9.38997204639,34.4111180012
9.39137371981,36.2194348147
9.40053953262,42.8585260119
9.47303240515,41.7186492241
9.47651243141,34.4209015528
9.51321818808,41.8161343197
9.51787068443,40.1647901335
9.51889280492,40.1625868767
9.52188677883,40.1427353618
9.52263568005,41.8797838579
9.5268552421,41.940878737
9.52795862829,40.122894727
9.55091666159,42.0823653656
9.55152585441,41.358379098
9.55192525075,41.7853673729
9.55408199803,39.5793387065
9.56278453335,40.1019937951
9.56552604162,41.5231782329
9.56789007387,41.9822667431
9.56898165487,41.8673487349
9.57652390818,40.1500767563
9.58084854582,41.8521195965
9.59210935206,41.874381517
9.59216564305,41.8881885833
9.59312086698,41.8806429111
9.59512477587,41.8583147026
9.59668925373,41.8551594457
9.59938921646,41.8323414658
9.60099488598,41.8533743345
9.60298076521,42.0803290584
9.60370084541,41.8458991657
9.60399940648,41.8653874632
9.61257094668,39.7830434463
9.61620020371,41.8498560874
9.61703828694,41.7918254092
9.62033298025,34.5342648788
9.62049249822,41.820759451
9.62676698518,41.625560872
9.63095228353,42.146104574
9.66381415681,41.7895497706
9.66572734969,39.5581581156
9.67897313862,39.913593504
9.69228109533,34.7921192525
9.73443000378,34.7285555289
9.74422788621,34.7872968911
9.74677172525,42.3089673942
9.75488202595,34.7602016893
9.7591387282,37.044814049
9.77979055862,38.658246372
9.79007481406,37.5059416726
9.83705860887,34.9150151529
9.8440806253,37.1271346597
9.84708661386,36.3422982077
9.89048905403,39.4845296
9.8912342367,38.3744314394
9.91264985014,42.4725493546
9.99190626942,37.6925527139
10.0165864149,38.2492265926
10.0245110384,39.2131652933
10.0723776044,34.5525967064
10.0735747444,35.299088631
10.081237992,34.6831901825
10.1249269842,39.6713085476
10.1255685035,39.3173063282
10.1771510236,38.9727796823
10.1813677297,35.281505142
10.1897627775,39.4619581961
10.3526409665,39.9574728242
10.3608222301,35.9589938306
10.4180717415,38.1697121297
10.4216173585,37.5765488785
10.4376029071,38.3184384011
10.4624101433,42.2434955736
10.4822087828,34.7861778123
10.4981528016,42.594943322
10.5023759921,36.0048077152
10.5281537836,39.8131068222
10.5345284745,39.2707339047
10.5635333752,37.4897795586
10.5685626516,39.2356643786
10.5723047065,36.0713716954
10.5738928409,39.9354279996
10.5773759639,37.0449675094
10.5792188385,38.6062533111
10.5794319268,37.798498412
10.5883521237,39.9074958295
10.5892768292,37.4615982338
10.7206898499,39.8860291278
10.7230135909,37.2593232874
10.7272867937,38.7178743781
10.7561984007,38.7696742804
10.7927763733,37.144541492
10.821968586,36.347624252
10.8293373184,37.064423275
10.8585208676,36.8876491238
10.8605156445,36.3502141172
10.863651794,38.2487832426
10.9070459818,38.0365174999
10.9346269955,37.0039728964
10.9370696143,36.6547551047
10.9436292122,40.0054371148
10.9551945389,38.2846965084
10.9686100623,37.1784774038
10.9878391908,39.9234074653
11.003906691,39.9387898351
11.0268833144,38.9229352692
11.0636624461,37.0703789795
11.0649986483,39.1176657526
11.0874300942,39.7843913054
11.09415308,39.7308806471
11.1106759092,39.6278996228
11.1136181517,40.017211804
11.115608637,36.3763433187
11.1436010999,39.6325847592
11.1437266727,39.6343515443
11.1913400617,36.9496969313
11.2140035523,40.2055920948
11.2385732357,38.311340877
11.2828210609,36.9596879306
11.3323287202,36.2720183518
11.3508873749,38.2271249275
11.3563674371,39.4349241782
11.3744751246,37.4523245003
11.3772201358,38.278018676
11.3962743181,37.042616257
11.4068193647,38.2392937807
11.4159600258,39.8485705676
11.5223288693,41.5692958857
11.5278035382,41.5207097044
11.5311102163,41.4141896542
11.5627562227,41.4373370222
11.5643352872,41.433969488
11.5649164965,36.4628430612
11.5722584501,41.4599988872
11.5734898012,41.4562970482
11.5763195069,37.3667248025
11.583427511,37.4126559043
11.5896069125,37.3720338047
11.5926346487,40.8433732471
11.6129324631,37.3210522163
11.6158919435,37.4626255675
11.6284538153,40.8825663765
11.6454398842,38.4188571016
11.6514708203,37.1032812474
11.6520715916,39.0267755553
11.6549185473,39.0357534985
11.6692064259,39.6566031821
11.6741945611,40.0955328755
11.6890721348,37.6074550557
11.6895323459,41.3481202391
11.7869471206,37.5908030302
11.8139982171,39.1404087668
11.8176445144,38.1602257763
11.8421966141,39.6046072003
11.8858767728,41.5738131116
11.9048460332,39.4494717129
11.9625257933,39.098154379
11.991048262,39.3570736517
11.991803995,39.7800216474
12.0062359062,39.6076476069
12.0498233904,37.8003237608
12.2543903131,38.6525748751
12.3059878852,37.8380133833
12.3384962559,37.6750209615
12.3562967332,38.4524416164
12.375944081,39.0057851612
12.3910703535,35.9335894324
12.3989125709,39.0897466901
12.4280735835,38.705318321
12.5144435035,38.8249840847
12.5522094741,37.4175787058
12.556392241,37.3118585142
12.6021218327,39.0322667898
12.6083646798,37.4679521596
12.6169142005,37.4684022403
12.6209662316,39.4244520175
12.6231333276,39.6516820917
12.757533335,37.6181844455
12.7580639926,38.9938699775
12.7826268158,39.3068867968
12.7845584511,39.549243484
12.8017155321,36.93031443
12.805251571,37.4183801156
12.8780575269,36.9851395735
12.9196896354,37.032969423
12.9534149289,36.8314382163
13.01685124,39.3671636164
13.2057013494,37.8511140761
13.2058110304,37.7876552215
13.2349577336,39.1634392625
13.2820240216,39.4405203839
