"","Score","poor_npl1"
"1",0,0.870435985602425
"2",1,0.862090862464252
"3",2,0.853298825564212
"4",3,0.844047672237141
"5",4,0.834326398811003
"6",5,0.824125417938368
"7",6,0.81343678414572
"8",7,0.80225442459935
"9",8,0.790574371474821
"10",9,0.778394991713682
"11",10,0.765717209382889
"12",11,0.752544715349882
"13",12,0.738884158583025
"14",13,0.724745313118187
"15",14,0.71014121463214
"16",15,0.695088260663967
"17",16,0.679606268853095
"18",17,0.663718488135074
"19",18,0.64745155866096
"20",19,0.630835417277426
"21",20,0.61390314670175
"22",21,0.59669076801268
"23",22,0.579236977703804
"24",23,0.561582832246139
"25",24,0.543771384806927
"26",25,0.525847280391518
"27",26,0.507856317133617
"28",27,0.489844982679337
"29",28,0.471859975526343
"30",29,0.45394772173968
"31",30,0.436153897639192
"32",31,0.418522968829723
"33",32,0.401097755337324
"34",33,0.383919031656901
"35",34,0.367025169262095
"36",35,0.350451827644859
"37",36,0.334231698317377
"38",37,0.318394304504439
"39",38,0.302965857559724
"40",39,0.287969169528288
"41",40,0.273423619812354
"42",41,0.259345172627622
"43",42,0.245746440896703
"44",43,0.232636791433686
"45",44,0.220022485733305
"46",45,0.207906850380919
"47",46,0.196290471026203
"48",47,0.185171403986965
"49",48,0.174545399837543
"50",49,0.164406133754049
"51",50,0.154745437901498
"52",51,0.145553531722129
"53",52,0.136819246590066
"54",53,0.12853024190857
"55",54,0.120673210321029
"56",55,0.113234070268597
"57",56,0.106198144643656
"58",57,0.0995503247508556
"59",58,0.0932752191918976
"60",59,0.0873572876349444
"61",60,0.0817809597156033
"62",61,0.0765307395467555
"63",62,0.0715912964932523
"64",63,0.0669475429997894
"65",64,0.0625847003516373
"66",65,0.0584883533040228
"67",66,0.0546444945424028
"68",67,0.0510395599379195
"69",68,0.047660455544849
"70",69,0.0444945772542223
"71",70,0.0415298239738631
"72",71,0.038754605153162
"73",72,0.0361578434138055
"74",73,0.033728972987717
"75",74,0.0314579346025227
"76",75,0.0293351673944272
"77",76,0.0273515983696043
"78",77,0.0254986298789355
"79",78,0.0237681255177581
"80",79,0.0221523948126093
"81",80,0.0206441770110028
"82",81,0.0192366242481356
"83",82,0.0179232843260889
"84",83,0.0166980833064609
"85",84,0.0155553080863063
"86",85,0.0144895890995606
"87",86,0.0134958832615894
"88",87,0.0125694572528774
"89",88,0.0117058712189402
"90",89,0.0109009629470439
"91",90,0.010150832566044
"92",91,0.00945182780336221
"93",92,0.00880052982261934
"94",93,0.00819373965651424
"95",94,0.00762846524202421
"96",95,0.00710190905871505
"97",96,0.00661145636574817
"98",97,0.00615466402891575
"99",98,0.00572924992559831
"100",99,0.00533308291281243
"101",100,0.00496417334139923
