"2.5%","97.5%","mean_error_model","obs","zone","povline"
"-3.76643136073197","4.33087900634633","-2.2735778426816","250","rural","poor_2011_1100"
"-3.10497748954268","3.65230529692925","-2.38189407674165","300","rural","poor_2011_1100"
"-2.88807740427655","3.29070961560848","-2.41650696671675","350","rural","poor_2011_1100"
"-2.80865661537608","2.93166113628112","-2.33359684841623","400","rural","poor_2011_1100"
"-2.30322573084674","2.25415613050843","-2.39265874465186","450","rural","poor_2011_1100"
"-2.39138991979726","2.21511036050483","-2.31938716449087","500","rural","poor_2011_1100"
"-7.81041456665632","9.01367673977937","4.47914705437516","100","urban","poor_2011_1100"
"-6.57395610281858","6.62062803279149","4.65887841402203","150","urban","poor_2011_1100"
"-5.29575232473474","5.40264022641629","4.77758394228476","200","urban","poor_2011_1100"
"-4.45113544661448","4.52450474514723","4.71379259680411","250","urban","poor_2011_1100"
"-3.5217828281678","3.5007428137633","4.78469441294409","300","urban","poor_2011_1100"
"-3.3278449826351","3.19667513515073","4.69637884401453","350","urban","poor_2011_1100"
"-2.80119339387564","2.57980249294422","4.75705790716368","400","urban","poor_2011_1100"
"-2.26767413024847","1.95745161608941","4.71639355582752","450","urban","poor_2011_1100"
"-1.85266942659628","1.40775479088324","4.73925187311894","500","urban","poor_2011_1100"
"-6.45235031443833","8.6831538423348","-0.363643854548147","100","full","poor_2011_1100"
"-5.8352500740756","7.01159834554078","-0.196659060905634","150","full","poor_2011_1100"
"-4.93639422778115","5.45369521862075","-0.344410662894482","200","full","poor_2011_1100"
"-4.19287874219346","4.76158073891631","-0.335699113838263","250","full","poor_2011_1100"
"-3.70940892332042","4.20257360052244","-0.35835428756501","300","full","poor_2011_1100"
"-3.53325966924527","3.88988202813632","-0.430096596424543","350","full","poor_2011_1100"
"-3.22317047341709","3.40207207720281","-0.44308935537895","400","full","poor_2011_1100"
"-3.07725529784743","3.45102064726241","-0.34176598741729","450","full","poor_2011_1100"
"-2.82377308383043","2.96129895482452","-0.324538273678306","500","full","poor_2011_1100"
"-4.85589057698378","7.59550901788585","-1.44761002259409","100","rural","poor_2011_1500"
"-4.1696008706718","5.63282574095266","-1.23529107865773","150","rural","poor_2011_1500"
"-3.88173715011194","4.68337829263725","-1.31219905067812","200","rural","poor_2011_1500"
"-3.40711967551935","3.79084765583026","-1.23669816853083","250","rural","poor_2011_1500"
"-2.92128116705003","3.37773766828742","-1.31729264289557","300","rural","poor_2011_1500"
"-2.60359598121015","3.03277982827818","-1.35653960513527","350","rural","poor_2011_1500"
"-2.56025028235029","2.53058278476938","-1.28772397025722","400","rural","poor_2011_1500"
"-2.26548461429747","2.22759962998742","-1.33494009329872","450","rural","poor_2011_1500"
"-2.2298098803727","2.22783544838639","-1.2580315971879","500","rural","poor_2011_1500"
"-5.55447011067949","6.77198764481663","1.34552781506345","100","urban","poor_2011_1500"
"-4.88418224127245","5.5412872287704","1.56661743609651","150","urban","poor_2011_1500"
"-3.78961878629547","4.34211206632599","1.4969453953013","200","urban","poor_2011_1500"
"-3.21622497706558","3.39394300605591","1.50584049406334","250","urban","poor_2011_1500"
"-2.79040751966049","2.65970415277021","1.60773557953274","300","urban","poor_2011_1500"
"-2.32411964420025","2.23632380397464","1.55381349191037","350","urban","poor_2011_1500"
"-1.94855621938096","1.73931422715865","1.56432698212493","400","urban","poor_2011_1500"
"-1.62999805518526","1.28726808415372","1.54305569213017","450","urban","poor_2011_1500"
"-1.2900262652012","1.01160785108189","1.53446404156659","500","urban","poor_2011_1500"
"-5.06852226913577","7.54532330209687","-0.513351782302453","100","full","poor_2011_1500"
"-4.67689463846051","5.83971412860673","-0.362403133435651","150","full","poor_2011_1500"
"-3.85631994497848","4.88460469086355","-0.510556629215049","200","full","poor_2011_1500"
"-3.3947256518393","4.15944135728033","-0.483136901180537","250","full","poor_2011_1500"
"-3.06996713301016","3.77633453222323","-0.535299297074915","300","full","poor_2011_1500"
"-3.12438033396812","3.30969767678666","-0.54530426034401","350","full","poor_2011_1500"
"-2.85771686276833","3.20948863053403","-0.580548686668482","400","full","poor_2011_1500"
"-2.54175182987062","2.86475237751377","-0.497511997590475","450","full","poor_2011_1500"
"-2.51239497612642","2.57885335313358","-0.458932381264174","500","full","poor_2011_1500"
"-4.88625438004668","7.69928976852225","-0.402582322308158","100","rural","poor_2011_2170"
"-4.04971528259386","5.54358679398618","-0.183074415692094","150","rural","poor_2011_2170"
"-3.80145257171414","4.54268350722824","-0.270790466042299","200","rural","poor_2011_2170"
"-3.40539431539379","3.89979565508246","-0.179849907839121","250","rural","poor_2011_2170"
"-2.91582900959531","3.34239413155345","-0.256830816782438","300","rural","poor_2011_2170"
"-2.53744000138192","3.0088503555519","-0.301161084325788","350","rural","poor_2011_2170"
"-2.53095041784325","2.51401886174761","-0.224824568739966","400","rural","poor_2011_2170"
"-2.26458894406026","2.11151420026996","-0.274808466312134","450","rural","poor_2011_2170"
"-2.11981653843692","2.08794305803965","-0.197154125800176","500","rural","poor_2011_2170"
"-4.2291586713204","5.62030230761666","-0.0832022516975952","100","urban","poor_2011_2170"
"-3.63376688893059","4.50673762880218","-0.0529520227238487","150","urban","poor_2011_2170"
"-2.91473995175686","3.44829360270743","-0.0695780645859301","200","urban","poor_2011_2170"
"-2.56468041635681","2.81728480071756","-0.062198163780667","250","urban","poor_2011_2170"
"-2.17541127256524","2.16003398591459","-0.00291228831592912","300","urban","poor_2011_2170"
"-2.03202618380039","1.70136381007638","-0.0717360597340881","350","urban","poor_2011_2170"
"-1.69835200969415","1.46531893699568","-0.0709962472323632","400","urban","poor_2011_2170"
"-1.43821072132082","1.06509787295818","-0.0498853187632067","450","urban","poor_2011_2170"
"-1.06758294720329","0.699965719629801","-0.0450449715439359","500","urban","poor_2011_2170"
"-4.59872759490507","7.34382133317218","-0.222322789682889","100","full","poor_2011_2170"
"-4.26328693259975","5.50104763331303","-0.130527809973963","150","full","poor_2011_2170"
"-3.78788204907172","4.56911705916959","-0.125412565414732","200","full","poor_2011_2170"
"-3.1695417521945","3.90645616057338","-0.148377085667011","250","full","poor_2011_2170"
"-2.87472643633655","3.55733304653496","-0.229334565771378","300","full","poor_2011_2170"
"-2.87098519760505","3.30020521421891","-0.256548243261258","350","full","poor_2011_2170"
"-2.48517740810584","3.08867297014366","-0.293432534941007","400","full","poor_2011_2170"
"-2.30147032059144","2.70398494616907","-0.198035383234016","450","full","poor_2011_2170"
"-2.32810593728057","2.34666957350463","-0.184478590771596","500","full","poor_2011_2170"
"-8.04319953976318","5.97611914506305","0.392571884724943","100","rural","poor_2005_125"
"-5.59240416852063","5.01483557731983","0.710114627372077","150","rural","poor_2005_125"
"-4.65396094596238","4.37970530362358","0.434594466566992","200","rural","poor_2005_125"
"-3.9169880448351","3.64687187639454","0.556915042845081","250","rural","poor_2005_125"
"-3.70013672007231","3.39298571949841","0.467856890030274","300","rural","poor_2005_125"
"-3.41124844424899","3.31693196830577","0.578279980637309","350","rural","poor_2005_125"
"-3.00767279315638","2.88421529115063","0.494861297829632","400","rural","poor_2005_125"
"-2.5809112165199","2.57252036170654","0.575652494087195","450","rural","poor_2005_125"
"-2.51959057450479","2.25740208104545","0.549357126402353","500","rural","poor_2005_125"
"-5.07118144663336","3.34064202828117","-0.595507068447209","100","urban","poor_2005_125"
"-3.3107028857335","2.6854821059224","-0.569073886606061","150","urban","poor_2005_125"
"-2.61001447877925","2.27611992184075","-0.639673699547302","200","urban","poor_2005_125"
"-2.09947152398807","1.96744710593902","-0.645342876228565","250","urban","poor_2005_125"
"-1.81989776692269","1.76744891540328","-0.569996686691853","300","urban","poor_2005_125"
"-1.36796603604621","1.53334670940614","-0.611258467718373","350","urban","poor_2005_125"
"-1.09005929970866","1.32198207538827","-0.585778492518748","400","urban","poor_2005_125"
"-0.800621753988719","1.09482140094614","-0.588751267868208","450","urban","poor_2005_125"
"-0.564355859352388","0.857017717933456","-0.571044790931324","500","urban","poor_2005_125"
"-8.04011141348054","5.62280230247923","0.247188578770535","100","full","poor_2005_125"
"-5.9260351442461","4.41139660931734","0.269274923684801","150","full","poor_2005_125"
