"","cutoff","2.5%_excl","5%_excl","50%_excl","95%_excl","97.5%_excl","2.5%_incl","5%_incl","50%_incl","95%_incl","97.5%_incl","obs","zone","povline"
"2","5","0.958333333333333","0.964285714285714","1","1","1","0","0","0","0","0","100","rural","poor_npl1"
"3","10","0.919916666666667","0.933333333333333","1","1","1","0","0","0","0.0131578947368421","0.0136986301369863","100","rural","poor_npl1"
"4","15","0.863573232323232","0.875","0.958333333333333","1","1","0","0","0.0119764773379231","0.0277777777777778","0.0294227392449517","100","rural","poor_npl1"
"5","20","0.818097643097643","0.84","0.925925925925926","1","1","0","0","0.0136986301369863","0.0416666666666667","0.0441341088674276","100","rural","poor_npl1"
"6","25","0.730681818181818","0.76","0.873397435897436","0.962962962962963","0.972142857142857","0.0126582278481013","0.0135135135135135","0.0441176470588235","0.0921052631578947","0.0985915492957746","100","rural","poor_npl1"
"7","30","0.593721064814815","0.610990338164251","0.758620689655172","0.88","0.90326420890937","0.0389485514485515","0.0422535211267606","0.0878676470588235","0.139240506329114","0.14708605664488","100","rural","poor_npl1"
"8","35","0.4","0.44","0.590909090909091","0.730769230769231","0.76","0.0923026315789474","0.105194805194805","0.171428571428571","0.242876447876448","0.260926773455378","100","rural","poor_npl1"
"9","40","0.242363636363636","0.277777777777778","0.423076923076923","0.575815850815851","0.608695652173913","0.202702702702703","0.217332549941246","0.299350649350649","0.383561643835616","0.4","100","rural","poor_npl1"
"10","45","0.105263157894737","0.136363636363636","0.265686274509804","0.407407407407407","0.440206896551724","0.33783345033345","0.352941176470588","0.441558441558442","0.536231884057971","0.549345431563741","100","rural","poor_npl1"
"11","50","0.0322091886608016","0.0416666666666667","0.137931034482759","0.25","0.272805642633229","0.470588235294118","0.486486486486487","0.581081081081081","0.68","0.695652173913043","100","rural","poor_npl1"
"12","55","0","0","0.0769230769230769","0.166666666666667","0.185185185185185","0.567523115220484","0.582218611016079","0.67948717948718","0.768115942028985","0.783783783783784","100","rural","poor_npl1"
"13","60","0","0","0.0357142857142857","0.0938244047619047","0.111111111111111","0.720573529411765","0.742316017316017","0.819444444444444","0.88896499238965","0.897463768115942","100","rural","poor_npl1"
"14","65","0","0","0","0.0770769230769229","0.0909090909090909","0.797297297297297","0.811594202898551","0.88","0.933333333333333","0.942857142857143","100","rural","poor_npl1"
"15","70","0","0","0","0.04","0.0454545454545455","0.875","0.883078686019863","0.933333333333333","0.974025974025974","0.985507246376812","100","rural","poor_npl1"
"16","75","0","0","0","0","0","0.894736842105263","0.906666666666667","0.948717948717949","0.986666666666667","0.987503858024691","100","rural","poor_npl1"
"17","80","0","0","0","0","0","0.929577464788732","0.934210526315789","0.972972972972973","1","1","100","rural","poor_npl1"
"18","85","0","0","0","0","0","0.947368421052632","0.957746478873239","0.986111111111111","1","1","100","rural","poor_npl1"
"19","90","0","0","0","0","0","0.96875","0.971830985915493","0.987341772151899","1","1","100","rural","poor_npl1"
"20","95","0","0","0","0","0","0.973324324324324","0.98528314310799","1","1","1","100","rural","poor_npl1"
"21","5","0.991596638655462","0.991799891613602","1","1","1","0","0","0","0","0","500","rural","poor_npl1"
"22","10","0.967993548387097","0.969453904873752","0.984126984126984","0.992703374590077","1","0","0","0","0.00276243093922652","0.00278551532033426","500","rural","poor_npl1"
"23","15","0.924797789929369","0.928054676258993","0.952","0.975409836065574","0.978102189781022","0.00263834884043883","0.00269541778975741","0.00813008130081301","0.0136986301369863","0.0139674584917766","500","rural","poor_npl1"
"24","20","0.893328244274809","0.89922480620155","0.927007299270073","0.955223880597015","0.96032527184102","0.00552448137832367","0.00802032085561497","0.0159151193633952","0.0244565217391304","0.0265975177304965","500","rural","poor_npl1"
"25","25","0.827331367988316","0.835762134210836","0.873015873015873","0.909090909090909","0.917372307275437","0.0318260394868529","0.0345744680851064","0.0478723404255319","0.063168044077135","0.0653995622459463","500","rural","poor_npl1"
"26","30","0.704918032786885","0.712312328767123","0.758742968941061","0.807421652421652","0.816520764759437","0.0681118089872073","0.0717993523240138","0.0896739130434783","0.108404310233579","0.111133879781421","500","rural","poor_npl1"
"27","35","0.528960869565217","0.537313432835821","0.588709677419355","0.644654758731005","0.656939520333681","0.144472946547404","0.150403638346016","0.175342465753425","0.198895780330287","0.203308119494447","500","rural","poor_npl1"
"28","40","0.361533613445378","0.370967741935484","0.426470588235294","0.479691056910569","0.491806583818086","0.267357456295063","0.27196607740086","0.302139037433155","0.328842772100264","0.334246764550064","500","rural","poor_npl1"
"29","45","0.21137099847561","0.221370917281942","0.268936540133295","0.317496392496392","0.32563151563753","0.404370111793558","0.410803603603604","0.442622950819672","0.473829201101928","0.479952663067696","500","rural","poor_npl1"
"30","50","0.0991735537190083","0.105691056910569","0.143912143012862","0.181138153185397","0.189807488716777","0.545960626364526","0.552720410628019","0.584022038567493","0.616","0.621639591719379","500","rural","poor_npl1"
"31","55","0.0458015267175573","0.0518518518518519","0.0821406665303619","0.112781954887218","0.117210568405512","0.640516186918626","0.648189473684211","0.677506775067751","0.707527360457859","0.713906189178669","500","rural","poor_npl1"
"32","60","0.00826276927245631","0.0150375939849624","0.0333333333333333","0.0538461538461538","0.056922231107557","0.78787677839402","0.792902300700151","0.817580138902697","0.841844579541593","0.847649945802722","500","rural","poor_npl1"
"33","65","0.00714285714285714","0.00757290954659376","0.0236220472440945","0.0403225806451613","0.0441176470588235","0.853006586308079","0.858666666666667","0.88","0.900524263919383","0.904894351554434","500","rural","poor_npl1"
"34","70","0","0","0.00757575757575758","0.016","0.0165289256198347","0.915112258431224","0.917762410003789","0.933147632311978","0.947807921245421","0.950688300022457","500","rural","poor_npl1"
