"ea_id","ea_id2","household_id2","water_id","ess3_saq01","saq01","saq02","saq03","saq06","saq07","pw_w3","wq_c04","wq_a01","wq_a02","wq_a02_other","wq_a03","wq_a04","wq_a04_other","wq_a04b","wq_a05","wq_a05_oth","wq_a06","wq_a06b","wq_a07","wq_a08a","wq_a08b","wq_a08b_other","wq_a09","wq_a10a","wq_a10b","wq_a11","wq_a12","wq_a13_hour","wq_a13_minute","wq_a13_dayNight","wq_a14","wq_a15","wq_a16","wq_a18","wq_a20","wq_a21","wq_a22","wq_a23","wq_a24_hour","wq_a24_minute","wq_a24_dayNight","wq_a25","wq_a26","wq_a26_oth","wq_a27","wq_b01","wq_b02","wq_b03","wq_b04","wq_b05","wq_b06","wq_b07","wq_b08","wq_b09","wq_b10","wq_b11","wq_b12","wq_b13","wq_b14","wq_b15","wq_b16","wq_b17","wq_b18","wq_b19","wq_b20","wq_b21","wq_b22","wq_a1_hour","wq_addlblank","wq_b05_adj","wq_b06_adj","wq_b10_adj","wq_b15_adj","wq_b16_adj","barcode","hhpart","srcpart","h20fetch_HHtottime","h20fetch_trips","labElectricalConductivityµScm","labTotalIronmglFe2Fe","labTotalHardnessmglCaCO3","labFluoridemglF","labNo"
"01030300111","010303010100111","010303010100111093",1228,1,1,3,3,1,11,2494.61572265625,3,1,,,2,,,1,2,,2,2,2,2,,,1,1,,2,1,6,30,1,0,1,"wq_a16.jpg",1,1,0,0.52,1,6,30,1,,,,,1,"wq_b02.jpg",1,0,59,19,,,,,1,"wq_b12.jpg",0,0,0,0,,,,,,,,,59,19,,0,0,"00004178",1,1,0,0,74,0.597800016403198,40.4,0,1714
"01030300111","010303010100111","010303010100111100",1229,1,1,3,3,1,11,2494.61572265625,3,1,,,2,,,1,2,,2,2,2,2,,,1,1,1,2,1,9,30,1,0,1,"wq_a16.jpg",1,1,0,1.51,1,9,30,1,,,,,1,"wq_b02.jpg",101,0,101,2,1,"wq_b08.jpg",0,41,1,"wq_b12.jpg",0,0,5,2,,,,,,,,,101,2,41,5,2,"00003968",1,1,0,0,75,0.860319972038269,32.32,0.503889203071594,1715
"01030300605","010303088800605","010303088800605002",1230,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,2,4,,4,2,2,1,3,,1,1,,2,1,11,20,1,,1,"wq_a16.jpg",1,1,,0.33,1,11,20,1,,,,,1,"wq_b02.jpg",101,1,101,45,,,,,1,"wq_b12.jpg",6,0,101,0,,,,,,,,,101,45,,101,0,"00002576",1,1,0,0,605,0.729059994220734,315.12,0.258774012327194,1716
"01030300605","010303088800605","010303088800605014",1231,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,2,4,,4,2,2,1,3,,1,1,,2,1,11,20,1,,2,,,,,,,,,,1230,,,,1,"wq_b02.jpg",2,0,101,21,,,,,1,"wq_b12.jpg",6,0,101,0,,,,,,,,,101,21,,101,0,,1,,40,1,,,,,
"01030300605","010303088800605","010303088800605027",1232,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,1,4,,4,2,2,2,,,1,1,,2,1,11,20,1,,2,,,,,,,,,,1230,,,,1,"wq_b02.jpg",6,0,101,22,,,,,1,"wq_b12.jpg",6,0,101,0,,,,,,,,,101,22,,101,0,,1,,60,1,,,,,
"01030300605","010303088800605","010303088800605036",1233,1,1,3,3,6,5,1279.66650390625,1,1,,,2,,,1,3,,,2,2,2,,,1,1,,2,1,11,20,1,0.09,2,,,,,,,,,,1234,,,,1,"wq_b02.jpg",4,0,101,101,,,,,1,"wq_b12.jpg",0,0,5,5,,,,,,,,,101,101,,5,5,,1,,60,1,,,,,
"01030300605","010303088800605","010303088800605040",1234,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,1,3,,,2,2,2,,,1,1,,2,1,11,20,1,0.06,1,"wq_a16.jpg",1,1,0.06,0.45,1,11,20,1,,,,2,1,"wq_b02.jpg",0,0,34,4,,,,,1,"wq_b12.jpg",0,0,5,5,1,"wq_b18.jpg",0,0,0,0,,,34,4,,5,5,"00002263",1,1,0,0,553,0.860319972038269,282.8,0.715579628944397,1717
"01030300605","010303088800605","010303088800605052",1235,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,1,3,,,2,2,2,,,1,1,,2,1,11,20,1,0,2,,,,,,,,,,1234,,,,1,"wq_b02.jpg",62,0,101,28,,,,,1,"wq_b12.jpg",0,0,5,5,,,,,,,,,101,28,,5,5,,1,,30,1,,,,,
"01030300605","010303088800605","010303088800605066",1236,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,2,3,,,2,2,2,,,1,1,,2,1,11,20,1,0.03,2,,,,,,,,,,1234,,,,1,"wq_b02.jpg",0,0,101,2,,,,,1,"wq_b12.jpg",0,0,5,5,,,,,,,,,101,2,,5,5,,1,,65,2,,,,,
"01030300605","010303088800605","010303088800605078",1237,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,2,4,,4,2,2,2,,,1,1,,2,1,11,20,1,,1,"wq_a16.jpg",1,1,,1.45,1,11,20,1,,,,,1,"wq_b02.jpg",0,0,66,34,,,,,1,"wq_b12.jpg",0,0,0,0,,,,,,,,,66,34,,0,0,"00002284",1,1,30,1,510,0.46654000878334,278.76,0.0916500017046928,1718
"01030300605","010303088800605","010303088800605100",1238,1,1,3,3,6,5,1279.66650390625,1,1,,,2,,,1,4,,4,2,2,2,,,1,1,,2,1,11,20,1,,2,,,,,,,,,,1230,,,,1,"wq_b02.jpg",37,1,101,56,,,,,1,"wq_b12.jpg",6,0,101,0,,,,,,,,,101,56,,101,0,,1,,20,1,,,,,
"01030300605","010303088800605","010303088800605107",1239,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,2,3,,,2,2,2,,,1,1,,2,1,11,20,1,0,1,"wq_a16.jpg",1,1,0.13,0.29,1,11,20,1,,,,,1,"wq_b02.jpg",6,0,101,0,,,,,1,"wq_b12.jpg",0,0,6,2,,,,,,,,,101,0,,6,2,"00001442",1,1,20,1,555,0.204019993543625,278.76,0.381331592798233,1719
"01030300605","010303088800605","010303088800605119",1240,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,1,14,,4,2,2,2,,,1,1,,2,1,11,20,1,,2,,,,,,,,,,1241,,,,1,"wq_b02.jpg",88,0,101,15,,,,,1,"wq_b12.jpg",0,0,16,3,,,,,,,,,101,15,,16,3,,1,,60,1,,,,,
"01030300605","010303088800605","010303088800605131",1241,1,1,3,3,6,5,2445.58471679688,1,1,,,2,,,2,14,,4,2,2,2,,,1,1,1,2,1,11,20,1,,1,"wq_a16.jpg",1,1,,0.4,1,11,20,1,,,,,1,"wq_b02.jpg",101,3,101,57,1,"wq_b08.jpg",101,101,1,"wq_b12.jpg",0,0,16,3,,,,,,,,,101,57,101,16,3,"00002620",1,1,60,1,189,0.729059994220734,86.86,0.169641196727753,1720
"01030400101","010304088800101","010304088800101001",1242,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,2,5,,4,1,2,2,,,1,1,,2,1,11,25,1,,2,,,,,,,,,,1244,,,,1,"wq_b02.jpg",80,57,101,101,,,,,1,"wq_b12.jpg",101,51,101,101,,,,,,,,,101,101,,101,101,,1,,0,0,,,,,
"01030400101","010304088800101","010304088800101014",1243,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,2,7,,4,1,2,2,,,1,1,,2,1,11,25,1,,2,,,,,,,,,,1244,,,,1,"wq_b02.jpg",101,21,101,101,,,,,1,"wq_b12.jpg",101,51,101,101,,,,,,,,,101,101,,101,101,,1,,45,1,,,,,
"01030400101","010304088800101","010304088800101027",1244,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,2,8,,4,1,2,2,,,1,1,,2,1,11,25,1,,1,"wq_a16.jpg",1,1,,17.6,1,11,25,1,,,,,1,"wq_b02.jpg",35,22,101,101,,,,,1,"wq_b12.jpg",101,51,101,101,,,,,,,,,101,101,,101,101,"00004220",1,1,30,1,519,0.597800016403198,266.64,0.637588381767273,1721
"01030400101","010304088800101","010304088800101054",1246,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,1,8,,4,1,2,2,,,1,1,,2,1,11,25,1,,2,,,,,,,,,,1247,,,2,1,"wq_b02.jpg",40,26,101,101,,,,,1,"wq_b12.jpg",25,4,101,101,1,"wq_b18.jpg",0,0,0,0,,,101,101,,101,101,,1,,45,1,,,,,
"01030400101","010304088800101","010304088800101067",1247,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,2,8,,4,1,2,2,,,1,1,,2,1,11,25,1,,1,"wq_a16.jpg",1,1,,14.4,1,11,25,1,,,,,1,"wq_b02.jpg",101,8,101,101,,,,,1,"wq_b12.jpg",25,4,101,101,,,,,,,,,101,101,,101,101,"00004370",1,1,35,1,287,0.729059994220734,117.16,0.754575192928314,1722
"01030400101","010304088800101","010304088800101077",1248,1,1,3,4,1,1,2738.3125,1,1,,,2,,,2,8,,4,1,2,2,,,1,1,,2,1,11,25,1,,2,,,,,,,,,,1247,,,,1,"wq_b02.jpg",13,0,101,8,,,,,1,"wq_b12.jpg",25,4,101,101,,,,,,,,,101,8,,101,101,,1,,40,1,,,,,
"01030400101","010304088800101","010304088800101085",1249,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,2,8,,4,1,2,2,,,1,1,,2,3,9,10,1,,1,"wq_a16.jpg",1,1,,108,1,9,10,1,,,,,1,"wq_b02.jpg",101,3,101,101,,,,,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,202,202,,202,202,"00004391",0.5,1,45,1,319,0.597800016403198,121.2,0.807229578495026,1723
"01030400101","010304088800101","010304088800101104",1250,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,11,25,1,,1,"wq_a16.jpg",1,1,,1.65,1,11,25,1,,,,,1,"wq_b02.jpg",101,15,101,101,,,,,1,"wq_b12.jpg",0,0,101,0,,,,,,,,,101,101,,101,0,"00004349",1,1,25,1,561,0.335280001163483,309.06,0.637588381767273,1724
"01030400101","010304088800101","010304088800101115",1251,1,1,3,4,1,1,2738.3125,1,1,,,2,,,2,4,,4,1,2,2,,,2,1,,2,1,9,10,1,,2,,,,,,,,,,1250,,,,1,"wq_b02.jpg",0,0,0,0,,,,,1,"wq_b12.jpg",0,0,101,0,,,,,,,,,0,0,,101,0,,1,,30,1,,,,,
"01030400101","010304088800101","010304088800101120",1252,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,11,25,1,,2,,,,,,,,,,1250,,,,1,"wq_b02.jpg",50,0,101,65,,,,,1,"wq_b12.jpg",0,0,101,0,,,,,,,,,101,65,,101,0,,1,,40,1,,,,,
"01030400101","010304088800101","010304088800101135",1253,1,1,3,4,1,1,2473.31469726563,1,1,,,2,,,1,7,,4,1,2,2,,,1,1,1,2,1,11,25,1,,1,"wq_a16.jpg",1,1,,2.96,1,11,25,1,,,,,1,"wq_b02.jpg",15,1,101,101,1,"wq_b08.jpg",20,101,1,"wq_b12.jpg",9,0,101,75,,,,,,,,,101,101,101,101,75,"00004328",1,1,66,2,251,0.335280001163483,159.58,0.370189994573593,1725
"01030501202","010305088801202","010305088801202001",1254,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,1,"wq_a16.jpg",1,1,,29.3,1,10,30,1,,,,,1,"wq_b02.jpg",46,0,101,13,,,,,1,"wq_b12.jpg",4,0,101,5,,,,,,,,,101,13,,101,5,"00003145",1,1,15,1,438,0.46654000878334,264.62,0.726721227169037,1726
"01030501202","010305088801202","010305088801202022",1255,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,1,"wq_a16.jpg",1,1,,0.54,1,10,30,1,,,,,1,"wq_b02.jpg",101,101,101,101,,,,,1,"wq_b12.jpg",0,0,1,2,,,,,,,,,101,101,,1,2,"00004501",1,1,0,0,785,0.860319972038269,408.04,0.492747604846954,1727
"01030501202","010305088801202","010305088801202036",1256,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,55,1,,1,"wq_a16.jpg",1,1,,8.91,1,10,55,1,,,,,1,"wq_b02.jpg",69,8,101,101,,,,,1,"wq_b12.jpg",34,5,101,101,,,,,,,,,101,101,,101,101,"00003719",1,1,30,1,435,0.335280001163483,254.52,0.943982422351837,1728
"01030501202","010305088801202","010305088801202043",1257,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,1,"wq_a16.jpg",1,1,,16.9,1,10,30,1,,,,,1,"wq_b02.jpg",69,9,101,101,,,,,1,"wq_b12.jpg",55,10,101,101,,,,,,,,,101,101,,101,101,"00003740",1,1,30,2,420,0.46654000878334,218.16,1.02197360992432,1729
"01030501202","010305088801202","010305088801202059",1258,1,1,3,5,12,2,249.983139038086,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,2,,,,,,,,,,1261,,,2,1,"wq_b02.jpg",54,7,101,101,,,,,1,"wq_b12.jpg",29,2,101,101,1,"wq_b18.jpg",0,0,3,0,,,101,101,,101,101,,1,,0,0,,,,,
"01030501202","010305088801202","010305088801202065",1259,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,2,,,,,,,,,,1261,,,,1,"wq_b02.jpg",65,16,101,101,,,,,1,"wq_b12.jpg",29,2,101,101,,,,,,,,,101,101,,101,101,,1,,60,1,,,,,
"01030501202","010305088801202","010305088801202086",1260,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,2,,,,,,,,,,1261,,,,1,"wq_b02.jpg",41,14,101,101,,,,,1,"wq_b12.jpg",29,2,101,101,,,,,,,,,101,101,,101,101,,1,,60,1,,,,,
"01030501202","010305088801202","010305088801202107",1261,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,1,"wq_a16.jpg",1,1,,4.18,1,10,30,1,,,,,1,"wq_b02.jpg",101,2,101,101,,,,,1,"wq_b12.jpg",29,2,101,101,,,,,,,,,101,101,,101,101,"00003761",1,1,60,1,562,0.335280001163483,345.42,0.682154774665833,1730
"01030501202","010305088801202","010305088801202130",1262,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,2,,,,,,,,,,1255,,,,1,"wq_b02.jpg",0,0,101,15,,,,,1,"wq_b12.jpg",0,0,1,2,,,,,,,,,101,15,,1,2,,1,,0,0,,,,,
"01030501202","010305088801202","010305088801202137",1263,1,1,3,5,12,2,249.983139038086,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,1,"wq_a16.jpg",1,1,,1.45,1,10,30,1,,,,,1,"wq_b02.jpg",101,1,101,101,,,,,1,"wq_b12.jpg",6,1,101,80,,,,,,,,,101,101,,101,80,"00003782",1,1,15,1,641,0.597800016403198,361.58,0.576309621334076,1731
"01030501202","010305088801202","010305088801202152",1264,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,1,"wq_a16.jpg",1,1,,0.94,1,10,30,1,,,,,1,"wq_b02.jpg",57,1,101,101,,,,,1,"wq_b12.jpg",29,0,101,2,,,,,,,,,101,101,,101,2,"00003124",1,1,30,1,561,0.204019993543625,303,0.732291996479034,1732
"01030501202","010305088801202","010305088801202174",1265,1,1,3,5,12,2,1774.88024902344,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,1,2,1,10,30,1,,2,,,,,,,,,,1264,,,,1,"wq_b02.jpg",23,0,101,21,1,"wq_b08.jpg",1,101,1,"wq_b12.jpg",24,0,101,9,,,,,,,,,101,21,101,101,9,,1,,25,1,,,,,
"01030600608","010306088800608","010306088800608021",1266,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,11,30,1,,1,"wq_a16.jpg",1,1,,9.77,1,11,30,1,,,,,1,"wq_b02.jpg",66,0,101,64,,,,,1,"wq_b12.jpg",2,0,101,20,,,,,,,,,101,64,,101,20,"00004136",1,1,85,2,978,0.46654000878334,545.4,0.353477597236633,1733
"01030600608","010306088800608","010306088800608036",1267,1,1,3,6,6,8,1843.87158203125,1,1,,,2,,,2,2,,3,1,2,2,,,1,1,,2,1,11,30,1,0.9,1,"wq_a16.jpg",1,1,0.1,1.69,1,11,30,1,,,,,1,"wq_b02.jpg",0,0,8,1,,,,,1,"wq_b12.jpg",0,0,4,16,,,,,,,,,8,1,,4,16,"00004312",1,1,10,1,1228,0.335280001163483,773.66,1.05539834499359,1734
"01030600608","010306088800608","010306088800608043",1268,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,1,2,,2,1,2,2,,,1,1,,2,1,11,30,1,0.16,1,"wq_a16.jpg",1,1,0.11,1.44,1,11,30,1,,,,,1,"wq_b02.jpg",0,0,47,84,,,,,1,"wq_b12.jpg",0,0,47,2,,,,,,,,,47,84,,47,2,"00002221",1,1,8,2,1474,0.335280001163483,969.6,0.771287620067596,1735
"01030600608","010306088800608","010306088800608062",1269,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,2,2,,2,1,2,2,,,2,1,,2,1,11,30,1,0.12,1,"wq_a16.jpg",2,1,0.14,1.59,1,11,30,1,,,,,1,"wq_b02.jpg",2,0,101,7,,,,,1,"wq_b12.jpg",0,0,11,10,,,,,,,,,101,7,,11,10,"00003517",1,1,8,2,1465,0.46654000878334,702.96,1.22809314727783,1736
"01030600608","010306088800608","010306088800608088",1270,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,1,2,,2,1,2,2,,,1,1,,2,1,11,30,1,0,1,"wq_a16.jpg",1,1,0,23.3,1,11,30,1,,,,2,1,"wq_b02.jpg",12,0,101,4,,,,,1,"wq_b12.jpg",0,0,3,1,1,"wq_b18.jpg",0,0,1,0,,,101,4,,3,1,"00003808",1,1,5,1,822,0.335280001163483,361.58,0.676584005355835,1737
"01030600608","010306088800608","010306088800608112",1271,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,2,2,,2,1,2,2,,,1,1,,2,1,11,30,1,0.12,1,"wq_a16.jpg",1,1,0.13,1.64,1,11,30,1,,,,,1,"wq_b02.jpg",101,31,101,101,,,,,1,"wq_b12.jpg",101,34,101,101,,,,,,,,,101,101,,101,101,"00003913",1,1,10,2,1263,0.0727600008249283,573.68,0.838137209415436,1738
"01030600608","010306088800608","010306088800608122",1272,1,1,3,6,6,8,1843.87158203125,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,11,30,1,,1,"wq_a16.jpg",1,1,,7.18,1,11,30,1,,,,,1,"wq_b02.jpg",3,0,78,0,,,,,1,"wq_b12.jpg",0,0,46,1,,,,,,,,,78,0,,46,1,"00004157",1,1,0,0,1330,0.335280001163483,816.08,1.41750037670136,1739
"01030600608","010306088800608","010306088800608133",1273,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,11,30,1,,1,"wq_a16.jpg",1,1,,1.08,1,11,30,1,,,,,1,"wq_b02.jpg",101,0,101,87,,,,,1,"wq_b12.jpg",101,2,101,16,,,,,,,,,101,87,,101,16,"00004375",1,1,75,2,1094,0.0727600008249283,606,1.16681444644928,1740
"01030600608","010306088800608","010306088800608152",1274,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,11,30,1,,2,,,,,,,,,,1273,,,,1,"wq_b02.jpg",101,0,101,101,,,,,1,"wq_b12.jpg",101,2,101,16,,,,,,,,,101,101,,101,16,,1,,75,2,,,,,
"01030600608","010306088800608","010306088800608174",1275,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,11,30,1,,1,"wq_a16.jpg",1,1,,3.33,1,11,30,1,,,,,1,"wq_b02.jpg",101,1,101,71,,,,,1,"wq_b12.jpg",69,0,101,0,,,,,,,,,101,71,,101,0,"00004354",1,1,15,1,990,0.204019993543625,553.48,1.18909764289856,1741
"01030600608","010306088800608","010306088800608196",1276,1,1,3,6,6,8,1562.90051269531,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,1,2,1,11,30,1,,2,,,,,,,,,,1275,,,,1,"wq_b02.jpg",31,0,101,5,1,"wq_b08.jpg",0,101,1,"wq_b12.jpg",69,0,101,0,,,,,,,,,101,5,101,101,0,,1,,30,1,,,,,
"01030700116","010307088800116","010307088800116004",1277,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,1,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0,1,"wq_a16.jpg",2,1,0,8.71,1,10,30,1,,,,,1,"wq_b02.jpg",83,78,101,101,,,,,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,101,101,,101,101,"00002660",1,1,25,1,446,0.335280001163483,232.3,0.732291996479034,1742
"01030700116","010307088800116","010307088800116016",1278,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,2,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0,1,"wq_a16.jpg",1,1,0,6.9,1,10,30,1,,,,,1,"wq_b02.jpg",55,1,101,64,,,,,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,101,64,,101,101,"00002639",1,1,10,1,452,0.335280001163483,244.42,0.559597194194794,1743
"01030700116","010307088800116","010307088800116028",1279,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,1,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0.14,1,"wq_a16.jpg",1,1,0.13,15.9,1,10,30,1,,,,,1,"wq_b02.jpg",76,57,101,101,,,,,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,101,101,,101,101,"00004199",1,1,0,0,480,0.204019993543625,282.8,0.342335999011993,1744
"01030700116","010307088800116","010307088800116040",1280,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,1,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0,1,"wq_a16.jpg",1,1,0,6.29,1,10,30,1,,,,,1,"wq_b02.jpg",101,101,101,101,,,,,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,101,101,,101,101,"00003559",1,1,2,1,444,0.204019993543625,242.4,0.604163587093353,1745
"01030700116","010307088800116","010307088800116064",1281,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,2,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0.06,1,"wq_a16.jpg",1,1,0.08,6.37,1,10,30,1,,,,2,1,"wq_b02.jpg",101,101,101,101,,,,,1,"wq_b12.jpg",101,101,101,101,1,"wq_b18.jpg",0,0,1,0,,,101,101,,101,101,"00003698",1,1,0,0,453,0.335280001163483,242.4,1.05539834499359,1746
"01030700116","010307088800116","010307088800116088",1283,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,2,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0,1,"wq_a16.jpg",1,1,0,2.22,1,10,30,1,,,,,1,"wq_b02.jpg",4,0,101,17,,,,,1,"wq_b12.jpg",0,0,14,1,,,,,,,,,101,17,,14,1,"00002597",1,1,0,0,568,0.204019993543625,266.64,0.342335999011993,1747
"01030700116","010307088800116","010307088800116100",1284,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,1,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0,1,"wq_a16.jpg",1,1,0,6.25,1,10,30,1,,,,,1,"wq_b02.jpg",13,0,101,11,,,,,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,101,11,,101,101,"00003787",1,1,4,2,448,0.335280001163483,238.36,0.710008800029755,1748
"01030700116","010307088800116","010307088800116112",1285,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,1,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0,1,"wq_a16.jpg",1,1,0,11.2,1,10,30,1,,,,,1,"wq_b02.jpg",101,101,101,101,,,,,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,101,101,,101,101,"00001589",1,1,0,0,441,0.729059994220734,220.18,0.537313997745514,1749
"01030700116","010307088800116","010307088800116124",1286,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,1,10,,,1,2,2,,,1,1,,2,1,10,30,1,0,1,"wq_a16.jpg",1,1,0,6.08,1,10,30,1,,,,,1,"wq_b02.jpg",101,101,101,101,,,,,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,101,101,,101,101,"00004241",1,1,10,1,447,0.335280001163483,218.16,0.693296372890472,1750
"01030700116","010307088800116","010307088800116136",1287,1,1,3,7,1,16,2226.82373046875,2,1,,,2,,,2,2,,2,1,2,2,,,1,1,1,2,1,10,30,1,0,1,"wq_a16.jpg",1,1,0,6.12,1,10,30,1,,,,,1,"wq_b02.jpg",7,0,101,75,1,"wq_b08.jpg",2,101,1,"wq_b12.jpg",101,101,101,101,,,,,,,,,101,75,101,101,101,"00001610",1,1,0,0,445,0.597800016403198,234.32,0.154226005077362,1751
"01030700709","010307088800709","010307088800709006",1288,1,1,3,7,7,9,2441.37475585938,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,1,"wq_a16.jpg",1,1,,2.16,1,10,30,1,,,,,1,"wq_b02.jpg",10,0,101,25,,,,,1,"wq_b12.jpg",0,0,10,2,,,,,,,,,101,25,,10,2,"00001001",1,1,30,1,344,0.46654000878334,173.72,0.960694789886475,1752
"01030700709","010307088800709","010307088800709025",1289,1,1,3,7,7,9,2441.37475585938,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,11,0,1,,1,"wq_a16.jpg",1,1,,1.34,1,11,1,1,,,,,1,"wq_b02.jpg",1,0,101,21,,,,,1,"wq_b12.jpg",0,0,0,0,,,,,,,,,101,21,,0,0,"00003538",1,1,30,2,438,0.597800016403198,222.2,0.860420405864716,1753
"01030700709","010307088800709","010307088800709043",1290,1,1,3,7,7,9,2441.37475585938,1,1,,,2,,,2,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,2,,,,,,,,,,1288,,,,1,"wq_b02.jpg",9,1,101,9,,,,,1,"wq_b12.jpg",0,0,10,2,,,,,,,,,101,9,,10,2,,1,,10,2,,,,,
"01030700709","010307088800709","010307088800709061",1291,1,1,3,7,7,9,2441.37475585938,1,1,,,2,,,1,2,,2,1,2,2,,,1,1,,2,1,10,30,1,0.03,1,"wq_a16.jpg",1,1,0.01,0.96,1,10,30,1,,,,,1,"wq_b02.jpg",1,0,82,5,,,,,1,"wq_b12.jpg",4,0,91,7,,,,,,,,,82,5,,91,7,"00003829",1,1,0,0,433,0.46654000878334,262.6,1.42307114601135,1754
"01030700709","010307088800709","010307088800709079",1292,1,1,3,7,7,9,2441.37475585938,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,1,"wq_a16.jpg",1,1,,4.33,1,10,30,1,,,,2,1,"wq_b02.jpg",101,11,101,101,,,,,1,"wq_b12.jpg",5,5,101,101,1,"wq_b18.jpg",0,0,0,0,,,101,101,,101,101,"00004480",1,1,30,1,498,0.335280001163483,282.8,1.41192960739136,1755
"01030700709","010307088800709","010307088800709097",1293,1,1,3,7,7,9,2441.37475585938,1,1,,,2,,,1,4,,4,1,2,2,,,1,1,,2,1,10,30,1,,2,,,,,,,,,,1299,,,,1,"wq_b02.jpg",38,0,101,12,,,,,1,"wq_b12.jpg",4,0,46,31,,,,,,,,,101,12,,46,31,,1,,5,1,,,,,
