"","Score","poor_npl1"
"1",0,0.855536004864621
"2",1,0.846703608584325
"3",2,0.837433817618169
"4",3,0.827717540780851
"5",4,0.817547063366415
"6",5,0.806916241784743
"7",6,0.795820700607404
"8",7,0.78425802884573
"9",8,0.772227971834016
"10",9,0.759732614680198
"11",10,0.746776552898828
"12",11,0.733367045581305
"13",12,0.719514146311698
"14",13,0.705230807026936
"15",14,0.690532950169318
"16",15,0.675439504803597
"17",16,0.659972402880866
"18",17,0.644156532528855
"19",18,0.628019646125647
"20",19,0.611592221953029
"21",20,0.594907279397894
"22",21,0.578000148936126
"23",22,0.560908199445371
"24",23,0.543670526696363
"25",24,0.526327608108773
"26",25,0.508920929968553
"27",26,0.491492594234464
"28",27,0.47408491276472
"29",28,0.45673999723345
"30",29,0.439499353158079
"31",30,0.422403486314322
"32",31,0.405491529383311
"33",32,0.388800895978045
"34",33,0.372366968270504
"35",34,0.356222823333455
"36",35,0.340399002076956
"37",36,0.324923323357223
"38",37,0.309820744523092
"39",38,0.295113268397642
"40",39,0.280819895517583
"41",40,0.266956619410313
"42",41,0.253536461807057
"43",42,0.240569543988656
"44",43,0.228063189946247
"45",44,0.216022056710352
"46",45,0.204448287048805
"47",46,0.193341679739929
"48",47,0.182699872771048
"49",48,0.172518535069853
"50",49,0.162791562721916
"51",50,0.153511276036953
"52",51,0.144668614275741
"53",52,0.136253325317829
"54",53,0.128254148019193
"55",54,0.120658985463691
"56",55,0.113455067741024
"57",56,0.106629103278178
"58",57,0.100167418105394
"59",58,0.0940560827484387
"60",59,0.0882810267052417
"61",60,0.0828281406875375
"62",61,0.0776833669890404
"63",62,0.0728327784838174
"64",63,0.0682626468655331
"65",64,0.0639595008140723
"66",65,0.0599101748247926
"67",66,0.0561018494613591
"68",67,0.0525220837996345
"69",68,0.0491588408210395
"70",69,0.0460005064924193
"71",70,0.0430359032386662
"72",71,0.0402542984766831
"73",72,0.0376454088369061
"74",73,0.0351994006533489
"75",74,0.032906887256502
"76",75,0.0307589235566163
"77",76,0.0287469983588813
"78",77,0.0268630248075079
"79",78,0.0250993293132674
"80",79,0.0234486392790147
"81",80,0.0219040699003581
"82",81,0.0204591102840779
"83",82,0.019107609095171
"84",83,0.017843759914499
"85",84,0.0166620864628556
"86",85,0.0155574278237376
"87",86,0.014524923776066
"88",87,0.0135600003293914
"89",88,0.0126583555375715
"90",89,0.0118159456523588
"91",90,0.0110289716656013
"92",91,0.0102938662776824
"93",92,0.00960728132024472
"94",93,0.00896607565299628
"95",94,0.00836730354735988
"96",95,0.00780820356374463
"97",96,0.00728618792418845
"98",97,0.0067988323779177
"99",98,0.00634386655389854
"100",99,0.00591916479162026
"101",100,0.00552273743907092
