"","cutoff","2.5%_excl","5%_excl","50%_excl","95%_excl","97.5%_excl","2.5%_incl","5%_incl","50%_incl","95%_incl","97.5%_incl","obs","zone","povline"
"2","5","0.958333333333333","0.964285714285714","1","1","1","0","0","0","0","0","100","rural","poor_npl1"
"3","10","0.909090909090909","0.923076923076923","1","1","1","0","0","0","0","0","100","rural","poor_npl1"
"4","15","0.863636363636364","0.875","0.958333333333333","1","1","0","0","0","0.0144927536231884","0.024405487804878","100","rural","poor_npl1"
"5","20","0.80952380952381","0.826086956521739","0.923076923076923","1","1","0","0","0.0131578947368421","0.04","0.0434782608695652","100","rural","poor_npl1"
"6","25","0.678518907563025","0.703703703703704","0.833333333333333","0.933333333333333","0.956567028985507","0.0126542721518987","0.0135135135135135","0.0512820512820513","0.0921052631578947","0.10003164556962","100","rural","poor_npl1"
"7","30","0.454545454545455","0.48","0.636363636363636","0.777777777777778","0.8","0.0571227364185111","0.0684931506849315","0.128205128205128","0.192834022657795","0.205489524576954","100","rural","poor_npl1"
"8","35","0.239952380952381","0.272727272727273","0.411764705882353","0.566711711711712","0.6","0.154902491874323","0.166666666666667","0.243243243243243","0.320512820512821","0.337837837837838","100","rural","poor_npl1"
"9","40","0.105263157894737","0.125","0.25","0.4","0.421103238866397","0.298701298701299","0.319972222222222","0.407894736842105","0.5","0.52","100","rural","poor_npl1"
"10","45","0.032258064516129","0.037037037037037","0.125","0.240068965517241","0.269230769230769","0.432385510510511","0.453322916666667","0.549295774647887","0.643880677721701","0.666666666666667","100","rural","poor_npl1"
"11","50","0","0","0.0454545454545455","0.137931034482759","0.15625","0.592105263157895","0.613222222222222","0.703703703703704","0.789473684210526","0.805555555555556","100","rural","poor_npl1"
"12","55","0","0","0","0.0714285714285714","0.08","0.726027397260274","0.742424242424242","0.816901408450704","0.882352941176471","0.893333333333333","100","rural","poor_npl1"
"13","60","0","0","0","0.0357142857142857","0.04","0.815751879699248","0.82663768115942","0.889566395663957","0.942028985507246","0.948717948717949","100","rural","poor_npl1"
"14","65","0","0","0","0","0","0.868421052631579","0.876712328767123","0.932432432432432","0.972602739726027","0.974683544303797","100","rural","poor_npl1"
"15","70","0","0","0","0","0","0.915492957746479","0.923076923076923","0.962025316455696","1","1","100","rural","poor_npl1"
"16","75","0","0","0","0","0","0.947368421052632","0.958333333333333","0.986111111111111","1","1","100","rural","poor_npl1"
"17","80","0","0","0","0","0","0.971428571428571","0.972602739726027","1","1","1","100","rural","poor_npl1"
"18","85","0","0","0","0","0","0.972602739726027","0.976146384479718","1","1","1","100","rural","poor_npl1"
"19","90","0","0","0","0","0","0.974667105046852","0.985294117647059","1","1","1","100","rural","poor_npl1"
"20","95","0","0","0","0","0","1","1","1","1","1","100","rural","poor_npl1"
"21","5","0.991596638655462","0.991799891613602","1","1","1","0","0","0","0","0","500","rural","poor_npl1"
"22","10","0.961515748031496","0.963768115942029","0.977941176470588","0.992537313432836","0.992858409321175","0","0","0","0","0","500","rural","poor_npl1"
"23","15","0.923649442160893","0.927536231884058","0.952755905511811","0.976009523809524","0.977447817304455","0","0","0.00275482093663912","0.00804289544235925","0.00817438692098093","500","rural","poor_npl1"
"24","20","0.884607438016529","0.89229662423907","0.921875","0.950819672131147","0.955925972083749","0.00529065628010219","0.00542005420054201","0.0134408602150538","0.0211081794195251","0.0219178082191781","500","rural","poor_npl1"
"25","25","0.783989552238806","0.789836003051106","0.833333333333333","0.872367472051929","0.880798643960896","0.0345744680851064","0.0369393139841689","0.0507344028520499","0.0648736541419468","0.0677540385064425","500","rural","poor_npl1"
"26","30","0.578947368421053","0.587786259541985","0.638461538461538","0.689950166112957","0.700731363871487","0.105680359435173","0.110213942948547","0.131016042780749","0.153005464480874","0.155506428550837","500","rural","poor_npl1"
"27","35","0.356643356643357","0.366375185142987","0.418704034983105","0.474074074074074","0.485074626865672","0.213719774460549","0.218073239515273","0.246612466124661","0.272991953776701","0.278386132033673","500","rural","poor_npl1"
"28","40","0.2","0.208924129353234","0.258064516129032","0.305794375231282","0.317469545957918","0.372276335034989","0.378363569048501","0.410958904109589","0.440860215053763","0.448004663212435","500","rural","poor_npl1"
"29","45","0.0872844019497563","0.0962962962962963","0.133100233100233","0.172932330827068","0.181120257695061","0.513001852009537","0.518612096138692","0.550802139037433","0.583344748858448","0.589535236255839","500","rural","poor_npl1"
"30","50","0.0287667738149906","0.0314837598425197","0.0575539568345324","0.0840336134453782","0.0900919361984936","0.671232876712329","0.674996556473829","0.705093833780161","0.731910520936708","0.739743805674077","500","rural","poor_npl1"
"31","55","0","0.00629139072847684","0.0158730158730159","0.031496062992126","0.0352159416677053","0.791327913279133","0.795212765957447","0.818428184281843","0.843839602812205","0.848004188481675","500","rural","poor_npl1"
"32","60","0","0","0","0.00826446280991736","0.00847457627118644","0.865753424657534","0.86968085106383","0.889784946236559","0.909600305221467","0.914127423822715","500","rural","poor_npl1"
"33","65","0","0","0","0","0","0.91510234187719","0.918030618440455","0.932795698924731","0.947952316790179","0.950687238270992","500","rural","poor_npl1"
"34","70","0","0","0","0","0","0.950819672131147","0.952755905511811","0.964383561643836","0.975935828877005","0.978143565462099","500","rural","poor_npl1"
"35","75","0","0","0","0","0","0.97318854680158","0.975409836065574","0.98380563852262","0.991825613079019","0.991979144385027","500","rural","poor_npl1"
"36","80","0","0","0","0","0","0.986376021798365","0.986737400530504","0.992063492063492","0.997361477572559","1","500","rural","poor_npl1"
"37","85","0","0","0","0","0","0.989333333333333","0.99164228692364","0.994652406417112","1","1","500","rural","poor_npl1"
"38","90","0","0","0","0","0","0.991803278688525","0.991935483870968","0.997237569060773","1","1","500","rural","poor_npl1"
"39","95","0","0","0","0","0","1","1","1","1","1","500","rural","poor_npl1"
"40","5","1","1","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"41","10","1","1","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"42","15","1","1","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"43","20","0.833333333333333","0.857142857142857","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"44","25","0.833333333333333","0.857142857142857","1","1","1","0","0","0","0","0","100","urban","poor_npl1"
"45","30","0.714285714285714","0.777777777777778","1","1","1","0","0","0.0105263157894737","0.021978021978022","0.0224782941777324","100","urban","poor_npl1"
"46","35","0.666666666666667","0.691025641025641","0.888888888888889","1","1","0","0","0.0111111111111111","0.0337078651685393","0.043010752688172","100","urban","poor_npl1"
