dist_road,dist_popcenter,dist_market,dist_borderpost,dist_admctr,pop_density,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,fsrad3_agpct,fsrad3_lcmaj,ssa_aez09,srtm,twi,srtm_5_15,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2015_tot,h2015_wetQ,h2015_wetQstart,eviarea_avg,evimax_avg,grn_avg,sen_avg,h2015_eviarea,h2015_evimax,h2015_grn,h2015_sen,lat_dd_mod,lon_dd_mod,household_id_1,household_id_2,household_id_3,household_id_4,household_id_5,household_id_6,household_id_7,household_id_8,household_id_9,household_id_10,household_id_11,household_id_12,household_id_13,household_id_14,household_id_15,household_id_16,household_id_17,ea_id_1,ea_id_2,ea_id_3,ea_id_4,ea_id_5,ea_id_6,ea_id_7,ea_id_8,ea_id_9,ea_id_10,ea_id_11,ea_id_12,ea_id_13,ea_id_14,
0,5,5,249,250,1000-2000,151,162,1144,284,702,8,130,323,2563,11,9,2,1,5,1,1,1,5,735,524,19,566,365,19,44,0.426,199,268,37,0.424,200,268,11.11067591,39.62789962,3,0,4,1,8,0,1,0,1,0,0,3,0,9,0,0,0,3,0,4,1,8,0,1,0,1,0,0,3,0,9,
44,89,90,316,241,500-1000,149,147,1072,305,701,3,110,323,2585,13,9,1,1,1,3,1,1,4,653,479,18,533,404,20,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,0,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
1,0,0,249,249,>20000,151,163,1135,283,697,3,130,323,2515,14,9,2,1,5,1,1,1,5,721,515,19,547,353,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,0,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
1,0,0,249,249,>20000,151,163,1135,283,697,6,130,323,2515,13,9,2,1,5,1,1,1,5,721,515,19,547,353,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,0,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
0,0,0,248,249,>20000,151,163,1136,282,696,4,130,323,2487,36,9,2,1,5,1,1,1,5,722,515,19,549,354,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,0,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
0,0,0,249,249,>20000,151,163,1135,283,697,3,130,323,2515,14,9,2,1,5,1,1,1,5,721,515,19,547,353,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,0,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
1,0,0,248,249,10000-20000,151,163,1136,282,696,6,130,323,2499,20,9,2,1,5,1,1,1,5,721,515,19,547,353,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,1,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
0,0,0,248,249,>20000,151,163,1136,282,696,7,130,323,2499,20,9,2,1,5,1,1,1,5,721,515,19,548,353,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,1,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
0,0,0,248,249,>20000,151,163,1136,282,696,3,130,323,2499,22,9,2,1,5,1,1,1,5,721,515,19,548,353,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,1,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
0,0,0,249,249,>20000,151,163,1135,283,697,3,130,323,2520,14,9,2,1,5,1,1,1,5,721,515,19,547,353,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,1,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
0,0,0,249,249,>20000,151,163,1135,283,697,3,130,323,2517,13,9,2,1,5,1,1,1,5,721,515,19,547,353,19,44,0.426,199,268,37,0.424,200,268,11.1436011,39.63258476,3,0,4,1,8,0,1,0,1,0,0,8,0,7,1,0,0,3,0,4,1,8,0,1,0,1,0,0,8,0,7,
13,52,52,355,233,100-200,183,167,936,269,594,38,20,323,2194,12,9,2,1,4,1,1,1,4,737,546,18,733,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,0,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,183,167,936,269,594,35,20,323,2194,12,9,2,1,4,1,1,1,4,737,546,18,732,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,0,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,183,167,936,269,594,35,20,323,2208,11,9,2,1,4,1,1,1,4,737,546,18,732,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,0,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,183,167,936,269,594,35,20,323,2188,12,9,2,1,4,1,1,1,4,737,546,18,732,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,0,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,175,160,960,280,615,32,20,323,2189,12,9,2,1,4,1,1,1,4,737,546,18,731,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,0,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,183,167,936,269,594,32,20,323,2172,12,14,2,1,4,1,1,1,4,736,546,18,731,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,0,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,175,160,960,280,615,36,20,323,2203,12,9,2,1,4,1,1,1,4,736,546,18,731,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,1,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,175,160,960,280,615,35,20,323,2198,12,14,2,1,4,1,1,1,4,737,546,18,732,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,1,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,183,167,936,269,594,35,20,323,2201,12,9,2,1,4,1,1,1,4,737,546,18,732,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,1,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,175,160,960,280,615,35,20,323,2230,11,14,2,1,4,1,1,1,4,737,546,18,732,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,1,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,52,52,355,233,100-200,183,167,936,269,594,35,20,323,2201,12,9,2,1,4,1,1,1,4,737,546,18,732,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,1,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
13,51,51,355,233,100-200,192,175,907,255,570,38,20,323,2186,12,14,2,1,4,1,1,1,4,737,547,18,733,539,18,45,0.44,195,267,42,0.45,191,265,10.17715102,38.97277968,3,0,5,0,1,0,8,8,8,0,1,5,0,4,1,0,0,3,0,5,0,1,0,8,8,8,0,1,5,0,4,
6,54,55,346,261,100-200,182,166,925,271,569,0,110,323,2219,10,14,1,1,3,1,1,1,4,675,495,18,601,450,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,0,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
6,55,55,346,261,100-200,182,166,925,271,569,0,110,323,2201,10,14,1,1,3,1,1,1,4,676,495,18,602,451,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,0,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
6,55,55,346,261,100-200,182,166,925,271,569,0,110,323,2201,10,14,1,1,3,1,1,1,4,676,495,18,602,451,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,0,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
6,54,55,346,261,100-200,173,160,936,283,586,0,110,323,2216,12,14,1,1,3,1,1,1,4,675,495,18,600,450,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,0,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
6,54,55,346,261,100-200,173,160,936,283,586,0,110,323,2216,12,14,1,1,3,1,1,1,4,675,495,18,600,449,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,0,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
8,53,53,348,260,100-200,183,166,920,269,566,0,110,322,2157,10,14,2,1,3,1,1,1,3,678,497,18,608,458,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,0,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
6,54,54,348,261,100-200,147,143,1003,310,664,0,110,323,2389,11,14,1,1,3,1,1,1,4,675,494,18,600,450,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,0,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
6,54,54,348,261,100-200,170,158,936,286,590,0,110,323,2355,10,14,1,1,3,1,1,1,4,674,494,18,600,450,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,1,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
7,53,53,348,261,100-200,179,164,926,275,573,0,110,323,2238,11,14,1,1,3,1,1,1,4,677,496,18,606,455,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,1,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
8,53,53,348,260,100-200,183,166,920,269,566,0,110,322,2228,11,14,2,1,3,1,1,1,3,678,497,18,608,457,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,1,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
10,52,52,349,258,100-200,195,178,900,248,543,0,110,322,1782,11,13,2,1,3,1,1,1,3,684,503,18,621,469,18,45,0.44,195,267,42,0.45,191,265,10.02451104,39.21316529,3,0,5,0,4,0,8,8,8,0,0,3,0,5,1,0,0,3,0,5,0,4,0,8,8,8,0,0,3,0,5,
5,59,59,251,291,300-400,215,222,992,240,550,35,20,322,1476,11,8,1,1,2,2,1,1,4,648,460,19,513,343,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,0,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
9,60,60,254,289,300-400,187,192,1068,252,616,48,20,322,2066,10,14,1,1,2,2,1,1,4,650,461,18,523,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,0,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
9,60,60,254,289,300-400,187,192,1068,252,616,50,20,322,2058,13,9,1,1,2,2,1,1,4,650,461,18,524,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,0,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
9,60,60,254,289,300-400,187,192,1068,252,616,57,20,322,2033,12,9,1,1,2,2,1,1,4,650,461,18,524,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,0,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
9,60,60,254,289,300-400,187,192,1068,252,616,57,20,322,2019,11,9,1,1,2,2,1,1,4,650,461,18,524,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,0,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
9,60,60,254,289,300-400,187,192,1068,252,616,55,20,322,2028,12,14,1,1,2,2,1,1,4,650,461,18,523,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,0,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
9,60,60,254,289,300-400,187,192,1068,252,616,52,20,322,2064,10,14,1,1,2,2,1,1,4,650,462,18,521,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,0,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
8,60,60,254,289,300-400,187,192,1068,252,616,55,20,322,2017,12,14,1,1,2,2,1,1,4,650,461,18,523,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,1,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
8,60,60,254,289,300-400,187,192,1068,252,616,61,20,322,1983,13,13,1,1,2,2,1,1,4,650,461,18,524,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,1,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
9,61,61,254,289,300-400,187,192,1068,252,616,66,20,322,1955,11,13,1,1,2,2,1,1,4,650,461,18,526,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,1,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
9,60,60,254,289,300-400,187,192,1068,252,616,55,20,322,2034,10,9,1,1,2,2,1,1,4,650,461,18,526,345,19,45,0.44,195,267,42,0.45,191,265,10.52815378,39.81310682,3,0,5,0,7,0,8,8,8,0,1,2,0,4,1,0,0,3,0,5,0,7,0,8,8,8,0,1,2,0,4,
0,87,87,256,312,300-400,216,223,1091,244,550,32,20,322,1447,16,8,1,1,4,1,1,1,4,639,426,19,554,305,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,300-400,216,223,1091,244,550,32,20,322,1447,16,8,1,1,4,1,1,1,4,639,426,19,554,304,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,300-400,216,223,1091,244,550,32,20,322,1447,16,8,1,1,4,1,1,1,4,639,426,19,554,305,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,300-400,216,223,1091,244,550,32,20,322,1447,16,8,1,1,4,1,1,1,4,639,426,19,554,304,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,300-400,216,223,1091,244,550,32,20,322,1447,16,8,1,1,4,1,1,1,4,639,426,19,553,304,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,300-400,218,224,1087,244,543,36,20,322,1445,12,8,1,1,4,1,1,1,4,638,426,19,553,304,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,300-400,218,224,1087,244,543,36,20,322,1445,12,8,1,1,4,1,1,1,4,638,426,19,553,304,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,300-400,218,224,1087,244,543,36,20,322,1445,12,8,1,1,4,1,1,1,4,638,426,19,553,304,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,300-400,218,224,1087,244,543,36,20,322,1445,12,8,1,1,4,1,1,1,4,638,426,19,553,304,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,88,88,256,312,300-400,218,224,1087,244,543,36,20,322,1445,12,8,1,1,4,1,1,1,4,638,426,19,552,304,20,45,0.44,195,267,42,0.45,191,265,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,0,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,88,88,256,312,300-400,218,224,1087,244,543,36,20,322,1446,23,8,1,1,4,1,1,1,4,638,426,19,552,304,20,44,0.429,195,263,36,0.432,211,272,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,1,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,87,87,256,312,200-300,216,223,1091,244,550,42,20,322,1479,12,8,1,1,4,1,1,1,4,638,426,19,552,304,20,44,0.429,195,263,36,0.432,211,272,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,1,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,88,88,256,312,300-400,218,224,1087,244,543,30,20,322,1442,13,8,1,1,4,1,1,1,4,638,426,19,551,303,20,44,0.429,195,263,36,0.432,211,272,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,1,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
0,88,88,256,312,100-200,218,224,1087,244,543,30,20,322,1439,12,8,1,1,4,1,1,1,4,638,426,19,550,302,20,44,0.429,195,263,36,0.432,211,272,10.35264097,39.95747282,3,0,5,0,8,0,1,0,1,0,0,1,0,6,1,0,0,3,0,5,0,8,0,1,0,1,0,0,1,0,6,
28,53,108,297,295,500-1000,126,132,1113,317,742,26,20,323,3025,12,9,1,1,3,1,1,1,3,652,464,18,599,359,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,0,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
28,53,108,297,295,500-1000,126,132,1113,317,742,26,20,323,3025,11,9,1,1,3,1,1,1,3,653,464,18,599,359,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,0,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
28,53,108,297,295,500-1000,126,132,1113,317,742,26,20,323,3025,11,9,1,1,3,1,1,1,3,653,464,18,599,359,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,0,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
28,53,108,297,295,500-1000,126,132,1113,317,742,26,20,323,3025,11,9,1,1,3,1,1,1,3,652,464,18,599,359,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,0,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
1,2,87,340,314,500-1000,144,151,964,319,672,4,110,322,2776,15,9,1,1,2,1,1,1,3,657,440,18,565,330,18,45,0.44,195,267,42,0.45,191,265,9.66572735,39.55815812,3,0,5,0,9,0,2,0,1,0,0,1,0,4,0,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
31,63,91,310,270,100-200,137,139,1076,315,717,86,14,323,2826,15,9,1,1,2,1,1,1,4,651,469,18,534,341,20,45,0.44,195,267,42,0.45,191,265,10.18976278,39.4619582,3,0,5,0,9,0,2,0,1,0,0,1,0,4,0,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
28,53,108,297,295,500-1000,126,132,1113,317,742,26,20,323,3033,12,9,1,1,3,1,1,1,3,653,464,18,599,359,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,1,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
28,53,108,297,295,500-1000,126,132,1113,317,742,27,20,323,3029,11,9,1,1,3,1,1,1,3,653,463,18,599,359,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,1,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
28,53,108,297,296,500-1000,126,132,1113,317,742,36,20,323,3043,13,9,1,1,3,1,1,1,3,653,463,18,599,358,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,1,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
28,53,108,297,296,500-1000,126,132,1113,317,742,33,20,323,3044,13,9,1,1,3,1,1,1,3,653,463,18,599,359,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,1,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
28,53,108,297,296,500-1000,126,132,1113,317,742,33,20,323,3045,13,9,1,1,3,1,1,1,3,653,463,18,599,359,20,45,0.44,195,267,42,0.45,191,265,10.12492698,39.67130855,3,0,5,0,9,0,2,0,1,0,0,1,0,4,1,0,0,3,0,5,0,9,0,2,0,1,0,0,1,0,4,
25,29,84,325,293,200-300,144,147,992,316,667,29,20,322,2771,12,9,1,1,3,1,1,1,4,639,467,18,523,372,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,0,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
25,29,84,325,293,200-300,144,147,992,316,667,29,20,322,2768,13,9,1,1,3,1,1,1,4,639,467,18,523,372,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,0,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
24,29,84,325,294,200-300,144,147,992,316,667,38,20,322,2782,12,9,1,1,3,1,1,1,4,639,467,18,523,372,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,0,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
25,29,84,325,293,200-300,144,147,992,316,667,29,20,322,2771,12,9,1,1,3,1,1,1,4,639,467,18,523,372,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,0,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
24,29,84,325,294,200-300,143,146,1002,317,676,48,20,322,2770,12,9,1,1,3,1,1,1,4,639,467,18,523,373,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,0,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
24,29,84,325,294,200-300,143,146,1002,317,676,53,20,322,2793,12,9,1,1,3,1,1,1,4,640,467,18,523,373,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,1,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
24,29,84,325,294,200-300,143,146,1002,317,676,53,20,322,2790,11,9,1,1,3,1,1,1,4,640,467,18,523,372,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,1,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
24,29,85,324,294,200-300,144,147,991,316,666,68,14,323,2791,11,9,1,1,3,1,1,1,4,640,467,18,524,372,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,1,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
24,29,84,325,294,200-300,143,146,1002,317,676,62,14,322,2788,12,9,1,1,3,1,1,1,4,640,467,18,523,372,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,1,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
24,29,84,325,294,200-300,143,146,1002,317,676,55,14,322,2765,11,9,1,1,3,1,1,1,4,639,467,18,523,373,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,1,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
23,28,84,326,295,200-300,146,149,982,315,658,84,14,322,2732,12,9,1,1,4,1,1,1,4,639,467,18,522,374,18,45,0.44,195,267,42,0.45,191,265,9.890489054,39.4845296,3,0,5,1,1,0,8,8,8,0,0,3,0,7,1,0,0,3,0,5,1,1,0,8,8,8,0,0,3,0,7,
7,14,92,350,326,100-200,141,148,982,316,691,35,20,322,2908,11,9,1,1,2,1,1,1,3,660,434,18,559,333,18,45,0.44,195,267,42,0.45,191,265,9.554081998,39.57933871,3,0,5,1,3,0,8,8,8,0,0,7,0,2,0,0,0,3,0,5,1,3,0,8,8,8,0,0,7,0,2,
7,14,92,349,326,100-200,142,150,974,316,684,35,20,322,2902,12,9,1,1,2,1,1,1,3,659,433,18,562,332,18,45,0.44,195,267,42,0.45,191,265,9.554081998,39.57933871,3,0,5,1,3,0,8,8,8,0,0,7,0,2,0,0,0,3,0,5,1,3,0,8,8,8,0,0,7,0,2,
7,14,92,350,326,100-200,142,150,974,316,684,35,20,322,2904,12,9,1,1,2,1,1,1,3,659,433,18,561,332,18,45,0.44,195,267,42,0.45,191,265,9.554081998,39.57933871,3,0,5,1,3,0,8,8,8,0,0,7,0,2,0,0,0,3,0,5,1,3,0,8,8,8,0,0,7,0,2,
8,14,93,349,327,100-200,142,150,974,316,684,35,20,322,2887,11,9,1,1,2,1,1,1,3,658,432,18,564,332,18,45,0.44,195,267,42,0.45,191,265,9.554081998,39.57933871,3,0,5,1,3,0,8,8,8,0,0,7,0,2,0,0,0,3,0,5,1,3,0,8,8,8,0,0,7,0,2,
