"holder_id","household_id","parcel_id","field_id","household_id2","dist_household","plot_srtmslp","plot_srtm","plot_twi"
"0401010220200701","04010102202007",8,1,"040101088802202007",2.2,2.4,1338,13
"0401010220202901","04010102202029",1,1,"040101088802202029",0,7.9,1341,12
"0401010220202901","04010102202029",1,2,"040101088802202029",0,7.9,1341,12
"0401010220202901","04010102202029",1,3,"040101088802202029",0,7.9,1341,12
"0401010220202901","04010102202029",1,4,"040101088802202029",0,7.2,1337,12
"0401010220202901","04010102202029",1,5,"040101088802202029",0,7.3,1337,12
"0401010220202901","04010102202029",1,6,"040101088802202029",0,7,1336,12
"0401010220202901","04010102202029",1,7,"040101088802202029",0,7.8,1342,12
"0401010220202901","04010102202029",1,8,"040101088802202029",0,7.8,1342,12
"0401010220202901","04010102202029",1,9,"040101088802202029",0,7.9,1342,12
"0401010220202901","04010102202029",1,10,"040101088802202029",0.1,8.3,1343,12
"0401010220202901","04010102202029",1,11,"040101088802202029",0.1,8.1,1344,11
"0401010220202901","04010102202029",1,12,"040101088802202029",0.1,8.3,1344,11
"0401010220202901","04010102202029",1,13,"040101088802202029",0.1,8.5,1345,11
"0401010220202901","04010102202029",1,14,"040101088802202029",0.1,8.2,1344,11
"0401010220202901","04010102202029",1,15,"040101088802202029",0.1,8.4,1345,11
"0401010220202901","04010102202029",3,1,"040101088802202029",0.3,3.3,1321,13
"0401010220202901","04010102202029",3,2,"040101088802202029",0.3,4.2,1322,13
"0401010220202901","04010102202029",4,1,"040101088802202029",0.1,5.3,1336,12
"0401010220204001","04010102202040",1,1,"040101088802202040",0.1,7.2,1361,12
"0401010220204001","04010102202040",1,2,"040101088802202040",0.1,7.4,1360,12
"0401010220204001","04010102202040",1,3,"040101088802202040",0.1,7.7,1359,12
"0401010220204001","04010102202040",1,4,"040101088802202040",0.1,8.5,1357,12
"0401010220204001","04010102202040",1,5,"040101088802202040",0.1,8.7,1356,12
"0401010220204001","04010102202040",1,6,"040101088802202040",0.1,8.8,1356,12
"0401010220204001","04010102202040",1,7,"040101088802202040",0.1,8.8,1355,12
"0401010220204001","04010102202040",1,8,"040101088802202040",0.1,8.7,1355,12
"0401010220204001","04010102202040",1,9,"040101088802202040",0.2,8.3,1354,12
"0401010220204001","04010102202040",1,10,"040101088802202040",0.2,8.5,1354,12
"0401010220204001","04010102202040",1,11,"040101088802202040",0.2,8.1,1352,12
"0401010220204001","04010102202040",1,12,"040101088802202040",0.2,8.3,1352,12
"0401010220204001","04010102202040",1,13,"040101088802202040",0.2,8.1,1352,12
"0401010220204001","04010102202040",2,1,"040101088802202040",0.3,7.4,1343,12
"0401010220204001","04010102202040",2,2,"040101088802202040",0.3,7,1341,12
"0401010220204001","04010102202040",2,3,"040101088802202040",0.4,3.8,1336,13
"0401010220204001","04010102202040",2,4,"040101088802202040",0.4,3.6,1336,15
"0401010220204001","04010102202040",3,1,"040101088802202040",0.5,3.3,1335,15
"0401010220204001","04010102202040",3,2,"040101088802202040",0.5,3.4,1336,14
"0401010220204001","04010102202040",4,1,"040101088802202040",0,7.3,1360,13
"0401010220204001","04010102202040",4,2,"040101088802202040",0,7.2,1360,13
"0401010220204001","04010102202040",5,1,"040101088802202040",1.5,6.5,1401,12
"0401010220204001","04010102202040",5,2,"040101088802202040",1.5,6.3,1401,12
"0401010220204001","04010102202040",6,1,"040101088802202040",2.9,2.7,1344,13
"0401010220204001","04010102202040",6,2,"040101088802202040",2.9,2.7,1344,13
"0401010220206203","04010102202062",1,1,"040101088802202062",0,10.8,1398,13
"0401010220206203","04010102202062",1,2,"040101088802202062",0,11,1397,13
"0401010220206203","04010102202062",1,3,"040101088802202062",0,11.5,1397,13
"0401010220206203","04010102202062",1,4,"040101088802202062",0,11.5,1395,14
"0401010220206203","04010102202062",1,5,"040101088802202062",0,11.5,1395,13
"0401010220206203","04010102202062",1,6,"040101088802202062",0,11.8,1395,13
"0401010220206203","04010102202062",1,7,"040101088802202062",0,11.3,1393,14
"0401010220206203","04010102202062",1,8,"040101088802202062",0,11.3,1392,14
"0401010220206203","04010102202062",1,9,"040101088802202062",0,11.5,1393,14
"0401010220206203","04010102202062",1,10,"040101088802202062",0,11.5,1393,14
"0401010220206203","04010102202062",1,11,"040101088802202062",0,11.6,1393,14
"0401010220206203","04010102202062",1,12,"040101088802202062",0,11.2,1391,14
"0401010220206203","04010102202062",1,13,"040101088802202062",0.1,11.1,1390,14
"0401010220206203","04010102202062",1,14,"040101088802202062",0.1,10.9,1388,15
"0401010220206203","04010102202062",1,15,"040101088802202062",0.1,9.5,1385,16
"0401010220206203","04010102202062",2,1,"040101088802202062",0.1,8.4,1403,13
"0401010220206203","04010102202062",2,2,"040101088802202062",0.1,8.4,1404,13
"0401010220206203","04010102202062",3,1,"040101088802202062",0.1,6.9,1404,11
"0401010220206203","04010102202062",3,2,"040101088802202062",0.1,8.7,1402,12
"0401010220207301","04010102202073",1,1,"040101088802202073",0,9.2,1387,12
"0401010220207301","04010102202073",1,2,"040101088802202073",0,10.1,1385,12
"0401010220207301","04010102202073",1,3,"040101088802202073",0,9.3,1388,12
"0401010220207301","04010102202073",1,4,"040101088802202073",0,10.2,1386,11
"0401010220207301","04010102202073",1,5,"040101088802202073",0,10.1,1386,11
"0401010220207301","04010102202073",1,6,"040101088802202073",0,10.6,1385,11
"0401010220207301","04010102202073",1,7,"040101088802202073",0,10.8,1384,11
"0401010220207301","04010102202073",1,8,"040101088802202073",0,10.5,1384,11
"0401010220207301","04010102202073",1,9,"040101088802202073",0,9.9,1385,12
"0401010220207301","04010102202073",1,10,"040101088802202073",0,10.6,1383,11
"0401010220207301","04010102202073",1,11,"040101088802202073",0,11.2,1382,11
"0401010220207301","04010102202073",1,12,"040101088802202073",0.1,11.4,1381,11
"0401010220207301","04010102202073",1,13,"040101088802202073",0.1,11.9,1380,11
"0401010220207301","04010102202073",1,14,"040101088802202073",0.1,11.7,1379,11
"0401010220207301","04010102202073",1,15,"040101088802202073",0.1,11.6,1374,11
"0401010220207301","04010102202073",1,16,"040101088802202073",0.1,12.2,1375,11
"0401010220207301","04010102202073",1,17,"040101088802202073",0.1,9.7,1370,11
"0401010220207301","04010102202073",1,18,"040101088802202073",0.1,8,1368,11
"0401010220207301","04010102202073",1,19,"040101088802202073",0.2,7.1,1367,11
"0401010220207301","04010102202073",1,20,"040101088802202073",0.2,6.5,1367,12
"0401010220207301","04010102202073",1,21,"040101088802202073",0.2,6.2,1366,11
"0401010220207301","04010102202073",1,22,"040101088802202073",0.2,7.6,1368,12
"0401010220207301","04010102202073",1,23,"040101088802202073",0.1,11.7,1376,11
"0401010220207301","04010102202073",2,1,"040101088802202073",0.5,8.1,1396,12
"0401010220207301","04010102202073",2,2,"040101088802202073",0.5,7.6,1396,12
"0401010220207301","04010102202073",3,1,"040101088802202073",0.5,6.8,1355,12
"0401010220207301","04010102202073",4,1,"040101088802202073",0.5,7.8,1393,12
"0401010220207301","04010102202073",5,1,"040101088802202073",3.9,5.8,1389,18
"0401010220207301","04010102202073",6,1,"040101088802202073",2.7,7.3,1360,16
"0401010220207301","04010102202073",7,1,"040101088802202073",0.1,11.5,1376,11
"0401010220210601","04010102202106",1,1,"040101088802202106",0,5.4,1420,13
"0401010220210601","04010102202106",1,2,"040101088802202106",0,5.2,1419,13
"0401010220210601","04010102202106",1,3,"040101088802202106",0,5.3,1420,12
"0401010220210601","04010102202106",1,4,"040101088802202106",0,6,1421,12
"0401010220210601","04010102202106",1,5,"040101088802202106",0.1,5.4,1424,12
"0401010220210601","04010102202106",1,6,"040101088802202106",0,6.6,1419,12
"0401010220210601","04010102202106",1,7,"040101088802202106",0,6.4,1418,12
"0401010220210601","04010102202106",2,1,"040101088802202106",0,4.6,1418,13
"0401010220210601","04010102202106",3,1,"040101088802202106",0.6,8.2,1392,13
"0401010220210601","04010102202106",3,2,"040101088802202106",0,4.7,1418,13
"0401010220210601","04010102202106",3,3,"040101088802202106",0,4.1,1418,13
"0401010220210601","04010102202106",3,4,"040101088802202106",0,2.8,1418,13
"0401010220210601","04010102202106",3,5,"040101088802202106",0,3.2,1417,13
"0401010220210601","04010102202106",3,6,"040101088802202106",0.1,2.7,1417,13
"0401010220210601","04010102202106",3,7,"040101088802202106",0.1,2,1417,13
"0401010220210601","04010102202106",3,8,"040101088802202106",0.1,2.4,1417,13
"0401010220210601","04010102202106",4,1,"040101088802202106",0.1,6.1,1416,13
"0401010220210601","04010102202106",4,2,"040101088802202106",0.1,8.2,1416,12
"0401010220210601","04010102202106",5,1,"040101088802202106",0.6,6.5,1406,12
"0401010220210601","04010102202106",6,1,"040101088802202106",4.2,2.9,1344,13
"0401010220210601","04010102202106",6,2,"040101088802202106",4.2,2.9,1344,13
"0401010220210601","04010102202106",7,1,"040101088802202106",1.9,4.8,1358,17
"0401010220213901","04010102202139",1,1,"040101088802202139",0,10.3,1427,11
"0401010220213901","04010102202139",2,1,"040101088802202139",4.4,7.2,1345,12
"0401010220213901","04010102202139",3,1,"040101088802202139",3.9,5.4,1340,12
"0401010220213901","04010102202139",4,1,"040101088802202139",3.6,6.9,1334,13
"0401010220213901","04010102202139",5,1,"040101088802202139",2.8,3.8,1359,15
"0401010220217201","04010102202172",1,1,"040101088802202172",0,4,1441,12
"0401010220217201","04010102202172",1,2,"040101088802202172",0,4.3,1441,12
"0401010220217201","04010102202172",1,3,"040101088802202172",0.5,10.6,1416,12
"0401010220217201","04010102202172",2,1,"040101088802202172",0,3.8,1442,12
"0401010220217201","04010102202172",2,2,"040101088802202172",0,3.8,1442,12
"0401010220217201","04010102202172",2,3,"040101088802202172",0,3.6,1443,12
"0401010220217201","04010102202172",2,4,"040101088802202172",0,3.1,1443,11
"0401010220217201","04010102202172",2,5,"040101088802202172",0,3,1443,11
"0401010220217201","04010102202172",2,6,"040101088802202172",0,2.6,1444,11
"0401010220217201","04010102202172",2,7,"040101088802202172",0,3.6,1442,11
"0401010220217201","04010102202172",2,8,"040101088802202172",0,3.4,1444,11
"0401010220217201","04010102202172",2,9,"040101088802202172",0,4.1,1442,11
"0401010220217201","04010102202172",2,10,"040101088802202172",0.1,5.3,1441,12
"0401010220217201","04010102202172",3,1,"040101088802202172",0.1,5.4,1441,12
"0401010220217201","04010102202172",3,2,"040101088802202172",0.1,5.3,1441,12
"0401010220217201","04010102202172",3,3,"040101088802202172",0.1,4.7,1442,12
"0401010220217201","04010102202172",3,4,"040101088802202172",0.1,4.8,1441,12
"0401010220217201","04010102202172",3,5,"040101088802202172",0,3.5,1442,11
"0401010220217201","04010102202172",3,6,"040101088802202172",0,2.9,1443,11
"0401010220217201","04010102202172",3,7,"040101088802202172",0.1,3.8,1445,11
"0401010220217201","04010102202172",3,8,"040101088802202172",0,3,1442,11
"0401010220217201","04010102202172",3,9,"040101088802202172",0,3.3,1442,12
"0401010220217201","04010102202172",3,10,"040101088802202172",0,3.4,1441,12
"0401010220217201","04010102202172",3,11,"040101088802202172",0,3.9,1441,12
"0401010220217201","04010102202172",3,12,"040101088802202172",0,3.8,1441,12
"0401010220217201","04010102202172",3,13,"040101088802202172",0,3.9,1440,12
"0401010220217201","04010102202172",3,14,"040101088802202172",0,3.7,1441,12
"0401010220217201","04010102202172",3,15,"040101088802202172",0,3.6,1441,12
"0401010220217201","04010102202172",3,16,"040101088802202172",0,3.5,1441,12
"0401010220217201","04010102202172",3,17,"040101088802202172",0,3.3,1442,12
"0401010220217201","04010102202172",3,18,"040101088802202172",0,3.1,1442,11
"0401010220217201","04010102202172",4,1,"040101088802202172",3.6,8.9,1417,13
"0401010220217201","04010102202172",5,1,"040101088802202172",2.8,13.8,1390,17
"0401010220217201","04010102202172",6,1,"040101088802202172",0.4,6.3,1430,12
"0401010220217201","04010102202172",6,2,"040101088802202172",0.4,6.5,1429,12
"0401010220217201","04010102202172",6,3,"040101088802202172",0.5,5.8,1431,12
"0401010220220501","04010102202205",1,1,"040101088802202205",0,7.8,1486,12
"0401010220220501","04010102202205",1,2,"040101088802202205",0,7.7,1485,12
"0401010220220501","04010102202205",1,3,"040101088802202205",0,7.9,1486,12
"0401010220220501","04010102202205",1,4,"040101088802202205",0,8.1,1486,11
"0401010220220501","04010102202205",1,5,"040101088802202205",0,7.9,1486,11
"0401010220220501","04010102202205",1,6,"040101088802202205",0,7.9,1486,11
"0401010220220501","04010102202205",2,1,"040101088802202205",0.1,9.6,1483,11
"0401010220220501","04010102202205",2,2,"040101088802202205",0.1,10.3,1481,11
"0401010220220501","04010102202205",2,3,"040101088802202205",0.9,16.3,1487,11
"0401010220220501","04010102202205",2,4,"040101088802202205",0.1,11.7,1478,11
"0401010220220501","04010102202205",2,5,"040101088802202205",0.1,12.5,1476,12
"0401010220220501","04010102202205",2,6,"040101088802202205",0.1,13,1475,12
"0401010220220501","04010102202205",2,7,"040101088802202205",0.1,13.9,1473,12
"0401010220220501","04010102202205",2,8,"040101088802202205",0.1,14.9,1470,12
"0401010220220501","04010102202205",2,9,"040101088802202205",0.1,15.5,1469,12
"0401010220220501","04010102202205",2,10,"040101088802202205",0.1,14.8,1469,12
"0401010220220501","04010102202205",2,11,"040101088802202205",0.1,15.3,1468,12
"0401010220220501","04010102202205",4,1,"040101088802202205",1.7,8.1,1463,13
"0401010220220501","04010102202205",5,1,"040101088802202205",2.1,7.7,1458,12
"0401010220220501","04010102202205",6,1,"040101088802202205",2.3,18.4,1449,11
"0401010220223801","04010102202238",1,1,"040101088802202238",0.1,5.9,1473,12
"0401010220223801","04010102202238",1,2,"040101088802202238",0.1,6.2,1473,12
"0401010220223801","04010102202238",1,3,"040101088802202238",0.1,5.6,1473,12
"0401010220223801","04010102202238",1,4,"040101088802202238",0.1,7.7,1468,12
"0401010220223801","04010102202238",1,5,"040101088802202238",0,7.8,1467,12
"0401010220223801","04010102202238",1,6,"040101088802202238",0,7.9,1467,12
"0401010220223801","04010102202238",1,7,"040101088802202238",0,7.9,1467,12
"0401010220223801","04010102202238",1,8,"040101088802202238",0,7.9,1466,12
"0401010220223801","04010102202238",1,9,"040101088802202238",0,8.1,1465,13
"0401010220223801","04010102202238",1,10,"040101088802202238",0,8.2,1464,13
"0401010220223801","04010102202238",1,11,"040101088802202238",0,8.2,1464,13
"0401010220223801","04010102202238",1,12,"040101088802202238",0,8.4,1463,13
"0401010220223801","04010102202238",1,13,"040101088802202238",0,8.5,1462,12
"0401010220223801","04010102202238",1,14,"040101088802202238",0,8.6,1462,12
"0401010220223801","04010102202238",1,15,"040101088802202238",0,8.7,1462,12
"0401010220223801","04010102202238",1,16,"040101088802202238",0,8.8,1461,12
"0401010220223801","04010102202238",1,17,"040101088802202238",0,8.8,1461,12
"0401010220223801","04010102202238",1,18,"040101088802202238",0.1,9,1460,12
"0401010220223801","04010102202238",2,1,"040101088802202238",0.1,9,1459,12
"0401010220223801","04010102202238",2,2,"040101088802202238",0.1,9.1,1459,12
"0401010220223801","04010102202238",2,3,"040101088802202238",0.1,8.9,1459,12
"0401010220223801","04010102202238",2,4,"040101088802202238",0.1,9.1,1458,12
"0401010220223801","04010102202238",2,5,"040101088802202238",0.1,9,1458,12
"0401010220223801","04010102202238",2,6,"040101088802202238",0.1,8.8,1458,13
"0401010220223801","04010102202238",2,7,"040101088802202238",0.1,9.3,1454,13
"0401010220223801","04010102202238",2,8,"040101088802202238",0.1,9.5,1452,13
"0401010220223801","04010102202238",2,9,"040101088802202238",0.2,10.2,1448,14
"0401010220223801","04010102202238",2,10,"040101088802202238",0.3,9.4,1435,18
"0401010220223801","04010102202238",3,1,"040101088802202238",0.4,6.9,1429,15
"0401010220223801","04010102202238",3,2,"040101088802202238",0.4,6.6,1428,15
"0401010220223801","04010102202238",4,1,"040101088802202238",0.4,6.5,1428,14
"0401010220223801","04010102202238",5,1,"040101088802202238",0.2,4.2,1475,12
"0401010220223801","04010102202238",6,1,"040101088802202238",0.8,11.8,1424,14
"0401010220223801","04010102202238",6,2,"040101088802202238",0.7,7.2,1421,15
"0401010220227101","04010102202271",1,1,"040101088802202271",0,6.8,1447,11
"0401010220227101","04010102202271",1,2,"040101088802202271",0,6.4,1448,11
"0401010220227101","04010102202271",1,3,"040101088802202271",0,6.7,1448,11
"0401010220227101","04010102202271",2,1,"040101088802202271",0.3,7,1455,12
"0401010220227101","04010102202271",3,1,"040101088802202271",1.2,11.1,1424,13
"0401010220227101","04010102202271",4,1,"040101088802202271",0.6,6.9,1406,12
"0401010220227101","04010102202271",4,2,"040101088802202271",0.6,7.7,1405,12
"0401010220227101","04010102202271",5,1,"040101088802202271",0.7,8.2,1391,12
"0401010220227101","04010102202271",5,2,"040101088802202271",0.8,6.7,1387,13
"0401010220227101","04010102202271",6,1,"040101088802202271",1,5.8,1389,18
"0401010220227101","04010102202271",7,1,"040101088802202271",0.3,11.6,1421,15
"0401010220227101","04010102202271",7,2,"040101088802202271",0.3,11.2,1421,15
"0401010220227101","04010102202271",8,1,"040101088802202271",0.3,12.6,1425,14
"0401010220227101","04010102202271",8,2,"040101088802202271",0.3,12.5,1423,15
"0401010220227101","04010102202271",8,3,"040101088802202271",0.3,12.4,1421,16
"0401010220227101","04010102202271",9,1,"040101088802202271",1.2,13.7,1424,13
"0401010220227101","04010102202271",10,1,"040101088802202271",0.7,6.9,1465,12
"0401010220227101","04010102202271",10,2,"040101088802202271",0.7,7.7,1463,12
"0401010220230401","04010102202304",1,1,"040101088802202304",0,5.7,1426,13
"0401010220230401","04010102202304",1,2,"040101088802202304",0,5.9,1426,13
"0401010220230401","04010102202304",1,3,"040101088802202304",0,6.5,1425,13
"0401010220230401","04010102202304",1,4,"040101088802202304",0.1,7.6,1423,14
"0401010220230401","04010102202304",1,5,"040101088802202304",0.1,7.7,1419,13
"0401010220230401","04010102202304",2,1,"040101088802202304",0.9,7.7,1366,17
"0401010220230401","04010102202304",3,1,"040101088802202304",4.3,10.5,1389,12
"0401010220230401","04010102202304",8,1,"040101088802202304",4.3,10.2,1390,12
"0401060130200101","04010601302001",1,1,"040106088801302001",0.2,8.1,1983,13
"0401060130200101","04010601302001",1,2,"040106088801302001",0.2,8.1,1983,13
"0401060130200101","04010601302001",1,3,"040106088801302001",0.2,8.5,1983,14
"0401060130200101","04010601302001",5,1,"040106088801302001",0.1,9.7,2010,12
"0401060130200101","04010601302001",5,2,"040106088801302001",0.1,7.7,2012,11
"0401060130200101","04010601302001",5,3,"040106088801302001",0.2,7.7,1982,13
"0401060130200101","04010601302001",5,4,"040106088801302001",0.1,10.6,1990,11
"0401060130200101","04010601302001",5,5,"040106088801302001",0.1,9.9,1989,12
"0401060130200101","04010601302001",5,6,"040106088801302001",0.2,11.8,2009,11
"0401060130200101","04010601302001",5,7,"040106088801302001",0.1,8.5,1986,12
"0401060130200101","04010601302001",5,8,"040106088801302001",0.2,7.4,1985,13
"0401060130200101","04010601302001",5,9,"040106088801302001",0.2,7.2,1981,11
"0401060130200101","04010601302001",5,10,"040106088801302001",0.2,7.3,1981,11
"0401060130200101","04010601302001",5,11,"040106088801302001",0.1,10,1989,12
"0401060130200101","04010601302001",5,12,"040106088801302001",0.1,13.8,1994,12
"0401060130200101","04010601302001",5,13,"040106088801302001",0,15.6,1997,12
"0401060130200101","04010601302001",5,14,"040106088801302001",0,14.7,2000,12
"0401060130200101","04010601302001",5,15,"040106088801302001",2.9,10.7,1966,11
"0401060130200101","04010601302001",5,16,"040106088801302001",2.9,10.6,1966,11
"0401060130200101","04010601302001",5,17,"040106088801302001",0,13.3,2001,11
"0401060130200101","04010601302001",5,18,"040106088801302001",0.1,14.7,1996,12
"0401060130200101","04010601302001",5,19,"040106088801302001",0,12.1,2006,12
"0401060130200101","04010601302001",5,20,"040106088801302001",0,14.9,2002,12
"0401060130200101","04010601302001",5,21,"040106088801302001",0,12.3,2006,12
"0401060130200101","04010601302001",5,22,"040106088801302001",0.1,12.8,2005,12
"0401060130200101","04010601302001",5,23,"040106088801302001",0.1,13.6,2003,12
"0401060130200101","04010601302001",5,24,"040106088801302001",0,12.5,2004,12
"0401060130200101","04010601302001",6,1,"040106088801302001",0.1,9.7,2010,12
"0401060130200101","04010601302001",8,1,"040106088801302001",0.1,10.1,2008,12
"0401060130200101","04010601302001",9,1,"040106088801302001",0.6,17,1996,11
"0401060130200101","04010601302001",10,1,"040106088801302001",0.1,9.4,2011,12
"0401060130201501","04010601302015",1,1,"040106088801302015",0.1,13.5,1957,12
"0401060130201501","04010601302015",1,2,"040106088801302015",1.1,27.1,1976,10
"0401060130201501","04010601302015",1,3,"040106088801302015",0,11.5,1972,11
"0401060130201501","04010601302015",1,4,"040106088801302015",0,12.2,1968,11
"0401060130201501","04010601302015",1,5,"040106088801302015",0.1,13.2,1964,11
"0401060130201501","04010601302015",1,6,"040106088801302015",0,12.2,1969,11
"0401060130201501","04010601302015",1,7,"040106088801302015",0,11.6,1972,11
"0401060130201501","04010601302015",1,8,"040106088801302015",0,11.4,1973,11
"0401060130201501","04010601302015",1,9,"040106088801302015",0,11.1,1974,11
"0401060130201501","04010601302015",1,10,"040106088801302015",0,11.2,1974,11
"0401060130201501","04010601302015",1,11,"040106088801302015",0,12,1973,12
"0401060130201501","04010601302015",1,12,"040106088801302015",0,12.1,1973,12
"0401060130201501","04010601302015",1,13,"040106088801302015",0.1,11.6,1975,12
"0401060130201501","04010601302015",2,1,"040106088801302015",0,10.7,1975,12
"0401060130201501","04010601302015",3,1,"040106088801302015",0.9,12.3,1940,12
"0401060130201501","04010601302015",6,1,"040106088801302015",0.2,15.8,1993,11
"0401060130201501","04010601302015",7,1,"040106088801302015",7.7,11.4,1970,11
"0401060130201501","04010601302015",8,1,"040106088801302015",0.9,16.6,1971,12
"0401060130201501","04010601302015",11,1,"040106088801302015",0.9,16.5,1971,12
"0401060130201501","04010601302015",12,1,"040106088801302015",0.9,16.7,1971,12
"0401060130202201","04010601302022",1,1,"040106088801302022",0.8,15.6,1984,11
"0401060130202201","04010601302022",1,2,"040106088801302022",1.1,9.7,2011,11
"0401060130202201","04010601302022",1,3,"040106088801302022",1,5.8,2010,11
"0401060130202201","04010601302022",1,4,"040106088801302022",1.1,10.4,2013,11
"0401060130202201","04010601302022",1,5,"040106088801302022",1.1,9.9,2012,11
"0401060130202201","04010601302022",1,6,"040106088801302022",1,14.6,2003,11
